"height","weight","male","earn","earnk","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry","age"
73,134,1,15000,15,"Black",14,14,14,2,2,2,0,0,26
66,140,0,15000,15,"Black",12,12,12,8,5,2,3,3,40
72,280,1,32000,32,"White",14,14,14,7,1,2,0,0,40
73,230,1,30000,30,"White",18,18,18,1,1,2,0,0,41
68,150,0,10000,10,"White",16,16,16,4,1,2,0,0,42
59,180,0,15000,15,"White",12,12,12,1,1,2,0,0,62
64,128,0,0,0,"White",12,NA,NA,1,1,1,1,1,35
66,125,0,15000,15,"White",12,12,12,8,5,2,0,0,19
60,129,0,6500,6.5,"White",8,8,8,5,1,2,0,0,83
60,124,0,26000,26,"White",18,18,18,6,5,2,0,0,63
65,140,0,17000,17,"White",12,12,12,8,3,2,0,0,59
63,150,0,22000,22,"Other",18,18,18,8,1,2,0,0,59
64,145,0,10000,10,"White",12,12,NA,8,1,2,0,0,41
71,165,1,50000,50,"White",14,14,14,8,7,2,0,0,58
67,162,1,20000,20,"White",12,12,12,6,1,2,0,0,35
63,145,0,5000,5,"White",12,NA,NA,3,1,2,0,0,67
67,150,0,0,0,"White",13,13,13,1,7,2,0,0,59
63,160,0,400,0.4,"White",12,12,12,4,5,1,3,3,31
72,160,1,30000,30,"White",12,NA,NA,7,1,1,0,0,67
65,125,0,16000,16,"White",14,14,14,5,1,2,1,1,59
66,112,0,62000,62,"White",14,14,14,6,2,2,1,1,43
66,160,0,10000,10,"White",12,NA,NA,3,1,2,0,0,66
63,115,0,14000,14,"White",13,13,13,4,6,2,0,0,58
65,112,0,5000,5,"White",15,15,15,3,2,2,5,5,20
74,210,1,40000,40,"White",16,16,16,5,4,2,0,0,34
67,170,0,5000,5,"White",13,13,13,8,1,1,2,2,55
68,185,0,25000,25,"White",17,17,17,1,1,1,0,0,47
65,150,0,12000,12,"White",12,12,12,2,1,2,1,1,51
64,137,0,58000,58,"White",16,16,16,4,7,2,5,5,34
68,128,0,18000,18,"White",16,16,16,4,2,2,1,1,26
65,147,1,1000,1,"White",12,12,12,7,5,2,0,0,18
72,265,1,21000,21,"White",17,17,17,6,7,2,1,1,47
66,158,1,11000,11,"Black",12,12,12,6,4,1,0,0,62
69,220,1,15000,15,"White",7,7,7,6,1,2,0,0,77
64,130,0,13000,13,"White",12,12,12,3,1,2,4,4,36
64,140,0,0,0,"White",12,12,12,8,1,1,0,0,53
60,110,0,20000,20,"Other",16,16,16,6,1,2,0,0,88
72,220,1,25000,25,"Black",12,12,12,5,7,1,1,1,35
70,205,1,5000,5,"Hispanic",8,8,8,7,1,1,0,0,74
64,130,0,600,0.6,"White",12,12,12,5,1,2,0,0,43
67,190,1,25000,25,"Black",14,14,14,2,4,2,1,1,26
69,178,1,15000,15,"White",12,NA,12,8,1,1,1,1,91
68,140,1,36000,36,"White",12,12,12,2,2,1,0,0,28
64,175,0,15000,15,"Other",13,NA,13,1,1,2,0,0,33
64,142,0,35000,35,"White",14,14,14,8,5,2,3,3,36
66,185,0,3500,3.5,"White",12,12,12,8,1,2,0,0,51
65,120,0,19005,19.005,"White",16,16,16,1,7,1,1,1,34
70,170,1,62000,62,"White",14,14,14,1,6,2,0,0,54
69,195,1,62000,62,"White",16,16,16,7,1,2,0,0,35
70,135,1,25000,25,"White",12,12,12,8,2,2,1,1,42
66,180,1,50000,50,"White",12,NA,NA,8,1,2,0,0,52
64,180,0,0,0,"White",12,12,12,1,1,1,1,1,28
66,160,0,0,0,"White",13,13,13,5,1,2,0,0,26
66,140,1,40000,40,"White",12,12,12,8,6,1,0,0,61
74,190,1,26000,26,"White",18,18,18,2,4,2,1,1,26
66,132,0,5000,5,"White",12,NA,12,8,1,2,0,0,72
62,120,0,22000,22,"White",12,12,12,2,2,1,0,0,48
66,164,0,21000,21,"White",17,17,17,8,1,2,1,1,39
62,198,0,6108,6.108,"White",12,12,12,1,1,2,0,0,65
65,145,0,30000,30,"Black",18,18,18,8,4,1,3,3,64
66,165,0,15000,15,"White",11,NA,11,8,1,2,3,3,68
64,160,0,15000,15,"White",12,12,12,2,2,2,0,0,79
63,129,0,6000,6,"White",12,12,12,1,1,2,0,0,78
66,150,0,15000,15,"White",8,NA,NA,6,1,2,0,0,75
71,173,1,27000,27,"White",16,16,16,7,1,2,2,2,29
64,150,0,5000,5,"Hispanic",10,10,NA,2,1,2,0,0,26
66,160,0,4000,4,"White",16,16,16,7,1,2,7,7,42
62,165,0,4416,4.416,"Other",6,NA,NA,5,1,2,2,2,72
66,144,0,5000,5,"White",12,12,12,3,1,1,0,0,39
64,225,0,5000,5,"Black",9,NA,NA,3,1,1,7,7,62
67,NA,0,30000,30,"White",16,16,16,8,1,1,0,0,33
62,130,0,0,0,"White",12,12,12,8,6,2,0,0,76
63,125,0,5000,5,"White",10,NA,NA,8,1,2,0,0,87
65,153,0,0,0,"White",9,9,9,1,1,2,0,0,75
67,175,1,45000,45,"White",18,18,18,1,7,2,0,0,40
61,130,0,18000,18,"White",14,14,14,5,1,2,3,3,45
66,125,0,6000,6,"White",15,15,15,8,6,2,0,0,22
61,155,0,0,0,"White",12,12,NA,7,1,2,1,1,49
72,200,1,14000,14,"White",12,12,12,4,4,2,0,0,24
69,125,0,35000,35,"White",14,14,14,1,1,2,7,7,24
64,120,0,15000,15,"White",16,16,16,8,6,1,0,0,29
63,126,0,12000,12,"Black",12,12,12,6,3,2,2,2,29
60,175,0,1000,1,"White",12,NA,NA,5,7,2,7,7,47
70,195,1,32000,32,"Black",15,15,15,2,2,2,1,1,33
66,155,0,15000,15,"White",15,15,15,8,3,1,0,0,25
69,210,1,62000,62,"White",17,17,17,8,7,2,4,4,36
72,140,1,5000,5,"White",12,12,12,5,6,2,0,0,20
73,185,1,1500,1.5,"White",12,12,12,8,6,2,1,1,19
64,130,0,30000,30,"White",12,12,12,8,6,2,0,0,18
66,138,0,5000,5,"White",13,13,13,8,1,1,0,0,19
65,150,0,3000,3,"Black",16,16,16,3,1,2,0,0,23
71,165,1,35000,35,"White",15,15,15,8,2,2,0,0,42
64,135,0,35000,35,"White",12,12,12,7,5,2,7,7,42
63,114,0,0,0,"White",12,12,12,4,4,2,0,0,45
63,132,0,0,0,"White",16,16,16,7,6,2,7,7,29
72,175,1,70000,70,"White",15,15,15,4,1,1,0,0,48
67,140,0,21000,21,"White",16,16,16,4,7,2,4,4,28
69,145,1,50000,50,"White",11,11,11,2,5,2,1,1,18
71,175,1,15000,15,"White",9,9,9,8,7,1,3,3,21
68,132,1,0,0,"Hispanic",10,NA,NA,2,2,1,5,5,18
64,140,0,15000,15,"White",12,NA,NA,1,1,1,0,0,30
73,172,1,0,0,"Black",12,12,12,5,7,2,2,2,20
62,142,0,5000,5,"Black",9,NA,NA,8,1,2,7,7,63
66,150,0,9000,9,"Black",8,8,8,2,1,2,0,0,35
68,190,1,25000,25,"White",12,12,12,1,1,1,0,0,37
64,185,0,15000,15,"Black",14,14,14,6,1,2,0,0,63
63,140,0,10000,10,"Black",14,14,14,8,5,2,1,1,25
65,125,0,0,0,"White",12,12,12,6,1,1,1,1,60
66,140,0,5000,5,"Black",18,18,18,6,6,2,1,1,43
64,126,1,87000,87,"White",12,12,12,8,1,2,1,1,81
71,175,1,30000,30,"White",12,12,12,4,1,2,0,0,47
72,185,1,16000,16,"White",14,NA,14,5,7,2,0,0,21
68,135,1,20000,20,"White",12,12,12,8,2,1,0,0,51
64,142,0,0,0,"White",12,12,12,2,1,2,0,0,45
72,185,1,1e+05,100,"White",17,17,17,5,1,2,0,0,54
72,240,1,62000,62,"White",12,12,12,6,1,2,1,1,69
66,133,0,10000,10,"White",12,12,12,6,1,2,0,0,43
72,147,0,62000,62,"White",18,18,18,1,1,2,0,0,35
66,200,1,35000,35,"White",14,14,14,7,2,2,0,0,63
65,135,0,7000,7,"White",16,16,16,8,4,2,2,2,31
65,230,0,0,0,"White",12,12,12,1,1,2,1,1,62
66,165,0,0,0,"White",12,12,12,1,1,2,0,0,52
65,230,0,0,0,"White",11,11,NA,2,4,2,7,7,38
71,180,1,8000,8,"Black",14,14,NA,1,6,2,0,0,27
74,270,1,11000,11,"White",10,10,10,5,1,1,0,0,50
70,217,1,25000,25,"White",9,9,NA,8,7,2,1,1,47
64,130,0,25000,25,"White",14,14,14,4,1,1,0,0,45
69,175,1,30000,30,"White",14,14,14,1,1,2,1,1,48
63,120,0,15000,15,"White",12,12,12,1,1,2,7,7,29
66,130,1,0,0,"White",12,12,12,6,5,2,3,3,26
63,105,0,48000,48,"White",18,18,18,4,7,1,0,0,34
68,145,0,17000,17,"White",12,12,NA,2,1,2,0,0,46
66,180,1,15000,15,"White",12,NA,NA,4,1,2,0,0,69
78,200,1,25000,25,"White",12,NA,NA,4,2,1,0,0,64
71,111,0,0,0,"White",8,NA,NA,8,1,2,0,0,70
73,167,1,26000,26,"White",16,16,16,8,7,2,0,0,24
69,165,1,25000,25,"White",12,12,12,8,1,2,0,0,32
63,185,0,10000,10,"White",12,12,12,7,2,2,1,1,61
62,130,0,25000,25,"White",18,18,18,6,1,1,0,0,50
65,125,0,0,0,"White",11,11,11,7,1,2,0,0,57
71,180,1,60000,60,"White",18,18,18,8,5,2,0,0,53
65,115,0,22000,22,"White",18,18,18,7,5,2,0,0,29
62,129,0,5000,5,"White",12,12,12,5,6,2,0,0,20
70,180,1,15000,15,"White",12,12,12,8,1,2,1,1,77
64,145,0,5000,5,"White",12,12,12,3,7,2,0,0,64
72,215,1,15000,15,"White",16,16,16,8,1,1,7,7,44
64,145,0,6200,6.2,"White",13,13,13,5,1,2,0,0,83
65,132,0,24000,24,"White",16,16,16,2,2,1,7,7,32
71,143,1,20000,20,"White",14,14,14,8,7,2,2,2,40
70,150,0,7000,7,"White",14,14,14,6,1,2,0,0,30
73,155,1,0,0,"Black",12,12,12,1,6,2,1,1,19
67,115,0,5000,5,"White",15,15,15,4,1,2,1,1,29
62,121,0,15000,15,"White",12,NA,NA,7,6,1,0,0,60
68,275,0,30000,30,"Black",16,16,16,8,1,2,3,3,48
66,130,0,23000,23,"White",18,18,18,8,7,2,3,3,28
64,130,0,20000,20,"White",12,12,12,2,1,2,0,0,40
66,170,0,3000,3,"White",16,16,16,8,6,2,1,1,29
63,135,0,0,0,"White",12,12,12,4,7,2,5,5,31
70,140,1,30000,30,"White",16,16,16,2,4,2,0,0,41
64,130,0,12000,12,"White",14,14,14,8,5,2,1,1,23
66,150,0,35000,35,"White",5,NA,NA,1,1,2,7,7,73
66,126,0,0,0,"White",7,7,7,8,1,2,4,4,41
63,140,0,0,0,"White",10,NA,NA,2,1,1,4,4,37
71,190,1,40000,40,"White",12,12,12,8,4,2,0,0,38
64,150,0,15000,15,"White",14,14,14,4,1,2,5,5,23
63,153,0,36000,36,"White",16,16,NA,4,1,2,7,7,45
66,145,0,10000,10,"White",12,12,12,1,1,1,0,0,53
63,225,0,0,0,"White",11,NA,NA,4,1,2,0,0,65
68,120,0,13000,13,"White",14,14,14,7,1,2,0,0,48
65,265,0,0,0,"White",12,12,NA,1,1,1,7,7,59
61,120,0,0,0,"White",14,14,14,6,5,2,2,2,41
62,128,0,10000,10,"Black",12,12,NA,2,1,2,6,6,27
69,175,1,30000,30,"Hispanic",12,12,12,4,4,2,0,0,37
69,170,1,5000,5,"White",11,11,11,5,5,2,1,1,18
65,140,0,25000,25,"White",12,12,12,3,5,2,2,2,33
64,150,1,23000,23,"White",13,13,13,8,1,1,0,0,32
70,180,1,20000,20,"White",17,17,17,8,4,2,0,0,68
65,130,0,19000,19,"White",13,13,13,2,1,2,1,1,82
68,149,0,62000,62,"White",16,16,16,6,7,2,1,1,60
61,132,1,20000,20,"Black",11,11,11,7,7,2,0,0,66
64,180,1,28000,28,"Black",14,14,14,5,7,2,0,0,63
65,119,0,13000,13,"White",10,10,NA,8,1,2,7,7,80
64,185,1,12000,12,"White",12,12,12,8,1,2,0,0,75
63,135,0,25000,25,"White",18,18,18,1,1,2,6,6,36
69,140,1,20000,20,"White",11,11,11,8,1,2,0,0,23
66,185,0,15000,15,"White",14,14,14,8,1,2,0,0,62
61,123,0,15000,15,"White",8,8,8,4,1,2,0,0,78
74,190,1,25000,25,"White",12,12,12,8,5,1,0,0,30
68,165,0,25000,25,"White",13,13,13,5,6,2,0,0,52
68,155,0,0,0,"White",12,12,12,2,7,2,1,1,34
65,205,0,0,0,"White",14,14,14,4,1,2,2,2,41
67,132,0,18000,18,"White",16,16,16,7,5,2,7,7,40
65,115,0,0,0,"White",12,12,12,8,7,1,7,7,18
64,120,0,0,0,"White",18,18,18,4,1,2,0,0,46
62,170,0,6000,6,"White",10,10,10,4,1,2,1,1,68
72,160,1,16000,16,"White",13,13,13,8,6,2,7,7,23
73,175,1,45000,45,"White",16,16,16,4,1,1,0,0,38
60,115,0,15000,15,"White",12,12,12,5,7,2,2,2,30
70,172,1,25000,25,"White",14,14,14,6,1,2,1,1,69
64,145,0,12000,12,"White",14,14,14,5,2,2,5,5,38
68,160,0,2000,2,"White",12,12,12,2,5,2,0,0,18
63,110,0,10000,10,"White",12,12,12,4,6,2,0,0,18
71,185,1,14000,14,"White",12,12,12,8,1,2,7,7,36
64,200,0,15000,15,"White",12,12,12,8,1,2,0,0,31
67,200,0,0,0,"White",11,11,11,8,7,2,0,0,37
60,140,0,10000,10,"White",12,NA,12,2,1,2,0,0,39
64,180,0,5000,5,"White",10,NA,NA,1,1,2,0,0,70
66,157,0,1200,1.2,"White",4,NA,4,3,1,1,4,4,64
64,155,0,25000,25,"White",12,NA,NA,8,1,2,0,0,74
59,113,0,15000,15,"White",14,14,14,1,2,2,0,0,62
63,150,0,10000,10,"White",13,13,13,8,1,2,1,1,64
66,140,1,2000,2,"White",12,12,12,8,7,2,7,7,18
66,125,0,0,0,"White",12,12,12,3,2,1,7,7,35
65,NA,0,4000,4,"White",13,13,13,3,1,1,2,2,33
70,140,1,5000,5,"White",8,NA,NA,8,1,1,0,0,58
64,145,0,10000,10,"White",14,14,14,3,2,2,3,3,32
61,NA,0,5000,5,"White",13,13,13,8,3,1,1,1,22
66,123,0,15000,15,"White",12,NA,NA,6,1,1,0,0,28
61,96,0,5000,5,"Hispanic",16,16,16,7,6,2,0,0,22
66,108,0,1500,1.5,"White",12,12,12,8,1,2,1,1,23
66,145,1,18000,18,"Hispanic",17,17,17,8,7,2,0,0,26
73,175,1,4000,4,"White",15,15,15,5,5,2,0,0,24
72,150,1,28000,28,"White",16,16,16,7,5,2,0,0,26
74,180,0,10000,10,"White",14,14,14,8,6,2,0,0,22
65,118,0,3000,3,"White",16,16,16,8,5,2,1,1,22
64,110,0,0,0,"White",14,14,NA,5,5,2,3,3,31
62,125,0,25000,25,"White",18,18,18,8,1,2,1,1,68
71,240,1,12000,12,"White",12,12,12,3,3,2,1,1,21
62,147,0,15000,15,"White",12,12,12,2,1,2,0,0,77
68,158,0,19000,19,"White",13,13,13,8,1,1,0,0,45
61,235,0,0,0,"White",12,12,12,2,1,1,2,2,33
70,184,1,36000,36,"White",16,16,16,2,1,1,1,1,39
64,180,0,7000,7,"White",16,16,16,5,6,2,0,0,59
59,85,0,35000,35,"White",11,11,11,8,4,1,0,0,34
68,168,1,40000,40,"White",18,18,18,7,1,2,0,0,43
68,130,1,15000,15,"White",14,14,14,3,1,1,0,0,25
69,130,0,8000,8,"White",13,13,13,2,1,1,0,0,43
69,190,0,25000,25,"White",14,14,14,8,1,2,0,0,55
72,185,1,20000,20,"White",12,12,12,1,7,2,0,0,23
75,214,1,28000,28,"White",18,18,18,7,6,2,0,0,38
69,180,1,22000,22,"White",14,14,14,1,4,2,7,7,35
71,150,1,15000,15,"White",14,14,14,1,5,2,0,0,31
72,210,1,21500,21.5,"Black",13,13,13,7,7,2,7,7,24
68,160,0,3000,3,"White",12,12,12,8,2,1,4,4,23
64,110,0,25000,25,"Other",12,12,NA,8,1,2,2,2,22
72,190,1,23000,23,"White",13,13,NA,7,4,2,7,7,28
66,165,0,15000,15,"White",18,18,18,8,4,2,0,0,41
72,197,1,18000,18,"White",12,12,12,8,1,2,0,0,73
67,128,1,5000,5,"Hispanic",8,NA,8,8,7,1,0,0,20
67,156,1,20000,20,"White",16,16,16,8,5,2,0,0,71
66,150,0,62000,62,"White",14,14,14,8,1,2,1,1,59
72,164,1,62000,62,"White",14,14,14,7,7,2,0,0,72
64,120,0,5000,5,"White",13,13,NA,8,1,2,0,0,69
63,110,0,16000,16,"Hispanic",12,12,12,7,1,2,7,7,46
69,181,1,15000,15,"White",12,12,12,7,4,1,3,3,26
63,118,0,53000,53,"Hispanic",17,17,17,4,6,1,0,0,32
70,200,1,15000,15,"Hispanic",17,17,17,8,1,2,0,0,56
72,162,1,26000,26,"White",12,NA,12,1,7,2,7,7,27
70,145,0,20000,20,"White",12,12,12,3,3,1,0,0,33
65,110,0,4000,4,"Other",12,12,12,7,6,1,1,1,28
73,200,1,10000,10,"White",16,16,16,8,7,2,1,1,59
75,220,1,25000,25,"White",12,12,12,8,3,1,0,0,33
69,230,1,43000,43,"White",12,12,12,2,1,2,0,0,51
69,180,1,17000,17,"Other",14,14,14,4,4,1,0,0,33
61,230,0,4000,4,"Hispanic",12,12,12,5,5,2,3,3,38
71,185,1,87000,87,"White",18,18,18,4,4,2,0,0,55
72,175,1,30000,30,"Hispanic",13,13,13,8,7,2,5,5,23
65,135,0,25000,25,"White",16,16,16,6,5,2,7,7,32
73,195,1,50000,50,"White",15,15,15,8,2,2,7,7,48
64,123,0,25000,25,"White",18,18,18,8,5,1,0,0,56
67,137,0,55000,55,"White",18,18,18,8,7,2,3,3,51
63,145,0,28000,28,"White",16,16,16,4,5,2,5,5,41
66,160,0,0,0,"White",12,12,12,8,4,2,0,0,48
72,150,1,15000,15,"White",7,NA,NA,8,1,1,0,0,69
64,135,0,5000,5,"White",12,12,12,1,4,2,0,0,32
62,200,0,5000,5,"White",14,14,14,1,1,2,2,2,48
65,130,0,18000,18,"White",13,13,13,5,1,2,1,1,49
72,175,1,21000,21,"Hispanic",15,NA,NA,8,7,2,0,0,62
59,180,0,15000,15,"Hispanic",9,NA,9,6,2,1,4,4,44
67,115,0,12000,12,"White",12,12,NA,8,1,1,1,1,33
65,164,0,33000,33,"Hispanic",16,16,16,1,1,2,0,0,62
64,140,0,15000,15,"White",16,NA,NA,1,1,2,0,0,81
72,175,1,50000,50,"Hispanic",13,13,13,8,1,1,2,2,64
65,231,0,6000,6,"Hispanic",9,9,NA,4,1,2,0,0,74
64,140,0,16000,16,"White",14,14,14,5,6,2,2,2,59
68,150,1,35000,35,"White",12,12,12,4,6,1,2,2,50
68,260,0,25000,25,"White",12,12,NA,8,1,2,7,7,43
66,155,0,35000,35,"White",17,17,17,8,2,2,1,1,41
76,210,1,20000,20,"White",14,NA,14,8,5,2,0,0,26
63,118,0,18000,18,"White",12,12,12,7,5,2,3,3,36
74,225,1,34000,34,"White",14,14,14,3,6,2,0,0,78
68,155,1,25000,25,"White",16,16,16,7,7,2,0,0,25
61,110,0,15000,15,"White",14,14,14,1,5,1,0,0,65
64,140,0,20000,20,"White",16,16,16,2,1,1,0,0,54
72,200,1,20000,20,"White",17,17,17,8,1,2,0,0,77
68,170,1,33000,33,"White",12,12,12,7,7,2,0,0,69
71,150,1,20000,20,"White",12,NA,NA,4,1,2,0,0,66
63,126,0,15000,15,"White",12,12,12,8,1,2,0,0,76
65,158,0,4000,4,"White",12,12,12,7,7,2,0,0,73
60,130,0,20000,20,"White",8,NA,NA,2,1,2,0,0,77
72,200,1,40000,40,"White",16,16,NA,3,2,1,0,0,33
64,132,0,14000,14,"White",14,14,14,7,4,1,3,3,40
68,170,0,12000,12,"White",12,12,12,1,1,1,0,0,48
61,105,0,25000,25,"White",12,12,12,1,2,2,0,0,31
63,136,0,10000,10,"White",17,NA,NA,2,1,2,0,0,60
67,138,0,70000,70,"White",10,NA,NA,8,1,1,0,0,72
67,140,0,38000,38,"White",17,17,17,5,5,2,7,7,55
63,125,0,14000,14,"White",12,12,12,5,7,2,5,5,28
71,164,1,62000,62,"White",18,NA,NA,8,4,2,0,0,76
63,108,0,0,0,"White",15,15,15,4,3,2,2,2,33
60,100,0,15000,15,"White",13,13,13,1,7,2,0,0,37
74,215,1,17000,17,"White",16,16,16,3,1,2,0,0,31
66,125,0,25000,25,"White",15,15,15,7,6,2,0,0,24
69,158,1,60000,60,"White",14,14,14,8,2,2,0,0,66
67,180,0,15000,15,"White",15,NA,15,6,1,2,2,2,69
65,145,1,25000,25,"White",16,16,16,8,1,2,0,0,86
62,131,1,18000,18,"Hispanic",12,12,12,8,1,2,0,0,63
65,145,1,0,0,"White",12,12,12,1,1,2,0,0,55
64,140,0,45000,45,"White",17,17,17,7,4,2,0,0,54
72,175,1,70000,70,"White",18,18,18,7,4,1,0,0,47
66,NA,0,0,0,"Hispanic",11,11,11,7,1,2,4,4,49
65,130,0,30000,30,"White",18,NA,18,8,1,NA,0,0,59
67,167,0,1e+05,100,"White",15,15,15,1,1,2,0,0,72
62,145,0,8000,8,"White",12,12,12,1,1,2,0,0,51
71,185,1,30000,30,"White",16,16,16,4,6,2,0,0,34
62,115,0,0,0,"White",11,11,11,6,1,1,7,7,26
71,192,1,27000,27,"White",14,14,14,5,1,1,0,0,32
70,270,1,47000,47,"White",18,18,18,8,7,2,1,1,43
67,135,1,12000,12,"Hispanic",12,12,12,7,7,2,0,0,22
72,190,1,35000,35,"White",16,16,16,4,2,1,0,0,70
62,130,0,24000,24,"White",17,17,17,5,1,2,1,1,34
63,165,0,13000,13,"Hispanic",12,12,12,7,1,2,0,0,35
61,102,0,80000,80,"White",14,14,14,4,3,1,2,2,37
72,130,1,5000,5,"White",12,12,12,7,5,2,3,3,18
65,110,0,0,0,"White",12,12,12,8,6,2,7,7,28
63,153,0,25000,25,"White",10,10,10,8,6,1,0,0,60
66,240,1,28000,28,"White",12,12,NA,4,3,2,2,2,44
64,125,0,8000,8,"White",15,15,15,8,6,2,0,0,20
66,110,0,10000,10,"White",13,13,13,8,6,1,1,1,51
68,155,0,9000,9,"White",14,14,14,1,3,2,0,0,41
60,150,0,20000,20,"White",12,12,12,8,1,2,0,0,37
65,200,1,12000,12,"White",12,NA,NA,5,1,2,0,0,71
65,130,0,15000,15,"White",14,14,14,6,1,2,0,0,66
61,110,0,20000,20,"White",14,14,14,8,7,1,7,7,36
68,200,0,15000,15,"White",16,16,16,5,2,2,0,0,55
64,134,0,28000,28,"White",14,14,14,7,6,2,7,7,36
66,140,0,265,0.265,"White",15,15,15,4,3,2,0,0,21
69,157,1,35000,35,"White",14,14,14,7,1,2,0,0,74
67,NA,0,25000,25,"White",12,12,12,5,5,2,0,0,30
66,165,0,26000,26,"Hispanic",14,14,14,7,1,2,2,2,32
67,118,0,27000,27,"White",17,17,17,4,1,2,4,4,34
68,180,0,14000,14,"White",12,12,12,2,2,2,7,7,30
66,140,1,32000,32,"White",16,16,16,2,3,1,2,2,33
69,112,0,10000,10,"White",14,14,14,6,1,1,1,1,32
72,135,1,15000,15,"White",12,12,12,6,1,2,0,0,26
69,190,1,7000,7,"White",16,16,16,7,5,2,0,0,30
71,182,1,28000,28,"White",17,17,17,3,4,1,0,0,46
74,250,1,60000,60,"White",13,13,13,2,1,2,5,5,54
60,130,0,25000,25,"White",14,14,14,8,1,2,0,0,69
69,170,1,12000,12,"White",4,4,4,6,1,2,0,0,62
65,NA,0,0,0,"White",13,13,13,8,1,1,1,1,63
65,NA,0,0,0,"White",12,12,12,4,2,2,0,0,46
75,200,0,15000,15,"White",13,13,13,5,1,2,0,0,75
65,125,0,40000,40,"White",14,14,14,7,1,2,0,0,69
63,110,0,25000,25,"White",16,16,16,6,1,2,0,0,75
72,135,1,15000,15,"White",6,NA,NA,7,1,2,0,0,81
60,112,0,35000,35,"White",12,12,12,1,7,1,7,7,36
72,225,1,15000,15,"White",11,NA,NA,4,1,1,1,1,63
64,120,0,26000,26,"White",15,15,15,3,2,2,3,3,32
59,100,0,0,0,"Black",12,12,12,1,1,1,0,0,43
71,170,1,0,0,"Other",12,12,12,7,7,2,0,0,20
72,165,1,26000,26,"Hispanic",16,16,16,8,7,2,0,0,25
63,108,0,18720,18.72,"Black",10,10,NA,8,1,1,7,7,36
68,155,0,0,0,"Black",12,12,12,8,6,2,7,7,22
62,148,0,5000,5,"Other",11,NA,NA,8,1,2,0,0,59
64,152,0,12000,12,"Black",12,NA,NA,2,1,2,0,0,73
70,210,1,80000,80,"White",17,17,17,8,3,2,0,0,39
66,120,0,48000,48,"White",13,13,13,8,6,2,0,0,39
63,125,0,5000,5,"White",18,18,18,7,6,2,0,0,25
62,135,1,18000,18,"Other",16,16,16,8,1,2,2,2,27
70,150,1,85000,85,"White",15,15,15,8,1,2,0,0,65
64,175,0,35000,35,"Black",12,12,12,1,5,1,2,2,47
69,150,1,5000,5,"White",16,16,16,8,6,2,0,0,22
64,140,0,9000,9,"Hispanic",13,13,13,2,4,2,0,0,22
67,125,0,30000,30,"White",16,16,16,8,6,2,3,3,27
72,250,1,80000,80,"White",14,14,14,8,1,1,0,0,58
65,124,0,35000,35,"White",16,16,16,1,7,2,4,4,32
63,210,0,12000,12,"White",14,14,14,4,1,1,1,1,34
70,190,1,2e+05,200,"White",18,18,18,6,5,2,7,7,34
64,128,0,4000,4,"White",16,16,16,6,7,2,0,0,45
68,165,1,2000,2,"White",12,12,12,1,7,2,1,1,18
66,190,0,24000,24,"White",18,18,18,3,1,1,0,0,69
66,165,1,2000,2,"Hispanic",15,15,15,8,5,2,0,0,23
70,185,1,15000,15,"White",17,17,17,8,4,2,0,0,30
70,225,1,15000,15,"White",12,12,12,8,1,2,0,0,65
62,150,0,6000,6,"White",12,12,12,1,1,2,0,0,65
66,150,1,5000,5,"White",12,12,NA,8,1,2,0,0,75
66,130,0,1500,1.5,"Hispanic",12,NA,12,5,7,2,7,7,21
64,130,0,28000,28,"White",18,18,18,5,2,2,0,0,48
70,150,0,9000,9,"White",12,12,12,8,3,2,0,0,35
74,175,1,60000,60,"White",14,14,14,7,6,2,0,0,52
66,150,1,1200,1.2,"White",12,12,12,4,1,2,0,0,19
62,185,0,1400,1.4,"Hispanic",3,3,3,1,1,2,0,0,64
68,160,0,15000,15,"White",16,16,NA,8,7,1,0,0,26
66,180,0,7000,7,"White",13,13,13,1,1,2,0,0,43
70,190,1,25000,25,"White",12,NA,NA,7,1,2,1,1,72
62,130,0,21000,21,"White",12,12,12,1,2,2,7,7,31
69,107,1,44000,44,"White",12,12,12,1,6,2,0,0,58
68,164,1,29000,29,"Black",16,16,16,8,7,2,0,0,36
72,165,1,3000,3,"Hispanic",14,14,14,8,1,2,4,4,18
64,140,1,12000,12,"Black",13,13,13,2,7,2,0,0,22
64,110,0,0,0,"Hispanic",16,16,16,1,1,2,7,7,19
60,200,0,0,0,"Hispanic",9,9,9,1,1,2,0,0,39
72,195,1,20000,20,"Hispanic",12,12,12,8,4,2,0,0,28
62,146,0,1200,1.2,"Black",5,NA,NA,8,4,2,0,0,73
64,104,0,25000,25,"White",12,12,12,7,1,1,1,1,30
74,215,1,37000,37,"White",16,16,16,2,7,2,3,3,25
66,150,1,8000,8,"Other",10,NA,NA,7,1,2,3,3,60
68,135,1,35000,35,"Hispanic",16,16,16,8,4,2,3,3,30
67,145,1,25000,25,"Hispanic",14,14,14,7,7,2,0,0,23
62,110,1,25000,25,"Other",14,14,14,6,3,2,0,0,37
71,160,0,18000,18,"White",10,10,10,5,7,2,7,7,29
63,130,0,30000,30,"Black",16,16,16,8,2,2,4,4,36
66,133,1,5000,5,"Other",14,14,14,8,7,2,3,3,27
69,165,1,20000,20,"White",18,18,18,8,6,2,0,0,69
71,160,1,12000,12,"Hispanic",6,6,6,1,2,2,0,0,40
