"","height","weight","female","income","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry"
"1308","62","124","1","25000","black","12","12","12","7","1","2","7","7"
"1309","62","210","1","0","white","12","12","12","1","1","2","0","0"
"1310","75","201","0","28000","other","16","16","16","8","6","1","0","0"
"1311","66","155","1","15000","white","8",NA,NA,"6","1","1",NA,NA
"1312","66","160","1","4000","white","8","8","8","4","1","2","2","2"
"1313","64","129","0","15000","white","12","12","12","8","1","1","2","2"
"1314","71","172","0","15000","white","12","12","12","8","7","2","1","1"
"1315","66","150","1","25000","white","18","18","18","5","2","2","0","0"
"1316","70","170","0","5000","white","13","13","13","1","1","1","0","0"
"1317","61","117","1","0","white","10",NA,NA,"2","6","1","2","2"
"1318","63","123","1","25000","white","12","12","12","4","5","1","0","0"
"1319","67","117","1","15000","white","12","12","12","5","1","2","1","1"
"1320","74","230","1","15000","white","12","12",NA,"4","1","2","0","0"
"1321","69","180","0","40000","white","11",NA,NA,"8","7","1","0","0"
"1322","70","255","0","30000","white","11","11","11","5","1","2","0","0"
"1323","66","195","1","5000","white","12","12","12","8","1","1","7","7"
"1324","74","200","0","35000","white","14","14","14","8","7","2","0","0"
"1325","65","200","1","16000","white","14","14","14","2","1","2","3","3"
"1326","63","145","1","5000","white","12","12","12","3","1","2","7","7"
"1327","68","152","1",NA,"white","12",NA,NA,"1","1","1","0","0"
"1328","64","128","1","28000","white","16","16","16","7","7","2","0","0"
"1329","68","206","0","20000","white","15","15","15","1","2","2","7","7"
"1330","66","140","0","21000","white","13","13","13","8","7","1","7","7"
"1331","63","130","1",NA,"white","12","12","12","4","1","2","0","0"
"1332","69","210","0","17000","black","12",NA,NA,"7","4","1","2","2"
"1333","60","115","1","24000","white","13","13","13","7","1","1","0","0"
"1334","61","110","1","25000","white","12","12","12","8","1","2","0","0"
"1335","75","162","0","40000","white","12","12","12","4","7","2","1","1"
"1336","70","220","0","15000","white","9","9","9","2","2","2","0","0"
"1337","63","145","1","0","hispanic","9","9","9","8","3","2","7","7"
"1338","69","150","0","0","white","13","13","13","6","6","2","0","0"
"1339","66","165","1","0","white","16","16","16","7","1","2","0","0"
"1340","64","120","1","8000","white","13","13","13","7","5","1","1","1"
"1341","67","999","1",NA,"white","13",NA,NA,"8","6","1","0","0"
"1342","63","175","1","19000","hispanic","15","15","15","1","1","1","0","0"
"1343","64","178","1","5000","white","12",NA,"12","1","1","2","0","0"
"1344","64","120","1","10000","hispanic","11",NA,NA,"8","3","2","2","2"
"1345","67","138","1","45000","white","16","16","16","7","6","1","0","0"
"1346","64","145","0","5000","black","17","17","17","8","1","2","0","0"
"1347","72","160","0","0","white","14","14","14","7","5","2","0","0"
"1348","63","142","1","24000","black","14","14","14","4","5","2","1","1"
"1349","67","100","1","5000","white","14","14","14","4","5","2","1","1"
"1350","63","155","1","15000","hispanic","14","14","14","4","5","2","1","1"
"1351","66","160","0","33000","white","16","16","16","7","7","2","0","0"
"1352","65","125","1","24000","white","14","14","14","8","1","2","0","0"
"1353","63","135","1","6000","white","13","13","13","4","1","2","0","0"
"1354","66","129","1","90000","white","14",NA,NA,"6","1","2","0","0"
"1355","64","190","1","0","white","16","16","16","6","2","2","4","4"
"1356","64","170","1","57000","white","18","18","18","7","6","2","0","0"
"1357","68","125","1","15000","white","14","14","14","3","2","2","0","0"
"1358","71","195","0","13800","white","14","14","14","4","1","1","1","1"
"1359","71","280","0","30000","white","18","18","18","4","2","2","1","1"
"1360","72","155","0","15000","white","12","12","12","4","3","1","3","3"
"1361","60","115","1","15000","white","14","14","14","7","1","2","0","0"
"1362","70","170","0","31000","white","12","12","12","8","7","2","1","1"
"1363","74","180","0","33000","white","17","17","17","8","7","2","1","1"
"1364","74","220","0",NA,"white","8","8","8","4","1","1","0","0"
"1365","68","175","0","30000","white","18","18","18","8","1","2","0","0"
"1366","74","218","0","12000","white","12","12","12","2","1","2","0","0"
"1367","75","150","0","5000","white","12","12","12","6","1","2","0","0"
"1368","68","171","0","21000","white","12","12","12","6","6","2","0","0"
"1369","72","185","0","35000","white","12","12","12","8","7","1","0","0"
"1370","63","140","1","28000","white","18","18","18","2","4","2","0","0"
"1371","65","134","1",NA,"white","12","12","12","7","6","1","0","0"
"1372","71","225","0","25000","white","9","9","9","1","1","2","0","0"
"1373","72","210","0","12000","white","12","12","12","3","2","2","2","2"
"1374","64","170","1","19000","white","12","12","12","8","2","2","0","0"
"1375","63","200","1","6000","white","14","14","14","8","1","2","6","6"
"1376","66","230","1","5300","white","13","13","13","1","1","2","0","0"
"1377","66","121","1","5000","black","12","12","12","1","1","2","0","0"
"1378","61","87","1","15000","white","13","13","13","1","4","2","7","7"
"1379","60","110","0","5000","black","2",NA,NA,"1","1","2","0","0"
"1380","72","170","0",NA,"white","16","16","16","8","1","2","0","0"
"1381","62","120","1","0","white","12","12","12","2","2","2","3","3"
"1382","65","145","1","15000","white","11",NA,NA,"6","1","1","0","0"
"1383","73","215","0","17000","white","12","12","12","8","1","2","4","4"
"1384","66","140","1",NA,"black","4","4","4","5","1","2","1","1"
"1385","66","165","1","4700","black","12",NA,"12","5","1","2","6","6"
"1386","67","139","1","5000","white","12","12","12","8","1","2","0","0"
"1387","68","113","1","0","white","12","12","12","1","1","2","0","0"
"1388","62","150","1","9500","white","12","12","12","3","1","2","0","0"
"1389","65","150","0","1700","white","12","12","12","8","1","2","1","1"
"1390","63","130","1","0","white","14","14","14","8","5","2","1","1"
"1391","62","141","1","5400","white","12","12","12","6","1","1","1","1"
"1392","68","160","0","10000","white","12","12","12","7","2","2","0","0"
"1393","59","99","1","25000","white","15","15","15","7","1","2","0","0"
"1394","62","180","1","0","white","12","12","12","6","3","2","2","2"
"1395","69","165","0","5000","white","13","13",NA,"4","2","1","0","0"
"1396","70","135","1","25000","white","14","14","14","8","4","1","2","2"
"1397",NA,"999","1",NA,"white","12","12","12","6","4","1","0","0"
"1398","66","180","0","15000","white","8","8",NA,"8","1","2","0","0"
"1399","64","102","1","0","white","9","9","9","8","1","1","2","2"
"1400","59","120","1","15000","white","12",NA,NA,"1","1","2","0","0"
"1401","62","100","1","25000","white","10",NA,NA,"8","1","1","0","0"
"1402","68","190","0","30000","white","12","12","12","4","2","2","1","1"
"1403","59","142","1",NA,"white","12","12",NA,"4","5","1","2","2"
"1404","68","157","1","35000","white","16","16","16","7","5","2","2","2"
"1405","63","220","1","25000","white","11",NA,NA,"4","1","2","7","7"
"1406","63","130","1","28000","white","18","18","18","4","2","2","0","0"
"1407","63","100","1","42000","white","12","12","12","7","1","1","5","5"
"1408","62","110","1",NA,"white","12","12","12","3","1","2","1","1"
"1409","68","170","0","45000","white","12","12","12","8","1","2","0","0"
"1410","64","121","1","55000","white","12","12","12","8","7","2","1","1"
"1411","63","120","1",NA,"white","12",NA,NA,"8","7","2","2","2"
"1412","65","128","1","5000","white","15","15","15","1","5","2","0","0"
"1413","72","220","0","62000","white","17","17","17","6","1","2","2","2"
"1414","70","135","1","36000","white","16","16","16","3","2","2","1","1"
"1415","66","140","1","15000","white","12","12","12","1","1","2","0","0"
"1416","70","155","0","25000","white","10",NA,NA,"8","2","1","0","0"
"1417","72","220","0","19000","white","12","12","12","6","5","2","0","0"
"1418","69","165","0","38000","white","11","11","11","4","2","2","0","0"
"1419","63","120","1","15000","white","14","14","14","8","4","2","1","1"
"1420","58","114","1","4500","white","5",NA,NA,"1","1","2","0","0"
"1421","63","115","1","96000","white","14","14","14","3","7","2","0","0"
"1422","63","115","1","11000","white","12","12","12","8","1","2","0","0"
"1423","73","312","0","9000","white","15","15","15","8","2","2","0","0"
"1424","69","127","1","5000","white","14","14","14","7","7","2","0","0"
"1425","70","160","0","50000","white","12","12","12","8","1","1","0","0"
"1426","66","115","1","0","white","12",NA,"12","7","1","2","0","0"
"1427","60","170","1","5000","white","15","15",NA,"8","1","2","0","0"
"1428","66","185","1","0","white","16","16","16","8","1","2","0","0"
"1429","65","185","1","6000","white","13","13","13","8","1","2","0","0"
"1430","72","180","0","1e+05","white","13","13","13","6","7","2","7","7"
"1431","62","130","1","16500","white","13","13","13","7","1","2","1","1"
"1432","72","200","0","25000","white","12","12","12","8","1","2","0","0"
"1433","69","185","0","0","white","12","12","12","8","7","2","0","0"
"1434","65","120","1","15000","black","12","12","12","5","6","2","7","7"
"1435","73","134","0","15000","black","14","14","14","2","2","2","0","0"
"1436","66","140","1","15000","black","12","12","12","8","5","2","3","3"
"1437","72","280","0","32000","white","14","14","14","7","1","2","0","0"
"1438","73","230","0","30000","white","18","18","18","1","1","2","0","0"
"1439","68","150","1","10000","white","16","16","16","4","1","2","0","0"
"1440","59","180","1","15000","white","12","12","12","1","1","2","0","0"
"1441","64","128","1","0","white","12",NA,NA,"1","1","1","1","1"
"1442","66","125","1","15000","white","12","12","12","8","5","2","0","0"
"1443","62","140","1",NA,"white","16",NA,NA,"1","1","2","0","0"
"1444","60","129","1","6500","white","8","8","8","5","1","2","0","0"
"1445","60","124","1","26000","white","18","18","18","6","5","2","0","0"
"1446","65","140","1","17000","white","12","12","12","8","3","2","0","0"
"1447","63","150","1","22000","other","18","18","18","8","1","2","0","0"
"1448","66","148","1",NA,"white","12","12","12","8","1","2","0","0"
"1449","64","145","1","10000","white","12","12",NA,"8","1","2","0","0"
"1450","71","165","0","50000","white","14","14","14","8","7","2","0","0"
"1451","67","162","0","20000","white","12","12","12","6","1","2","0","0"
"1452","63","115","1",NA,"white","13","13","13","8","6","2","7","7"
"1453","63","145","1","5000","white","12",NA,NA,"3","1","2","0","0"
"1454","67","150","1","0","white","13","13","13","1","7","2","0","0"
"1455","63","160","1","400","white","12","12","12","4","5","1","3","3"
"1456","72","160","0","30000","white","12",NA,NA,"7","1","1","0","0"
"1457","65","125","1","16000","white","14","14","14","5","1","2","1","1"
"1458","66","112","1","62000","white","14","14","14","6","2","2","1","1"
"1459","66","160","1","10000","white","12",NA,NA,"3","1","2","0","0"
"1460","63","115","1","14000","white","13","13","13","4","6","2","0","0"
"1461","65","112","1","5000","white","15","15","15","3","2","2","5","5"
"1462","74","210","0","40000","white","16","16","16","5","4","2","0","0"
"1463","67","170","1","5000","white","13","13","13","8","1","1","2","2"
"1464","68","185","1","25000","white","17","17","17","1","1","1","0","0"
"1465","65","150","1","12000","white","12","12","12","2","1","2","1","1"
"1466","64","137","1","58000","white","16","16","16","4","7","2","5","5"
"1467","68","128","1","18000","white","16","16","16","4","2","2","1","1"
"1468","65","147","0","1000","white","12","12","12","7","5","2","0","0"
"1469","72","265","0","21000","white","17","17","17","6","7","2","1","1"
"1470","66","158","0","11000","black","12","12","12","6","4","1","0","0"
"1471","69","220","0","15000","white","7","7","7","6","1","2","0","0"
"1472","64","130","1","13000","white","12","12","12","3","1","2","4","4"
"1473","64","140","1","0","white","12","12","12","8","1","1","0","0"
"1474","60","110","1","20000","other","16","16","16","6","1","2","0","0"
"1475","72","220","0","25000","black","12","12","12","5","7","1","1","1"
"1476","70","205","0","5000","hispanic","8","8","8","7","1","1","0","0"
"1477","60","150","1",NA,"white","16","16",NA,"3","1","2","0","0"
"1478","64","130","1","600","white","12","12","12","5","1","2","0","0"
"1479","67","190","0","25000","black","14","14","14","2","4","2","1","1"
"1480","69","178","0","15000","white","12",NA,"12","8","1","1","1","1"
"1481","68","140","0","36000","white","12","12","12","2","2","1","0","0"
"1482","64","175","1","15000","other","13",NA,"13","1","1","2","0","0"
"1483","64","142","1","45000","white","14","14","14","8","5","2","3","3"
"1484","66","185","1","3500","white","12","12","12","8","1","2","0","0"
"1485","65","120","1","19005","white","16","16","16","1","7","1","1","1"
"1486","70","170","0","62000","white","14","14","14","1","6","2","0","0"
"1487","69","195","0","62000","white","16","16","16","7","1","2","0","0"
"1488","70","135","0","25000","white","12","12","12","8","2","2","1","1"
"1489","66","180","0","50000","white","12",NA,NA,"8","1","2","0","0"
"1490","64","180","1","0","white","12","12","12","1","1","1","1","1"
"1491","66","160","1","0","white","13","13","13","5","1","2","0","0"
"1492","66","140","0","40000","white","12","12","12","8","6","1","0","0"
"1493","74","190","0","26000","white","18","18","18","2","4","2","1","1"
"1494","66","132","1","5000","white","12",NA,"12","8","1","2","0","0"
"1495","68","140","0",NA,"white","14",NA,NA,"5","5","1","0","0"
"1496","62","120","1","22000","white","12","12","12","2","2","1","0","0"
"1497","66","164","1","21000","white","17","17","17","8","1","2","1","1"
"1498","62","198","1","6108","white","12","12","12","1","1","2","0","0"
"1499","65","145","1","30000","black","18","18","18","8","4","1","3","3"
"1500","66","165","1","15000","white","11",NA,"11","8","1","2","3","3"
"1501","64","131","1",NA,"white","9","9","9","8","1","2","0","0"
"1502","64","160","1","15000","white","12","12","12","2","2","2","0","0"
"1503","63","129","1","6000","white","12","12","12","1","1","2","0","0"
"1504","66","150","1","15000","white","8",NA,NA,"6","1","2","0","0"
"1505","71","173","0","27000","white","16","16","16","7","1","2","2","2"
"1506","64","150","1","5000","hispanic","10","10",NA,"2","1","2","0","0"
"1507","66","160","1","4000","white","16","16","16","7","1","2","7","7"
"1508","66","120","1",NA,"white","17","17","17","1","1","2","0","0"
"1509","62","165","1","4416","other","6",NA,NA,"5","1","2","2","2"
"1510","66","144","1","5000","white","12","12","12","3","1","1","0","0"
"1511","64","225","1","5000","black","9",NA,NA,"3","1","1","7","7"
"1512","67","999","1","30000","white","16","16","16","8","1","1","0","0"
"1513","62","130","1","0","white","12","12","12","8","6","2","0","0"
"1514","63","125","1","5000","white","10",NA,NA,"8","1","2","0","0"
"1515","65","153","1","0","white","9","9","9","1","1","2","0","0"
"1516","67","175","0","45000","white","18","18","18","1","7","2","0","0"
"1517","61","130","1","18000","white","14","14","14","5","1","2","3","3"
"1518","66","125","1","6000","white","15","15","15","8","6","2","0","0"
"1519","61","155","1","0","white","12","12",NA,"7","1","2","1","1"
"1520","72","200","0","14000","white","12","12","12","4","4","2","0","0"
"1521","69","125","1","35000","white","14","14","14","1","1","2","7","7"
"1522","66","145","1",NA,"white","12","12","12","5","1","2","1","1"
"1523","64","120","1","15000","white","16","16","16","8","6","1","0","0"
"1524","63","126","1","12000","black","12","12","12","6","3","2","2","2"
"1525","60","175","1","1000","white","12",NA,NA,"5","7","2","7","7"
"1526","70","195","0","32000","black","15","15","15","2","2","2","1","1"
"1527","66","155","1","15000","white","15","15","15","8","3","1","0","0"
"1528","69","210","0","62000","white","17","17","17","8","7","2","4","4"
"1529","72","140","0","5000","white","12","12","12","5","6","2","0","0"
"1530","73","185","0","1500","white","12","12","12","8","6","2","1","1"
"1531","64","130","1","30000","white","12","12","12","8","6","2","0","0"
"1532","66","138","1","5000","white","13","13","13","8","1","1","0","0"
"1533","65","150","1","3000","black","16","16","16","3","1","2","0","0"
"1534","71","165","0","45000","white","15","15","15","8","2","2","0","0"
"1535","64","135","1","35000","white","12","12","12","7","5","2","7","7"
"1536","63","114","1","0","white","12","12","12","4","4","2","0","0"
"1537","63","132","1","0","white","16","16","16","7","6","2","7","7"
"1538","72","175","0","70000","white","15","15","15","4","1","1","0","0"
"1539","67","140","1","21000","white","16","16","16","4","7","2","4","4"
"1540","69","145","0","50000","white","11","11","11","2","5","2","1","1"
"1541","71","175","0","15000","white","9","9","9","8","7","1","3","3"
"1542","68","132","0","0","hispanic","10",NA,NA,"2","2","1","5","5"
"1543","64","140","1","15000","white","12",NA,NA,"1","1","1","0","0"
"1544","73","172","0","0","black","12","12","12","5","7","2","2","2"
"1545","62","142","1","5000","black","9",NA,NA,"8","1","2","7","7"
"1546","66","150","1","9000","black","8","8","8","2","1","2","0","0"
"1547","68","190","0","25000","white","12","12","12","1","1","1","0","0"
"1548","64","185","1","15000","black","14","14","14","6","1","2","0","0"
"1549","63","140","1","10000","black","14","14","14","8","5","2","1","1"
"1550","65","125","1","0","white","12","12","12","6","1","1","1","1"
"1551","66","140","1","5000","black","18","18","18","6","6","2","1","1"
"1552","64","126","0","87000","white","12","12","12","8","1","2","1","1"
"1553","71","175","0","30000","white","12","12","12","4","1","2","0","0"
"1554","72","185","0","16000","white","14",NA,"14","5","7","2","0","0"
"1555","68","135","0","20000","white","12","12","12","8","2","1","0","0"
"1556","64","142","1","0","white","12","12","12","2","1","2","0","0"
"1557","72","185","0","1e+05","white","17","17","17","5","1","2","0","0"
"1558","72","240","0","62000","white","12","12","12","6","1","2","1","1"
"1559","66","133","1","10000","white","12","12","12","6","1","2","0","0"
"1560","72","147","1","62000","white","18","18","18","1","1","2","0","0"
"1561","66","200","0","35000","white","14","14","14","7","2","2","0","0"
"1562","65","135","1","7000","white","16","16","16","8","4","2","2","2"
"1563","65","230","1","0","white","12","12","12","1","1","2","1","1"
"1564","66","165","1","0","white","12","12","12","1","1","2","0","0"
"1565","65","230","1","0","white","11","11",NA,"2","4","2","7","7"
"1566","71","180","0","8000","black","14","14",NA,"1","6","2","0","0"
"1567","74","270","0","11000","white","10","10","10","5","1","1","0","0"
"1568","70","217","0","25000","white","9","9",NA,"8","7","2","1","1"
"1569","64","130","1","25000","white","14","14","14","4","1","1","0","0"
"1570","69","175","0","30000","white","14","14","14","1","1","2","1","1"
"1571","63","120","1","15000","white","12","12","12","1","1","2","7","7"
"1572","66","130","0","0","white","12","12","12","6","5","2","3","3"
"1573","63","105","1","48000","white","18","18","18","4","7","1","0","0"
"1574","68","145","1","17000","white","12","12",NA,"2","1","2","0","0"
"1575","66","180","0","15000","white","12",NA,NA,"4","1","2","0","0"
"1576","78","200","0","25000","white","12",NA,NA,"4","2","1","0","0"
"1577","71","111","1","0","white","8",NA,NA,"8","1","2","0","0"
"1578","70","150","0",NA,"white","16","16","16","4","4","2","0","0"
"1579","72","210","0",NA,"white","16","16","16","8","7","2","1","1"
"1580","73","167","0","26000","white","16","16","16","8","7","2","0","0"
"1581","69","165","0","25000","white","12","12","12","8","1","2","0","0"
"1582","63","185","1","10000","white","12","12","12","7","2","2","1","1"
"1583","62","130","1","25000","white","18","18","18","6","1","1","0","0"
"1584","65","125","1","0","white","11","11","11","7","1","2","0","0"
"1585","66","155","1",NA,"white","12","12","12","8","1","2","0","0"
"1586","71","180","0","60000","white","18","18","18","8","5","2","0","0"
"1587","65","115","1","22000","white","18","18","18","7","5","2","0","0"
"1588","62","129","1","5000","white","12","12","12","5","6","2","0","0"
"1589","70","180","0","15000","white","12","12","12","8","1","2","1","1"
"1590","64","145","1","5000","white","12","12","12","3","7","2","0","0"
"1591","72","215","0","15000","white","16","16","16","8","1","1","7","7"
"1592","64","145","1","6200","white","13","13","13","5","1","2","0","0"
"1593","65","132","1","24000","white","16","16","16","2","2","1","7","7"
"1594","71","143","0","20000","white","14","14","14","8","7","2","2","2"
"1595","70","150","1","7000","white","14","14","14","6","1","2","0","0"
"1596","73","155","0","0","black","12","12","12","1","6","2","1","1"
"1597","67","115","1","5000","white","15","15","15","4","1","2","1","1"
"1598","62","121","1","15000","white","12",NA,NA,"7","6","1","0","0"
"1599","68","275","1","30000","black","16","16","16","8","1","2","3","3"
"1600","66","130","1","23000","white","18","18","18","8","7","2","3","3"
"1601","64","130","1","20000","white","12","12","12","2","1","2","0","0"
"1602","66","170","1","3000","white","16","16","16","8","6","2","1","1"
"1603","63","135","1","0","white","12","12","12","4","7","2","5","5"
"1604","70","140","0","30000","white","16","16","16","2","4","2","0","0"
"1605","66","130","1",NA,"white","12","12",NA,"1","1","2","7","7"
"1606","64","130","1","12000","white","14","14","14","8","5","2","1","1"
"1607","66","150","1","45000","white","5",NA,NA,"1","1","2","7","7"
"1608","66","126","1","0","white","7","7","7","8","1","2","4","4"
"1609","69","180","0",NA,"white","15","15","15","8","7","2","0","0"
"1610","63","140","1","0","white","10",NA,NA,"2","1","1","4","4"
"1611","71","190","0","40000","white","12","12","12","8","4","2","0","0"
"1612","64","150","1","15000","white","14","14","14","4","1","2","5","5"
"1613","73","165","0",NA,"white","8",NA,NA,"8","1","2","2","2"
"1614","62","135","1",NA,"white","12","12","12","7","7","2","0","0"
"1615","63","153","1","36000","white","16","16",NA,"4","1","2","7","7"
"1616","66","145","1","10000","white","12","12","12","1","1","1","0","0"
"1617","70","145","1",NA,"white","14","14",NA,"3","3","2","0","0"
"1618","63","225","1","0","white","11",NA,NA,"4","1","2","0","0"
"1619","68","120","1","13000","white","14","14","14","7","1","2","0","0"
"1620","65","265","1","0","white","12","12",NA,"1","1","1","7","7"
"1621","61","120","1","0","white","14","14","14","6","5","2","2","2"
"1622","62","128","1","10000","black","12","12",NA,"2","1","2","6","6"
"1623","69","175","0","30000","hispanic","12","12","12","4","4","2","0","0"
"1624","69","170","0","5000","white","11","11","11","5","5","2","1","1"
"1625","65","140","1","25000","white","12","12","12","3","5","2","2","2"
"1626","64","150","0","23000","white","13","13","13","8","1","1","0","0"
"1627","70","180","0","20000","white","17","17","17","8","4","2","0","0"
"1628","65","130","1","19000","white","13","13","13","2","1","2","1","1"
"1629","68","149","1","62000","white","16","16","16","6","7","2","1","1"
"1630","61","132","0","20000","black","11","11","11","7","7","2","0","0"
"1631","64","180","0","28000","black","14","14","14","5","7","2","0","0"
"1632","65","119","1","13000","white","10","10",NA,"8","1","2","7","7"
"1633","64","185","0","12000","white","12","12","12","8","1","2","0","0"
"1634","63","135","1","25000","white","18","18","18","1","1","2","6","6"
"1635","69","140","0","20000","white","11","11","11","8","1","2","0","0"
"1636","66","185","1","15000","white","14","14","14","8","1","2","0","0"
"1637","72","180","0",NA,"white","8","8","8","1","1","2","0","0"
"1638","61","123","1","15000","white","8","8","8","4","1","2","0","0"
"1639","74","190","0","25000","white","12","12","12","8","5","1","0","0"
"1640","71","176","0",NA,"white","12","12","12","1","5","2","0","0"
"1641","68","165","1","25000","white","13","13","13","5","6","2","0","0"
"1642","68","155","1","0","white","12","12","12","2","7","2","1","1"
"1643","65","205","1","0","white","14","14","14","4","1","2","2","2"
"1644","67","132","1","18000","white","16","16","16","7","5","2","7","7"
"1645","65","115","1","0","white","12","12","12","8","7","1","7","7"
"1646","64","120","1","0","white","18","18","18","4","1","2","0","0"
"1647","62","170","1","6000","white","10","10","10","4","1","2","1","1"
"1648","72","160","0","16000","white","13","13","13","8","6","2","7","7"
"1649","73","175","0","45000","white","16","16","16","4","1","1","0","0"
"1650","60","115","1","15000","white","12","12","12","5","7","2","2","2"
"1651","70","172","0","25000","white","14","14","14","6","1","2","1","1"
"1652","64","145","1","12000","white","14","14","14","5","2","2","5","5"
"1653","68","160","1","2000","white","12","12","12","2","5","2","0","0"
"1654","62","135","1",NA,"white","17","17","17","7","1","2","0","0"
"1655","62","160","1",NA,"white","10","10",NA,"2","1","2","0","0"
"1656","63","110","1","10000","white","12","12","12","4","6","2","0","0"
"1657","60","100","1",NA,"white","17","17","17","7","4","2","1","1"
"1658","71","185","0","14000","white","12","12","12","8","1","2","7","7"
"1659","64","200","1","15000","white","12","12","12","8","1","2","0","0"
"1660","67","200","1","0","white","11","11","11","8","7","2","0","0"
"1661","60","140","1","10000","white","12",NA,"12","2","1","2","0","0"
"1662","64","180","1","5000","white","10",NA,NA,"1","1","2","0","0"
"1663","66","157","1","1200","white","4",NA,"4","3","1","1","4","4"
"1664","64","155","1","25000","white","12",NA,NA,"8","1","2","0","0"
"1665","59","113","1","15000","white","14","14","14","1","2","2","0","0"
"1666","63","150","1","10000","white","13","13","13","8","1","2","1","1"
"1667","66","140","0","2000","white","12","12","12","8","7","2","7","7"
"1668","66","125","1","0","white","12","12","12","3","2","1","7","7"
"1669","70","165","0",NA,"other","18","18","18","3","4","2","0","0"
"1670","65","999","1","4000","white","13","13","13","3","1","1","2","2"
"1671","70","140","0","5000","white","8",NA,NA,"8","1","1","0","0"
"1672","64","145","1","10000","white","14","14","14","3","2","2","3","3"
"1673","65","150","1",NA,"white","12","12","12","1","1","2","0","0"
"1674","61","999","1","5000","white","13","13","13","8","3","1","1","1"
"1675","66","123","1","15000","white","12",NA,NA,"6","1","1","0","0"
"1676","61","96","1","5000","hispanic","16","16","16","7","6","2","0","0"
"1677","66","108","1","1500","white","12","12","12","8","1","2","1","1"
"1678","66","145","0","18000","hispanic","17","17","17","8","7","2","0","0"
"1679","73","175","0","4000","white","15","15","15","5","5","2","0","0"
"1680","72","150","0","28000","white","16","16","16","7","5","2","0","0"
"1681","74","180","1","10000","white","14","14","14","8","6","2","0","0"
"1682","65","118","1","3000","white","16","16","16","8","5","2","1","1"
"1683","64","110","1","0","white","14","14",NA,"5","5","2","3","3"
"1684","62","125","1","25000","white","18","18","18","8","1","2","1","1"
"1685","71","240","0","12000","white","12","12","12","3","3","2","1","1"
"1686","62","147","1","15000","white","12","12","12","2","1","2","0","0"
"1687","68","158","1","19000","white","13","13","13","8","1","1","0","0"
"1688","61","235","1","0","white","12","12","12","2","1","1","2","2"
"1689","70","184","0","36000","white","16","16","16","2","1","1","1","1"
"1690","64","180","1","7000","white","16","16","16","5","6","2","0","0"
"1691","59","85","1","35000","white","11","11","11","8","4","1","0","0"
"1692","70","210","0",NA,"white","8","8","8","8","1","2","0","0"
"1693","65","130","1",NA,"white","12","12","12","7","1","2","0","0"
"1694","68","168","0","40000","white","18","18","18","7","1","2","0","0"
"1695","68","130","0","15000","white","14","14","14","3","1","1","0","0"
"1696","69","130","1","8000","white","13","13","13","2","1","1","0","0"
"1697","69","190","1","25000","white","14","14","14","8","1","2","0","0"
"1698","72","185","0","20000","white","12","12","12","1","7","2","0","0"
"1699","75","214","0","28000","white","18","18","18","7","6","2","0","0"
"1700","69","180","0","22000","white","14","14","14","1","4","2","7","7"
"1701","71","150","0","15000","white","14","14","14","1","5","2","0","0"
"1702","72","210","0","21500","black","13","13","13","7","7","2","7","7"
"1703","68","160","1","3000","white","12","12","12","8","2","1","4","4"
"1704","64","110","1","25000","other","12","12",NA,"8","1","2","2","2"
"1705","72","190","0","23000","white","13","13",NA,"7","4","2","7","7"
"1706","66","165","1","15000","white","18","18","18","8","4","2","0","0"
"1707","72","197","0","18000","white","12","12","12","8","1","2","0","0"
"1708","67","128","0","5000","hispanic","8",NA,"8","8","7","1","0","0"
"1709","67","156","0","20000","white","16","16","16","8","5","2","0","0"
"1710","66","150","1","62000","white","14","14","14","8","1","2","1","1"
"1711","72","164","0","62000","white","14","14","14","7","7","2","0","0"
"1712","64","120","1","5000","white","13","13",NA,"8","1","2","0","0"
"1713","63","110","1","16000","hispanic","12","12","12","7","1","2","7","7"
"1714","69","181","0","15000","white","12","12","12","7","4","1","3","3"
"1715","63","118","1","53000","hispanic","17","17","17","4","6","1","0","0"
"1716","70","200","0","15000","hispanic","17","17","17","8","1","2","0","0"
"1717","72","162","0","26000","white","12",NA,"12","1","7","2","7","7"
"1718","70","145","1","20000","white","12","12","12","3","3","1","0","0"
"1719","65","110","1","4000","other","12","12","12","7","6","1","1","1"
"1720","73","200","0","10000","white","16","16","16","8","7","2","1","1"
"1721","75","220","0","25000","white","12","12","12","8","3","1","0","0"
"1722","69","230","0","43000","white","12","12","12","2","1","2","0","0"
"1723","63","133","1",NA,"white","5",NA,NA,"2","1","2","0","0"
"1724","69","180","0","17000","other","14","14","14","4","4","1","0","0"
"1725","61","230","1","4000","hispanic","12","12","12","5","5","2","3","3"
"1726","71","185","0","87000","white","18","18","18","4","4","2","0","0"
"1727","72","175","0","30000","hispanic","13","13","13","8","7","2","5","5"
"1728","65","135","1","25000","white","16","16","16","6","5","2","7","7"
"1729","66","120","1",NA,"white","15","15","15","8","5","2","0","0"
"1730","73","195","0","50000","white","15","15","15","8","2","2","7","7"
"1731","64","123","1","25000","white","18","18","18","8","5","1","0","0"
"1732","67","137","1","55000","white","18","18","18","8","7","2","3","3"
"1733","63","145","1","28000","white","16","16","16","4","5","2","5","5"
"1734","66","160","1","0","white","12","12","12","8","4","2","0","0"
"1735","72","150","0","15000","white","7",NA,NA,"8","1","1","0","0"
