"G1mat","G2mat","G3mat","G1por","G2por","G3por","school","sex","age","address","famsize","Pstatus","Medu","Fedu","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences"
NA,NA,NA,8,0,0,1,0,19,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,8,9,1,0,19,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,5,0,10,11,10,1,0,19,0,0,1,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0
NA,NA,NA,7,9,9,1,0,19,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,0,0,1,0,19,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,8,9,1,0,19,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,9,10,1,0,19,1,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,8,7,1,0,19,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,13,1,0,19,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,7,9,NA,NA,NA,1,0,19,1,1,1,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4
NA,NA,NA,11,9,10,1,0,20,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
15,14,15,NA,NA,NA,1,0,20,1,0,1,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4
NA,NA,NA,7,9,9,1,1,15,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,11,10,1,1,15,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,15,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,14,1,1,15,0,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,9,8,1,1,15,0,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,12,13,1,1,15,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,11,1,1,15,1,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,10,11,1,1,15,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,12,1,1,15,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,14,14,1,1,15,1,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,11,1,1,15,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,11,1,1,16,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,16,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,7,0,1,1,16,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,8,8,1,1,16,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,9,10,1,1,16,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,11,1,1,16,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,16,0,1,0,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,9,1,1,16,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,10,11,1,1,16,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,16,0,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,16,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,0,0,1,1,16,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,7,8,1,1,16,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,13,12,13,1,1,16,1,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,13,1,1,16,1,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,8,10,1,1,16,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,10,1,1,16,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,14,12,13,1,1,16,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,12,12,1,1,16,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,10,1,1,17,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,13,14,1,1,17,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,10,9,1,1,17,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,9,9,1,1,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,13,10,1,1,17,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
13,11,11,10,11,11,1,1,17,0,0,1,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4
NA,NA,NA,9,9,8,1,1,17,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,11,11,1,1,17,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,11,12,1,1,17,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,8,9,1,1,17,0,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,10,10,1,1,17,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,9,9,1,1,17,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,7,7,1,1,17,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,0,0,1,1,17,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
11,11,10,14,15,16,1,1,17,1,0,1,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2
NA,NA,NA,13,14,13,1,1,17,1,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
13,13,13,8,9,10,1,1,17,1,0,1,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2
NA,NA,NA,10,11,10,1,1,17,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,7,10,9,1,1,17,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,9,8,1,1,17,1,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,11,11,12,1,1,17,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
14,16,16,10,10,10,1,1,17,1,1,1,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3
NA,NA,NA,15,14,16,1,1,17,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,12,12,13,1,1,18,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,9,10,1,1,18,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,9,7,9,1,1,18,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
10,10,10,8,10,9,1,1,18,0,0,1,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4
7,6,7,7,7,0,1,1,18,0,0,1,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5
11,13,13,9,10,11,1,1,18,0,0,1,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10
NA,NA,NA,4,0,0,1,1,18,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
6,5,5,7,7,0,1,1,18,0,0,1,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14
NA,NA,NA,12,13,14,1,1,18,0,0,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
13,12,12,NA,NA,NA,1,1,18,0,1,1,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2
14,12,12,9,10,10,1,1,18,0,1,1,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3
11,12,10,10,11,11,1,1,18,0,1,1,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0
NA,NA,NA,4,8,8,1,1,18,1,0,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
15,14,14,17,18,19,1,1,18,1,0,1,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4
NA,NA,NA,10,9,10,1,1,18,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
10,10,10,14,13,14,1,1,18,1,1,1,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4
NA,NA,NA,10,11,11,1,1,18,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
8,7,8,9,10,9,1,1,18,1,1,1,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7
NA,NA,NA,5,6,6,1,1,18,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,17,17,17,1,1,18,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
13,13,13,15,16,16,1,1,18,1,1,1,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0
8,8,8,8,9,10,1,1,19,0,0,1,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4
8,7,8,10,9,11,1,1,19,0,0,1,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8
6,5,0,5,8,0,1,1,19,0,0,1,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0
NA,NA,NA,9,9,10,1,1,19,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,8,9,9,1,1,19,1,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,11,9,1,1,19,1,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
8,9,9,NA,NA,NA,1,1,19,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5
NA,NA,NA,8,11,10,1,1,20,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
9,9,9,NA,NA,NA,1,1,20,1,1,0,2,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11
10,8,7,NA,NA,NA,1,1,21,0,0,1,1,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3
