"","age","gender","race","gayFavorFederalMarriage","gayFavorStateMarriage","gayKnowSomeone"
"62700",52,"Male","White","Yes",NA,NA
"62701",44,"Female","White","No",NA,NA
"62702",78,"Female","White","Yes",NA,"No"
"62703",49,"Male","White","No",NA,NA
"62704",80,"Female","Black","No",NA,NA
"62705",69,"Female","Black","No",NA,NA
"62706",62,"Male","White","Yes",NA,"No"
"62707",54,"Female","White","Yes",NA,NA
"62708",70,"Female","White","No",NA,NA
"62709",61,"Female","White","No",NA,"No"
"62710",35,"Male","White","Yes",NA,NA
"62711",49,"Male","Other","Yes",NA,"No"
"62712",57,"Male","Other","No",NA,NA
"62713",20,"Male","Other","No",NA,"No"
"62714",54,"Female","White","Yes",NA,NA
"62715",60,"Female","White","No",NA,"No"
"62716",43,"Male","White","Yes",NA,"No"
"62717",35,"Female","White","Yes",NA,NA
"62718",55,"Female","White","No","Yes","Yes"
"62719",35,"Male","Black","No",NA,"Yes"
"62720",47,"Female","White","No",NA,"No"
"62721",55,"Male","White","No",NA,NA
"62722",84,"Female","White","Yes",NA,NA
"62723",39,"Male","White","No",NA,NA
"62724",56,"Male","White","No",NA,"Yes"
"62725",48,"Female","White","Yes","No","Yes"
"62726",51,"Male","White","No",NA,NA
"62727",NA,"Female","Black","No",NA,NA
"62728",45,"Male","White","No",NA,NA
"62729",62,"Female","White","Yes",NA,NA
"62730",73,"Male","White","No",NA,"No"
"62731",34,"Female","Black","Yes",NA,NA
"62732",67,"Female","Black","No",NA,"No"
"62733",64,"Male","White","No",NA,NA
"62734",54,"Male","White","Yes",NA,NA
"62735",58,"Male","Other","No","Yes","Yes"
"62736",26,"Male",NA,"No",NA,NA
"62737",70,"Male","White","No",NA,"No"
"62738",76,"Female","White","Yes",NA,NA
"62739",35,"Male","White","No",NA,NA
"62740",49,"Female","White","Yes",NA,NA
"62741",49,"Female","White","No",NA,"Yes"
"62742",56,"Male","White","Yes",NA,NA
"62743",74,"Female","White","Yes",NA,NA
"62744",52,"Female","Hispanic","Yes",NA,NA
"62745",55,"Female","White","No",NA,"Yes"
"62746",55,"Male","White","Yes",NA,"Yes"
"62747",65,"Female","White","No",NA,NA
"62748",36,"Male","White","No",NA,NA
"62749",84,"Female","White","Yes",NA,NA
"62750",21,"Female","White","No",NA,NA
"62751",37,"Male","White","No",NA,NA
"62752",27,"Female","White","Yes",NA,NA
"62753",36,"Male","White","No",NA,NA
"62754",34,"Female","White","Yes",NA,NA
"62755",32,"Male","White","Yes",NA,NA
"62756",33,"Female","Hispanic","Yes",NA,"No"
"62757",52,"Female","White","Yes",NA,NA
"62758",43,"Female","White","Yes",NA,NA
"62759",80,"Male","White","No",NA,NA
"62760",35,"Female","Black","No",NA,NA
"62761",31,"Female","Other","No",NA,NA
"62762",57,"Female","White","No",NA,"Yes"
"62763",29,"Male","White","Yes",NA,NA
"62764",36,"Female","Other","No",NA,NA
"62765",47,"Male","White","No",NA,NA
"62766",48,"Female","White","No",NA,NA
"62767",25,"Female","White","No",NA,NA
"62768",59,"Male","White","No",NA,NA
"62769",50,"Male","White","No",NA,NA
"62770",81,"Female","White","No",NA,NA
"62771",35,"Male","White","Yes",NA,"Yes"
"62772",24,"Female","White","No",NA,NA
"62773",67,"Male","White","Yes",NA,"No"
"62774",51,"Male","White","No",NA,NA
"62775",60,"Female","White","Yes",NA,NA
"62776",21,"Male","White","Yes",NA,NA
"62777",33,"Female",NA,"No",NA,NA
"62778",62,"Female","White","No",NA,NA
"62779",28,"Male","White","No",NA,NA
"62780",54,"Male","White","Yes",NA,NA
"62781",33,"Female","White","No",NA,NA
"62782",46,"Male","Hispanic","No",NA,NA
"62783",51,"Female","White","No",NA,NA
"62784",36,"Female","White","No",NA,NA
"62785",52,"Female","White","No",NA,NA
"62786",26,"Male","Black","Yes",NA,NA
"62787",42,"Female","Hispanic","No",NA,NA
"62788",58,"Male","White","No",NA,NA
"62789",21,"Male","White","Yes",NA,NA
"62790",60,"Male","White","Yes",NA,"Yes"
"62791",50,"Male","Other","No",NA,NA
"62792",23,"Female","White","No",NA,"Yes"
"62793",58,"Male","White","No",NA,NA
"62794",45,"Female","Hispanic","No",NA,NA
"62795",39,"Male","Hispanic","No",NA,NA
"62796",42,"Male","White","Yes",NA,"Yes"
"62797",61,"Male","White","Yes",NA,NA
"62798",25,"Female",NA,"Yes",NA,NA
"62799",18,"Female","White","No",NA,NA
"62800",24,"Female","Hispanic","Yes",NA,"No"
"62801",44,"Male","White","Yes",NA,NA
"62802",20,"Female","Hispanic","Yes",NA,NA
"62803",63,"Female","White","No",NA,NA
"62804",42,"Male","White","Yes",NA,"No"
"62805",78,"Male","White","No",NA,NA
"62806",47,"Male","Black","No",NA,NA
"62807",41,"Male","White","No","No","Yes"
"62808",37,"Female","Black","Yes",NA,NA
"62809",59,"Female","White","Yes",NA,NA
"62810",72,"Female","White","No",NA,NA
"62811",40,"Male","Other","Yes","No","No"
"62812",36,"Female","White","Yes",NA,"No"
"62813",30,"Female","Black","Yes",NA,NA
"62814",74,"Male","White","Yes",NA,"No"
"62815",43,"Male","White","No",NA,NA
"62816",54,"Female","Black","No",NA,NA
"62817",29,"Male","Hispanic","No",NA,NA
"62818",40,"Male","White","Yes",NA,NA
"62819",55,"Female","White","No",NA,NA
"62820",66,"Female","White","No",NA,"Yes"
"62821",68,"Male","White","No","No","No"
"62822",53,"Female","White","Yes",NA,"No"
"62823",29,"Female","Other","No",NA,"Yes"
"62824",71,"Male","White","Yes",NA,NA
"62825",50,"Female","White","No","Yes","Yes"
"62826",26,"Male","Hispanic","Yes",NA,NA
"62827",53,"Male","White","No","Yes","Yes"
"62828",62,"Female","White","No",NA,"No"
"62829",24,"Female","Hispanic","Yes",NA,NA
"62830",52,"Female","White","No",NA,NA
"62831",NA,"Female","White","Yes",NA,NA
"62832",77,"Male","White","No",NA,NA
"62833",33,"Male","White","Yes","No","No"
"62834",18,"Male","White","No",NA,NA
"62835",NA,"Male",NA,"Yes",NA,"No"
"62836",34,"Female",NA,"No",NA,"No"
"62837",55,"Female","White","No",NA,"Yes"
"62838",70,"Male","White","No",NA,"Yes"
"62839",52,"Male","White","No",NA,NA
"62840",64,"Female","White","No",NA,NA
"62841",54,"Female","Black","Yes",NA,NA
"62842",81,"Female","White","Yes",NA,NA
"62843",33,"Female","White","No",NA,"No"
"62844",58,"Male","White","Yes",NA,NA
"62845",72,"Male","White","No",NA,NA
"62846",53,"Female","White","Yes",NA,"Yes"
"62847",45,"Female","White","No",NA,NA
"62848",35,"Male","White","No",NA,"No"
"62849",45,"Female","Black","Yes",NA,NA
"62850",38,"Female","Black","No",NA,NA
"62851",48,"Male","Black","No",NA,"No"
"62852",89,"Female","White","Yes",NA,"No"
"62853",51,"Male","Hispanic","No",NA,NA
"62854",44,"Male","White","No",NA,NA
"62855",32,"Male","White","No",NA,NA
"62856",18,"Female","White","Yes",NA,NA
"62857",21,"Male","White","Yes",NA,NA
"62858",34,"Male","White","No",NA,NA
"62859",22,"Female","Black","No",NA,NA
"62860",52,"Female","White","No",NA,NA
"62861",47,"Female","White","Yes",NA,NA
"62862",77,"Female","White","No",NA,NA
"62863",50,"Female","Black","Yes",NA,NA
"62864",47,"Female","White","No",NA,NA
"62865",43,"Female","White","Yes",NA,"Yes"
"62866",22,"Male","White","No",NA,NA
"62867",28,"Male","White","No",NA,NA
"62868",24,"Female","Hispanic","No",NA,NA
"62869",88,"Female","White","Yes",NA,"No"
"62870",24,"Female","White","No",NA,NA
"62871",33,"Male","White","Yes",NA,NA
"62872",66,"Female","White","Yes",NA,"No"
"62873",75,"Male","White","No",NA,NA
"62874",32,"Female","Hispanic","No",NA,"No"
"62875",36,"Male","White","No",NA,NA
"62876",19,"Female","Hispanic","No",NA,NA
"62877",52,"Male","White","Yes",NA,"No"
"62878",47,"Male","White","No",NA,"Yes"
"62879",58,"Male","Black","No",NA,NA
"62880",56,"Female","White","No",NA,NA
"62881",60,"Female","White","No",NA,NA
"62882",80,"Female","White","No",NA,"No"
"62883",55,"Male","White","No",NA,NA
"62884",26,"Male","Hispanic","Yes",NA,"Yes"
"62885",78,"Female","Other","No",NA,NA
"62886",45,"Female","White","No",NA,NA
"62887",53,"Male","Black","No",NA,NA
"62888",28,"Female","White","Yes",NA,"No"
"62889",48,"Female","White","No",NA,NA
"62890",46,"Male","White","No",NA,"No"
"62891",42,"Female","White","Yes",NA,NA
"62892",56,"Female","White","No",NA,NA
"62893",44,"Male","White","Yes",NA,"No"
"62894",50,"Female","White","No",NA,NA
"62895",47,"Female","White","Yes",NA,"No"
"62896",73,"Male","White","No","No","No"
"62897",62,"Male","White","No",NA,NA
"62898",71,"Female","White","No",NA,NA
"62899",59,"Male","White","Yes",NA,"No"
"62900",36,"Female","White","No",NA,"Yes"
"62901",26,"Female","White","No",NA,NA
"62902",50,"Female","Black","No",NA,"No"
"62903",32,"Male","White","No",NA,NA
"62904",77,"Male","White","No",NA,NA
"62905",59,"Male","White","No",NA,NA
"62906",48,"Female","Hispanic","Yes",NA,NA
"62907",49,"Male","White","Yes",NA,NA
"62908",38,"Female","White","Yes",NA,NA
"62909",31,"Male","White","No",NA,NA
"62910",53,"Male","White","Yes","No","No"
"62911",47,"Female","White","Yes",NA,NA
"62912",61,"Male","White","No",NA,"No"
"62913",61,"Female","White","Yes",NA,NA
"62914",61,"Female","White","No",NA,"Yes"
"62915",18,"Male","Other","Yes",NA,NA
"62916",24,"Male","White","No",NA,NA
"62917",37,"Female","White","Yes",NA,NA
"62918",18,"Female","White","Yes","No","No"
"62919",47,"Female","White","Yes",NA,NA
"62920",64,"Male","White","No",NA,NA
"62921",68,"Female","White","Yes",NA,"No"
"62922",45,"Male","White","Yes",NA,"No"
"62923",50,"Male","White","No",NA,NA
"62924",58,"Female","White","Yes",NA,NA
"62925",72,"Male","White","Yes",NA,NA
"62926",41,"Male","Other","No",NA,NA
"62927",77,"Female","White","No",NA,"No"
"62928",49,"Female","White","No",NA,NA
"62929",35,"Female","Black","Yes",NA,NA
"62930",21,"Male","White","Yes",NA,"No"
"62931",60,"Male","White","Yes",NA,NA
"62932",23,"Female","Black","No",NA,"No"
"62933",79,"Female","White","Yes",NA,NA
"62934",23,"Male","White","No",NA,NA
"62935",39,"Female","Black","No",NA,NA
"62936",48,"Female","White","No",NA,NA
"62937",55,"Female","White","No",NA,"No"
"62938",80,"Male","White","Yes","No","No"
"62939",30,"Male","Black","Yes",NA,NA
"62940",43,"Female","White","No",NA,NA
"62941",37,"Female","Hispanic","No",NA,"No"
"62942",86,"Female","White","No",NA,"Yes"
"62943",52,"Male","White","No",NA,NA
"62944",76,"Female","White","No",NA,NA
"62945",82,"Female","White","No",NA,NA
"62946",39,"Male","White","No",NA,NA
"62947",50,"Female","White","No",NA,"No"
"62948",45,"Female","Black","No",NA,"Yes"
"62949",62,"Male","White","No",NA,"Yes"
"62950",32,"Female","Black","No",NA,"No"
"62951",45,"Female","White","Yes",NA,NA
"62952",60,"Female","White","No",NA,NA
"62953",35,"Female","White","No",NA,NA
"62954",36,"Female","White","No","No","No"
"62955",77,"Female","White","No",NA,NA
"62956",64,"Female","White","No","No","No"
"62957",50,"Male","Black","No",NA,NA
"62958",69,"Female","White","No",NA,NA
"62959",25,"Female","White","No",NA,NA
"62960",24,"Male","White","No",NA,NA
"62961",43,"Male","Other","No",NA,NA
"62962",54,"Female","White","Yes",NA,NA
"62963",46,"Female","White","Yes",NA,NA
"62964",30,"Male","White","No",NA,"No"
"62965",NA,"Female","White","No",NA,NA
"62966",62,"Male","White","Yes",NA,NA
"62967",29,"Male","White","Yes",NA,NA
"62968",52,"Female",NA,"Yes",NA,NA
"62969",45,"Female","White","Yes",NA,NA
"62970",82,"Female","White","No",NA,"No"
"62971",56,"Male","White","No",NA,NA
"62972",54,"Female","White","No",NA,NA
"62973",71,"Female","White","No",NA,"Yes"
"62974",51,"Female","White","No",NA,NA
"62975",65,"Male","Hispanic","Yes",NA,NA
"62976",35,"Female","White","No",NA,NA
"62977",67,"Female","White","Yes",NA,NA
"62978",49,"Female",NA,"Yes",NA,NA
"62979",44,"Female","White","No",NA,"No"
"62980",32,"Female","Hispanic","Yes",NA,NA
"62981",NA,"Female",NA,"No","No","No"
"62982",62,"Male","White","No",NA,NA
"62983",81,"Female","White","No",NA,NA
"62984",32,"Male","White","No",NA,NA
"62985",50,"Female","White","Yes",NA,NA
"62986",62,"Male","White","No",NA,NA
"62987",30,"Male","White","Yes",NA,NA
"62988",55,"Male","White","No",NA,"No"
"62989",27,"Male","White","No",NA,NA
"62990",47,"Female","White","Yes",NA,NA
"62991",52,"Female","White","Yes",NA,"No"
"62992",50,"Female","White","Yes",NA,NA
"62993",63,"Male","Other","No",NA,NA
"62994",58,"Male","White","Yes",NA,NA
"62995",60,"Female","White","No",NA,NA
"62996",54,"Female","White","Yes",NA,NA
"62997",39,"Male","White","Yes",NA,NA
"62998",19,"Female","White","No",NA,"No"
"62999",56,"Male","Other","No",NA,NA
"63000",54,"Male","White","No","Yes","No"
"63001",66,"Female","White","No",NA,"Yes"
"63002",34,"Female","White","No",NA,NA
"63003",64,"Male","White","No",NA,NA
"63004",28,"Female","White","No",NA,NA
"63005",26,"Female","Hispanic","No",NA,"No"
"63006",41,"Male","White","No",NA,NA
"63007",47,"Female","White","No",NA,NA
"63008",23,"Female","White","No",NA,NA
"63009",42,"Female","White","Yes",NA,NA
"63010",56,"Female","White","No",NA,NA
"63011",68,"Female","White","No",NA,"No"
"63012",29,"Female","White","Yes",NA,"No"
"63013",33,"Male","White","No",NA,NA
"63014",71,"Female","White","Yes",NA,"No"
"63015",32,"Male","Hispanic","No",NA,NA
"63016",50,"Female","White","No","Yes","Yes"
"63017",68,"Female","White","Yes",NA,"No"
"63018",57,"Male","White","No",NA,"Yes"
"63019",31,"Female","Black","No",NA,"No"
"63020",49,"Male","White","Yes",NA,"Yes"
"63021",43,"Male","White","Yes",NA,"Yes"
"63022",69,"Male","White","Yes",NA,"No"
"63023",32,"Male","Hispanic","No",NA,NA
"63024",72,"Female","Other","No",NA,NA
"63025",30,"Female","Hispanic","Yes",NA,NA
"63026",48,"Male","White","No",NA,NA
"63027",56,"Female","Black","No",NA,NA
"63028",48,"Female","White","Yes",NA,NA
"63029",50,"Male","White","No",NA,NA
"63030",60,"Female","White","No",NA,"Yes"
"63031",41,"Female","Black","Yes","No","Yes"
"63032",46,"Female","White","No",NA,NA
"63033",50,"Female","White","No",NA,NA
"63034",55,"Female","White","Yes",NA,NA
"63035",40,"Male",NA,"Yes",NA,"No"
"63036",44,"Male","White","No",NA,NA
"63037",65,"Female","White","No",NA,NA
"63038",50,"Female","White","No",NA,NA
"63039",77,"Male",NA,"Yes",NA,"No"
"63040",65,"Male","White","No",NA,"No"
"63041",36,"Female","White","Yes",NA,"Yes"
"63042",49,"Female","White","Yes",NA,NA
"63043",20,"Female","Other","Yes",NA,NA
"63044",NA,"Female",NA,"Yes",NA,NA
"63045",38,"Male","Hispanic","No",NA,NA
"63046",39,"Male","White","No",NA,NA
"63047",41,"Female","White","Yes",NA,NA
"63048",50,"Female","White","No",NA,NA
"63049",30,"Male","White","Yes",NA,"No"
"63050",55,"Female","White","Yes",NA,NA
"63051",65,"Female","White","No",NA,NA
"63052",70,"Female","White","No",NA,NA
"63053",25,"Male","White","No",NA,NA
"63054",29,"Male","White","No",NA,NA
"63055",47,"Male","White","No",NA,"Yes"
"63056",27,"Female","Black","Yes",NA,NA
"63057",56,"Female","Other","No",NA,"Yes"
"63058",78,"Male","White","Yes",NA,NA
"63059",43,"Female","White","No",NA,"Yes"
"63060",53,"Female","White","Yes",NA,NA
"63061",79,"Male","White","No",NA,NA
"63062",20,"Male","White","No",NA,NA
"63063",65,"Female","White","Yes",NA,NA
"63064",60,"Female","White","No",NA,NA
"63065",37,"Female","Other","No",NA,NA
"63066",43,"Female","White","Yes",NA,NA
"63067",33,"Female","Hispanic","No",NA,NA
"63068",NA,"Male",NA,"No",NA,NA
"63069",36,"Female","White","No",NA,NA
"63070",47,"Female","White","Yes",NA,NA
"63071",53,"Male","White","No",NA,NA
"63072",38,"Male","White","Yes",NA,"No"
"63073",42,"Female","White","Yes",NA,NA
"63074",45,"Male","White","Yes",NA,"Yes"
"63075",34,"Male","Black","No",NA,NA
"63076",26,"Female","White","Yes",NA,NA
"63077",60,"Male","White","No",NA,NA
"63078",49,"Male","Black","No",NA,NA
"63079",50,"Female","White","No",NA,NA
"63080",29,"Male","Other","No",NA,NA
"63081",19,"Female","White","Yes",NA,"No"
"63082",30,"Female","Black","Yes",NA,"No"
"63083",34,"Female","White","No",NA,NA
"63084",64,"Female","White","No",NA,NA
"63085",34,"Female","Other","No",NA,"No"
"63086",37,"Male","White","Yes",NA,NA
"63087",37,"Male","White","Yes",NA,NA
"63088",35,"Female","White","Yes",NA,NA
"63089",35,"Female","White","Yes",NA,NA
"63090",77,"Male","White","No",NA,NA
"63091",56,"Female","White","Yes",NA,"Yes"
"63092",49,"Female","White","Yes",NA,NA
"63093",47,"Female","White","Yes",NA,"Yes"
"63094",66,"Male","White","No","No","No"
"63095",NA,"Female",NA,"Yes",NA,NA
"63096",42,"Female","White","No",NA,NA
"63097",19,"Male",NA,"No",NA,NA
"63098",39,"Female","White","No",NA,NA
"63099",23,"Male","White","No",NA,"Yes"
"63100",45,"Female","Hispanic","Yes",NA,NA
"63101",40,"Female","White","No",NA,NA
"63102",25,"Female","Hispanic","Yes",NA,"No"
"63103",53,"Female","White","No",NA,"No"
"63104",36,"Male","White","Yes",NA,NA
"63105",32,"Female","White","No",NA,NA
"63106",47,"Male","White","Yes",NA,"No"
"63107",40,"Male","White","No",NA,"No"
"63108",55,"Female","White","No","No","Yes"
"63109",65,"Female","White","No",NA,NA
"63110",65,"Female","White","Yes",NA,NA
"63111",66,"Female","White","Yes",NA,NA
"63112",33,"Female","White","No",NA,NA
"63113",58,"Female","Other","No",NA,NA
"63114",35,"Male","White","Yes",NA,NA
"63115",27,"Male","Other","No",NA,NA
"63116",32,"Female","White","Yes",NA,"No"
"63117",22,"Male","Black","Yes",NA,"Yes"
"63118",36,"Female","Black","Yes",NA,NA
"63119",48,"Female","White","No",NA,"Yes"
"63120",47,"Male","White","Yes",NA,NA
"63121",60,"Male","White","No",NA,"Yes"
"63122",46,"Male","White","Yes",NA,NA
"63123",72,"Female","White","No",NA,NA
"63124",30,"Female","White","No",NA,NA
"63125",26,"Male","White","No",NA,"No"
"63126",65,"Female","White","No",NA,NA
"63127",55,"Male","White","No",NA,NA
"63128",45,"Male","White","No",NA,NA
"63129",48,"Female","White","No",NA,NA
"63130",50,"Male","White","No",NA,NA
"63131",70,"Male","White","Yes",NA,NA
"63132",48,"Male","White","Yes","No","No"
"63133",48,"Male","Hispanic","Yes",NA,"No"
"63134",40,"Female","Black","No",NA,NA
"63135",48,"Female","White","No",NA,NA
"63136",NA,"Female","White","Yes",NA,NA
"63137",59,"Female","White","No",NA,"No"
"63138",45,"Female","White","No",NA,NA
"63139",53,"Male","White","Yes",NA,NA
"63140",46,"Male","Other","No",NA,NA
"63141",55,"Female","White","No",NA,NA
"63142",40,"Female","Black","No",NA,"No"
"63143",47,"Male","White","Yes",NA,"Yes"
"63144",73,"Male","White","No",NA,NA
"63145",90,"Male","White","Yes",NA,"No"
"63146",24,"Male","White","Yes",NA,"No"
"63147",54,"Female","White","No",NA,NA
"63148",52,"Female","White","No",NA,NA
"63149",66,"Male","White","Yes",NA,NA
"63150",44,"Female","White","No",NA,NA
"63151",87,"Male","White","No",NA,NA
"63152",44,"Female","White","No",NA,NA
"63153",73,"Female","Black","Yes",NA,NA
"63154",62,"Male","White","Yes",NA,NA
"63155",44,"Female","White","No",NA,NA
"63156",29,"Female","White","No",NA,NA
"63157",41,"Male","White","No",NA,NA
"63158",42,"Female","White","No",NA,NA
"63159",78,"Male","White","Yes","No","No"
"63160",50,"Female","Hispanic","Yes",NA,NA
"63161",43,"Male","Hispanic","Yes",NA,NA
"63162",22,"Female","White","No",NA,"Yes"
"63163",69,"Male","White","No",NA,NA
"63164",93,"Female","White","Yes",NA,"No"
"63165",48,"Female","White","No",NA,"Yes"
"63166",69,"Female","White","No",NA,NA
"63167",89,"Female","White","Yes",NA,NA
"63168",69,"Female","Black","Yes",NA,NA
"63169",43,"Female","White","No",NA,NA
"63170",55,"Female","White","No",NA,NA
"63171",46,"Female","White","No",NA,NA
"63172",56,"Male","White","Yes",NA,"No"
"63173",52,"Female","Hispanic","No",NA,NA
"63174",70,"Male","White","No",NA,NA
"63175",40,"Male","White","Yes",NA,NA
"63176",25,"Male","White","No",NA,"No"
"63177",48,"Female","White","Yes",NA,NA
"63178",73,"Female","White","Yes",NA,NA
"63179",48,"Female","White","No",NA,NA
"63180",36,"Female","White","Yes",NA,NA
"63181",47,"Female","White","Yes",NA,NA
"63182",59,"Female","White","No",NA,NA
"63183",38,"Male","White","Yes","No","No"
"63184",19,"Female","White","No",NA,NA
"63185",39,"Female","Hispanic","No",NA,NA
"63186",60,"Female","White","No",NA,NA
"63187",34,"Female","Hispanic","No",NA,NA
"63188",53,"Male","White","Yes",NA,NA
"63189",42,"Male","White","Yes",NA,"Yes"
"63190",40,"Female","Hispanic","No",NA,"Yes"
"63191",60,"Female","Hispanic","No",NA,"No"
"63192",43,"Female","White","No",NA,NA
"63193",43,"Female","White","Yes",NA,NA
"63194",28,"Female","White","No",NA,NA
"63195",29,"Male","White","No",NA,"Yes"
"63196",52,"Male","White","No",NA,NA
"63197",55,"Male","Other","No",NA,NA
"63198",49,"Male","White","No",NA,NA
"63199",55,"Female","Other","Yes",NA,NA
"63200",50,"Female","White","Yes",NA,NA
"63201",45,"Female","White","No",NA,NA
"63202",34,"Male","White","No",NA,"Yes"
"63203",20,"Male","White","No",NA,NA
"63204",65,"Female","Black","No",NA,NA
"63205",70,"Female","White","No",NA,"No"
"63206",30,"Female","White","No",NA,NA
"63207",53,"Female","White","No",NA,NA
"63208",69,"Male","White","Yes",NA,NA
"63209",38,"Female","Black","No","No","Yes"
"63210",40,"Female","White","Yes",NA,NA
"63211",50,"Male","White","Yes",NA,NA
"63212",79,"Female","White","Yes",NA,"No"
"63213",44,"Female","White","No",NA,NA
"63214",80,"Male","White","Yes",NA,NA
"63215",53,"Female","White","No",NA,"Yes"
"63216",54,"Female","White","Yes",NA,NA
"63217",32,"Male","Black","Yes",NA,NA
"63218",49,"Male","White","No",NA,NA
"63219",43,"Female","White","No",NA,NA
"63220",35,"Female","White","No",NA,NA
"63221",38,"Male","White","No",NA,NA
"63222",61,"Male","White","Yes",NA,NA
"63223",34,"Male","White","No",NA,NA
"63224",18,"Female","Hispanic","No",NA,"Yes"
"63225",25,"Female","White","No",NA,NA
"63226",54,"Male","White","Yes",NA,"No"
"63227",66,"Male","White","No",NA,NA
"63228",76,"Female","White","No",NA,NA
"63229",58,"Male","White","No",NA,NA
"63230",54,"Female","White","No",NA,NA
"63231",77,"Male","Other","Yes",NA,"Yes"
"63232",19,"Male","White","Yes",NA,NA
"63233",80,"Female","White","Yes",NA,NA
"63234",76,"Female","White","Yes",NA,"Yes"
"63235",36,"Male","White","Yes",NA,NA
"63236",50,"Male","White","No",NA,NA
"63237",20,"Male","Other","Yes",NA,NA
"63238",24,"Female","Black","No",NA,NA
"63239",34,"Female","Black","No",NA,NA
"63240",44,"Male","White","Yes",NA,"No"
"63241",41,"Female","White","No",NA,NA
"63242",48,"Female","White","No",NA,"No"
"63243",28,"Female","Hispanic","No",NA,NA
"63244",29,"Female","White","No",NA,"Yes"
"63245",44,"Male","Black","No",NA,NA
"63246",84,"Female","White","Yes",NA,NA
"63247",57,"Female","White","No",NA,NA
"63248",45,"Male","Black","Yes",NA,NA
"63249",66,"Male","White","Yes",NA,"Yes"
"63250",51,"Male","White","Yes",NA,NA
"63251",58,"Female","White","Yes",NA,NA
"63252",68,"Female","Other","No",NA,"No"
"63253",88,"Male","White","No",NA,"No"
"63254",39,"Female","White","No",NA,NA
"63255",64,"Male","White","Yes",NA,"No"
"63256",36,"Female","Hispanic","Yes",NA,NA
"63257",44,"Male","White","Yes",NA,NA
"63258",40,"Male","White","Yes",NA,NA
"63259",21,"Male","White","No",NA,"Yes"
"63260",19,"Male","Hispanic","No",NA,"No"
"63261",47,"Female","White","No",NA,NA
"63262",57,"Female","White","No",NA,"Yes"
"63263",28,"Male","White","No",NA,"Yes"
"63264",25,"Male","Hispanic","No",NA,NA
"63265",60,"Male","White","Yes",NA,NA
"63266",47,"Male","White","Yes",NA,"Yes"
"63267",46,"Male","White","Yes",NA,NA
"63268",51,"Female","White","Yes",NA,NA
"63269",31,"Male","Hispanic","Yes",NA,NA
"63270",29,"Male",NA,"Yes",NA,NA
"63271",61,"Female","Hispanic","Yes",NA,NA
"63272",80,"Female","White","Yes",NA,"Yes"
"63273",62,"Female","White","Yes",NA,NA
"63274",50,"Female","White","No",NA,"No"
"63275",48,"Female","White","No",NA,NA
"63276",35,"Female","Hispanic","Yes",NA,NA
"63277",84,"Female","White","Yes",NA,"No"
"63278",20,"Female","White","No",NA,"Yes"
"63279",73,"Female","White","Yes",NA,NA
"63280",57,"Female","White","No",NA,"Yes"
"63281",42,"Male","Hispanic","No",NA,NA
"63282",23,"Female","Black","Yes",NA,"No"
"63283",39,"Female","White","Yes",NA,NA
"63284",42,"Female","White","Yes",NA,NA
"63285",38,"Male","White","Yes","No","No"
"63286",51,"Male","Black","No",NA,NA
"63287",68,"Male","White","Yes",NA,NA
"63288",63,"Female","White","No",NA,NA
"63289",52,"Female","White","No","No","Yes"
"63290",78,"Female","White","No",NA,NA
"63291",37,"Male","White","Yes",NA,NA
"63292",44,"Male","White","No",NA,NA
"63293",80,"Female","White","No",NA,NA
"63294",56,"Female","White","No",NA,NA
"63295",56,"Male","Hispanic","No",NA,NA
"63296",50,"Female","White","Yes",NA,NA
"63297",75,"Male","White","No",NA,NA
"63298",73,"Female","White","Yes",NA,NA
"63299",60,"Male","White","Yes",NA,NA
"63300",80,"Male","White","No",NA,NA
"63301",68,"Female","White","No",NA,NA
"63302",70,"Female","White","No",NA,NA
"63303",61,"Male","White","No","No","Yes"
"63304",70,"Female","White","No",NA,"Yes"
"63305",71,"Female","White","No",NA,NA
"63306",38,"Female","Other","Yes",NA,NA
"63307",62,"Female","White","Yes",NA,"No"
"63308",35,"Male","White","Yes",NA,NA
"63309",59,"Female","White","No",NA,"No"
"63310",62,"Female","White","No",NA,"Yes"
"63311",63,"Female","White","No",NA,NA
"63312",36,"Female","Hispanic","Yes",NA,NA
"63313",37,"Female","Black","Yes",NA,NA
"63314",73,"Female","White","No",NA,NA
"63315",65,"Female","White","No",NA,NA
"63316",77,"Female","White","Yes",NA,NA
"63317",63,"Male","White","No",NA,NA
"63318",37,"Male","White","No",NA,"Yes"
"63319",44,"Female","White","Yes",NA,"Yes"
"63320",23,"Male","White","No",NA,"No"
"63321",34,"Female","Black","Yes",NA,NA
"63322",28,"Male","Black","Yes",NA,"No"
"63323",60,"Female","White","No",NA,NA
"63324",18,"Female","White","Yes",NA,NA
"63325",42,"Male","Black","Yes",NA,NA
"63326",44,"Female","White","No",NA,"No"
"63327",77,"Male","Other","Yes",NA,NA
"63328",56,"Male","White","No",NA,NA
"63329",73,"Female","White","No",NA,NA
"63330",24,"Male","White","No",NA,NA
"63331",54,"Male","White","Yes",NA,NA
"63332",44,"Female","Other","No",NA,NA
"63333",26,"Female","White","Yes",NA,NA
"63334",18,"Male","Hispanic","No",NA,NA
"63335",57,"Female","White","No",NA,NA
"63336",26,"Female","White","No",NA,"Yes"
"63337",42,"Female","White","Yes",NA,"Yes"
"63338",28,"Male","White","No",NA,NA
"63339",58,"Male","White","No",NA,"Yes"
