"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg"
"11992" 4 3 1 1 0.2 215.27827 468785 1 42 3 0 10200 0 4 0 1 0 0 0 0 0 1 6 0 1 1 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6754
"11993" 4 3 1 1 0.25 146.97393 668422 1 42 2 1 12000 NA 3 0 1 0 0 0 0 0 0 53 0 1 1 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6754
"12000" 4 12 6 1 0.33 133.8328 739224 1 42 8 1 60000 NA 3 0 0 0 0 0 0 0 0 27 0 1 1 1 1 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6757
"12001" 4 12 6 1 0.4 133.8328 782109 1 42 8 0 481874 NA 3 0 0 0 0 0 0 0 0 28 0 0 1 1 1 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6757
"12002" 4 12 6 1 1.4 209.07684 863304 1 42 8 1 58500 0 2 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6758
"12031" 4 3 2 1 0.22 215.27827 981638 1 42 3 NA 38189 NA 3 0 0 0 0 NA NA NA NA 30 0 NA 1 NA NA NA 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6779
"12035" 4 3 1 5 0.33 135.76445 153247 1 42 2 0 20000 0 4 0 0 0 0 0 0 0 0 10 0 1 1 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6783
"12051" 4 11 5 4 0.17 215.27827 313225 1 42 6 1 36500 0 4 0 0 0 0 0 0 0 0 36 0 1 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6796
"12052" 4 11 5 5 0.4 172.16946 850423 1 42 6 0 9900 NA 3 1 1 0 0 0 0 0 0 21 0 1 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6796
"12053" 4 11 5 3 0.5 133.8328 157387 1 42 6 1 52000 NA 3 0 0 0 0 1 0 2 0 26 0 1 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6796
"12054" 4 11 5 4 1.5 172.16946 475885 1 42 6 1 58500 NA 3 0 0 0 0 0 0 0 0 24 0 1 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6796
"12060" 4 6 2 5 1 203.86688 334259 1 42 3 1 113000 0 4 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6801
"12066" 4 3 1 1 0.75 146.97393 391022 1 42 2 0 51500 NA 3 0 0 0 0 0 0 0 0 60 1 1 1 1 1 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6804
"12067" 4 3 1 1 0.2 133.8328 468408 1 42 3 0 39557 NA 3 0 0 0 0 0 0 0 0 70 0 1 1 1 1 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6804
"12078" 4 3 1 4 0.6 135.76445 322723 1 42 2 0 36000 0 4 0 0 0 NA 0 0 0 0 20 0 1 1 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6813
"12099" 4 11 5 4 0.33 165.2652 444050 1 42 3 1 16853 1 2 0 1 0 0 0 0 2 0 27 0 1 1 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6824
"12100" 4 11 5 1 0.33 179.764 777263 1 42 3 1 15000 0 2 0 1 0 0 0 0 0 0 30 0 NA 1 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6824
"12101" 4 11 5 3 0.5 239.48013 5089 1 42 3 1 14172 0 2 0 1 0 0 1 0 2 0 27 0 0 1 0 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6824
"12115" 4 11 5 2 0.6 279.69978 910640 1 42 3 1 103000 0 2 0 0 0 0 0 0 0 0 18 0 0 0 1 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6834
"12116" 4 11 5 3 1 194.64442 541760 1 42 3 1 60000 0 2 0 0 0 0 0 0 0 0 24 0 1 0 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6834
"12117" 4 11 5 3 0.75 203.86688 38404 1 42 3 1 14500 1 2 1 1 0 0 0 0 0 0 20 1 1 0 1 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6834
"12148" 4 5 2 5 0.5 227.16823 625667 1 42 2 NA 0 NA 4 1 1 0 NA NA NA NA NA 12 0 NA 0 NA NA NA 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6848
"12153" 4 9 4 4 0.75 194.64442 870903 1 42 5 0 60700 0 2 0 0 0 0 0 0 0 0 27 0 1 1 NA 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6853
"12154" 4 9 4 4 2 194.64442 764839 1 42 5 NA 44000 0 2 0 0 0 0 0 0 1 1 5 0 0 1 1 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6853
"12159" 4 12 5 4 0.2 239.48013 420455 1 42 7 NA 9000 NA 2 1 1 0 0 NA NA NA NA 28 0 NA 0 NA NA NA 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6857
"12162" 4 12 5 5 0.25 215.27827 864696 1 42 7 NA 78000 NA 2 0 0 0 0 NA NA NA NA 24 0 NA 0 NA NA NA 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6859
"12163" 4 12 5 5 0.75 203.86688 775446 1 42 7 1 39600 0 4 0 0 0 0 1 0 0 0 6 0 0 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6859
"12164" 4 12 5 4 2.5 194.64442 96767 3 42 7 0 49606 0 4 0 0 0 0 1 1 2 1 4 0 0 0 1 1 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6859
"12170" 4 12 6 2 0.5 165.2652 958851 1 42 7 0 60600 0 2 0 0 0 0 0 0 1 0 20 0 0 0 1 1 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6864
"12171" 4 12 6 2 1 191.80608 495105 1 42 7 NA 207000 0 2 0 0 0 0 0 0 1 0 28 0 1 0 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6864
"12172" 4 12 6 2 0.33 191.80608 585722 1 42 7 1 14500 0 2 0 1 0 0 0 0 0 0 25 0 1 0 1 0 0 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6864
"12173" 4 12 6 2 0.33 165.2652 203834 1 42 7 0 85000 0 2 0 0 0 0 0 0 0 0 3 0 1 0 1 0 1 0 0.11 0.08 0.77 0.72 0.43 0.42 0.15 0.35 0 0.39 0.68 0.05 0.3 12.3 0.03 0.03 0.1 0.05 0.14 0.05 6864
"12219" 4 1 1 1 0.57 212.0648 39674 1 43 2 0 58000 0 4 0 0 0 0 0 0 0 0 5 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6884
"12221" 4 1 1 1 0.17 219.90473 331906 1 43 2 0 180000 NA 3 0 0 0 0 0 0 0 0 25 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6886
"12222" 4 1 1 1 0.33 210.13994 400744 1 43 2 0 130000 NA 3 0 0 0 0 0 0 0 0 12 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6886
"12231" 4 1 1 1 0.22 172.90997 29037 1 43 2 1 141900 NA 3 0 0 0 0 0 0 0 0 30 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6892
"12252" 4 3 1 4 0.67 212.0648 896593 1 43 2 1 71800 NA 3 0 0 0 0 0 0 0 0 3 0 1 1 1 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6906
"12253" 4 6 1 4 0.67 200.75332 156764 1 43 3 NA 72000 NA 4 0 0 0 0 NA NA NA NA 3 0 NA 1 NA NA NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6907
"12258" 4 6 2 1 0.33 219.90473 612010 1 43 2 0 0 NA 3 1 1 0 NA 0 0 0 0 41 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6909
"12260" 4 12 6 1 0.17 172.90997 729385 1 43 7 1 33192 NA 3 0 0 0 0 0 0 0 0 37 0 1 0 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6911
"12261" 4 12 6 4 0.5 177.03785 663628 1 43 7 1 45000 NA 3 0 0 0 0 0 0 0 0 26 0 1 0 0 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6911
"12262" 4 12 6 1 0.33 172.90997 769786 1 43 7 1 55000 NA 3 0 0 0 0 0 0 0 0 12 0 1 0 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6911
"12280" 4 3 1 1 0.5 228.32459 170428 1 43 3 0 55413 NA 4 0 0 0 0 0 0 0 0 25 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6923
"12281" 4 3 1 1 1 212.0648 1635 1 43 3 0 146000 NA 3 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6923
"12282" 4 3 1 1 0.67 219.90473 59395 1 43 2 0 108000 0 4 0 0 0 0 0 0 0 0 3 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6923
"12290" 4 11 5 1 0.4 212.0648 727229 1 43 6 1 79000 NA 3 0 0 0 0 0 0 0 0 3 0 1 0 1 0 NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6928
"12291" 4 11 5 1 0.4 200.75332 540073 1 43 6 1 12300 NA 3 1 1 0 0 0 0 0 0 3 0 1 0 1 0 NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6928
"12292" 4 11 5 1 0.25 219.90473 851042 1 43 6 1 0 NA 3 1 1 0 0 0 0 0 0 4 0 1 0 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6928
"12320" 4 1 1 1 0.33 210.13994 703598 1 43 2 0 31350 NA 3 0 0 0 NA 0 0 0 0 5 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6944
"12329" 4 3 1 1 0.2 219.90473 93480 1 43 2 0 13800 NA 3 0 1 0 0 0 0 0 0 40 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6947
"12330" 4 3 1 1 0.25 200.75332 576991 1 43 2 0 12000 NA 3 0 1 0 0 0 0 0 0 42 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6947
"12356" 4 3 1 4 0.4 172.90997 414386 2 43 3 0 17000 0 4 0 1 0 0 0 0 0 0 5 0 1 1 1 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6960
"12357" 4 3 1 1 0.2 230.69194 254103 1 43 2 0 22248 NA 3 0 0 0 0 0 0 0 0 44 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6960
"12358" 4 3 1 1 0.8 230.69194 210829 1 43 3 0 76000 0 4 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6960
"12360" 4 5 2 1 0.33 190.12024 161599 1 43 1 NA 6000 NA 4 1 1 0 NA 0 0 0 0 1 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6962
"12368" 4 3 1 1 1 177.03785 743245 3 43 3 0 78000 NA 3 0 0 0 0 0 0 0 0 5 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6967
"12369" 4 5 2 1 1.17 190.12024 167900 2 43 3 0 30000 0 4 0 1 0 0 0 0 0 0 5 0 1 0 NA 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6968
"12370" 4 5 2 1 0.5 225.86541 202802 1 43 2 0 49906 0 4 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6968
"12387" 4 4 2 1 0.83 177.03785 181469 1 43 4 0 128000 0 4 0 0 0 0 0 0 1 1 14 0 0 1 0 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6978
"12392" 4 6 3 1 0.5 172.90997 211455 1 43 5 0 22500 0 4 0 1 0 0 0 0 0 0 6 0 1 1 NA 0 NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6982
"12403" 4 6 1 1 0.25 201.06813 554357 1 43 3 NA 45000 NA 4 0 0 0 0 NA NA NA NA 0 1 NA 1 NA NA NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6990
"12404" 4 6 1 3 1 165.19196 234895 3 43 2 NA 22000 NA 4 1 1 0 0 NA NA NA NA 0 1 NA 1 NA NA NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6990
"12417" 4 3 1 1 0.67 212.0648 842150 1 43 2 NA 416973 NA 3 0 0 0 NA 0 0 0 0 5 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 6996
"12422" 4 6 1 1 0.8 190.12024 205240 1 43 2 0 131000 NA 3 0 0 0 NA 0 0 0 0 14 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7000
"12442" 4 3 1 1 0.2 212.0648 788748 1 43 2 0 7000 NA 3 1 1 0 0 0 0 0 0 9 0 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7013
"12443" 4 3 1 1 0.5 201.06813 563972 1 43 3 0 98500 NA 3 0 0 0 0 0 0 0 0 9 1 1 1 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7013
"12444" 4 3 1 1 1 190.12024 817158 2 43 2 1 93000 NA 4 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7013
"12455" 4 7 3 4 1 193.46252 895767 2 43 4 1 48000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7022
"12456" 4 7 3 4 1.2 177.03785 872145 4 43 5 0 16607 1 2 1 1 0 0 0 0 0 0 7 0 1 1 0 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7022
"12469" 4 7 2 3 1 246.08953 890622 3 43 3 0 13850 0 2 1 1 0 NA 0 0 0 0 4 1 1 1 NA 0 NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7029
"12472" 4 3 1 1 0.8 212.0648 58344 1 43 2 0 46000 0 4 0 0 0 0 0 0 0 0 3 0 0 1 0 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7031
"12475" 4 7 2 1 0.2 172.90997 922807 1 43 3 0 19200 0 2 0 0 0 0 0 0 2 1 21 0 1 1 1 1 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7033
"12476" 4 7 2 1 0.2 201.06813 166202 1 43 4 NA 10000 0 2 0 1 0 0 0 0 0 0 21 0 1 1 0 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7033
"12477" 4 7 2 4 1.2 193.46252 131731 2 43 4 0 42000 0 2 0 1 0 0 1 0 2 0 7 0 1 1 1 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7033
"12484" 4 7 4 1 0.5 200.75332 689057 1 43 3 NA 190000 NA 2 0 0 0 0 NA NA NA NA 4 0 NA 1 NA NA NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7038
"12487" 4 7 4 2 0.5 172.90997 215524 1 43 4 NA 17700 NA 2 0 1 0 0 NA NA NA NA 5 0 NA 1 NA NA NA 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7040
"12493" 4 1 1 1 0.2 219.90473 288553 1 43 2 NA 20300 NA 3 0 0 0 0 0 0 0 0 79 0 1 1 1 0 0 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7043
"12494" 4 3 1 4 1.17 212.0648 308169 3 43 3 0 27400 1 4 1 1 0 NA 0 0 0 0 0 1 0 1 0 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7044
"12503" 4 8 2 3 0.5 172.90997 930000 1 43 2 0 7200 0 2 1 1 0 0 1 0 1 1 5 0 1 1 0 1 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7049
"12515" 4 8 1 1 1 172.90997 402730 1 43 2 0 111000 0 2 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 0.02 0.07 0.49 0.84 0.22 0.81 0.15 0.35 0 0.25 0.87 0.03 0.42 13.35 0.01 0.02 0.07 0.03 0.06 0.05 7055
"12526" 4 1 1 1 0.5 197.31184 484699 1 44 2 0 0 NA 3 1 1 0 NA 0 0 0 0 59 0 1 1 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7062
"12540" 4 1 1 1 0.29 242.12161 934058 1 44 2 NA 100500 NA 3 0 0 0 0 NA NA NA NA 10 0 NA 1 NA NA 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7073
"12556" 4 1 2 1 0.5 160.52849 543161 1 44 2 0 15000 NA 3 1 1 0 1 0 0 0 0 28 1 1 1 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7084
"12560" 4 1 1 1 0.22 227.03054 171760 1 44 2 NA 167350 NA 3 0 0 0 0 NA NA NA NA 6 0 NA 1 NA NA NA 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7087
"12583" 4 3 1 1 0.29 197.31184 449397 1 44 2 0 94000 NA 3 0 0 0 0 0 0 0 0 33 0 1 1 1 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7099
"12596" 4 11 5 1 0.5 242.12161 956065 1 44 6 1 99070 NA 3 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7107
"12613" 4 12 6 1 0.4 242.12161 297193 1 44 7 0 47644 NA 3 0 0 0 NA 0 0 0 0 7 0 1 0 1 0 1 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7115
"12614" 4 12 6 1 0.25 227.03054 448286 1 44 7 1 416973 NA 3 0 0 0 NA 0 0 0 0 4 0 0 0 0 0 0 0 0.01 0.03 0.58 0.83 0.11 0.44 0.12 0.29 0 0.58 0.92 0 0.4 13.13 0 0.03 0.05 0.03 0.18 0.04 7115
