"y" "defects" "poor" "race" "floor" "dist" "bldg"
"12273" 0 0 1.10958904109589 1 3 43 6918
"12274" 0 0.0224719101123595 2.10958904109589 1 2 43 6919
"12275" 0 0.0224719101123595 1.10958904109589 1 2 43 6919
"12276" 0 0.0224719101123595 1.10958904109589 5 2 43 6919
"12277" 0 0 1.10958904109589 1 2 43 6920
"12278" 0 1 3.10958904109589 1 2 43 6921
"12279" 0 0 4 1 3 43 6922
"12280" 0 0 2 1 3 43 6923
"12281" 0 0 1 1 3 43 6923
"12282" 0 0 2 1 2 43 6923
"12283" 0 0 2 1 2 43 6924
"12284" NA 0 1 1 2 43 6924
"12285" 0 0 2 1 1 43 6925
"12286" 0 0 2 1 2 43 6925
"12287" 0 0 2 1 4 43 6925
"12288" 0 0 2.10958904109589 1 2 43 6926
"12289" 0 0 3 1 6 43 6927
"12290" 0 0 1.10958904109589 1 6 43 6928
"12291" 0 0 3.10958904109589 1 6 43 6928
"12292" 0 0 3.10958904109589 1 6 43 6928
"12293" NA 0.0224719101123595 2.10958904109589 1 3 43 6929
"12294" 0 0.0224719101123595 2.10958904109589 1 2 43 6929
"12295" 0 0 3.10958904109589 5 2 43 6930
"12296" 0 0 1.10958904109589 4 3 43 6930
"12297" 0 1 3.10958904109589 1 4 43 6931
"12298" 0 0 2 1 2 43 6932
"12299" NA 0 3 1 3 43 6932
"12300" 0 0 1 1 2 43 6932
"12301" 0 0 1.10958904109589 1 2 43 6933
"12302" NA 0 1.10958904109589 1 2 43 6933
"12303" 0 0 1.10958904109589 1 2 43 6933
"12304" 0 0 1.10958904109589 1 2 43 6933
"12305" 1 0 1.10958904109589 1 2 43 6934
"12306" 0 1 2.10958904109589 1 2 43 6934
"12307" 0 0 1.10958904109589 1 2 43 6934
"12308" 0 1 1.10958904109589 1 2 43 6934
"12309" 0 0 3.10958904109589 1 3 43 6935
"12310" NA 0.408270170735593 3.10958904109589 1 3 43 6936
"12311" NA 0.408270170735593 1.17965273536341 1 4 43 6937
"12312" NA 0.408270170735593 1.10958904109589 1 2 43 6938
"12313" 0 0 2 1 3 43 6939
"12314" 1 0.0224719101123595 1.10958904109589 1 2 43 6940
"12315" 0 0 2.10958904109589 1 3 43 6941
"12316" 1 0 1.10958904109589 1 2 43 6941
"12317" 0 0.0224719101123595 2 1 3 43 6942
"12318" 0 0 1.10958904109589 1 2 43 6943
"12319" 0 0 1.10958904109589 1 2 43 6943
"12320" 0 0.0224719101123595 1.10958904109589 1 2 43 6944
"12321" NA 0 1.10958904109589 1 3 43 6945
"12322" NA 0 2.10958904109589 1 3 43 6945
"12323" NA 0 4.10958904109589 1 3 43 6945
"12324" 0 0 2.10958904109589 1 2 43 6945
"12325" 0 0 1.10958904109589 1 2 43 6946
"12326" 0 0 1.10958904109589 1 2 43 6946
"12327" NA 0.333333333333333 1.10958904109589 1 2 43 6946
"12328" 0 1 1.10958904109589 1 2 43 6946
"12329" 0 0 2.10958904109589 1 2 43 6947
"12330" 0 0 2.10958904109589 1 2 43 6947
"12331" 0 0.0224719101123595 1.10958904109589 1 3 43 6948
"12332" 1 0 2 1 3 43 6949
"12333" 0 0 1 1 2 43 6949
"12334" 0 0 3 1 2 43 6949
"12335" 1 2 2 1 2 43 6949
"12336" 0 0 2 4 2 43 6950
"12337" 0 0 2 4 3 43 6950
"12338" NA 0.430742080847952 1.10958904109589 5 2 43 6951
"12339" NA 0.430742080847952 2.10958904109589 5 3 43 6951
"12340" 0 0 2 1 3 43 6952
"12341" 0 0 2 4 3 43 6952
"12342" 0 0 1 1 2 43 6953
"12343" 1 0 3 1 3 43 6953
"12344" 0 0 1.10958904109589 3 2 43 6954
"12345" NA 0 3.10958904109589 3 3 43 6954
"12346" 0 0 1.10958904109589 2 2 43 6954
"12347" 0 0 3.10958904109589 2 3 43 6954
"12348" 1 1 3 1 2 43 6955
"12349" NA 0.430742080847952 3.10958904109589 1 3 43 6956
"12350" 0 1 3 1 2 43 6957
"12351" 0 1 2 1 4 43 6958
"12352" 0 0 1 1 2 43 6959
"12353" 0 0 1 1 2 43 6959
"12354" 0 0 3 1 3 43 6959
"12355" 0 0 3 4 2 43 6959
"12356" 1 0 3 4 3 43 6960
"12357" 0 0 1 1 2 43 6960
"12358" 0 0 2 1 3 43 6960
"12359" 0 0 2.10958904109589 1 1 43 6961
"12360" 0 0.0224719101123595 4.10958904109589 1 1 43 6962
"12361" 0 0 1.10958904109589 1 3 43 6963
"12362" 0 0.0224719101123595 2 1 3 43 6964
"12363" 0 1 3 1 3 43 6965
"12364" 0 0 3 1 2 43 6966
"12365" 0 0 2 1 3 43 6966
"12366" 0 0 2 1 2 43 6966
"12367" 0 0 2 1 3 43 6966
"12368" 0 0 1.10958904109589 1 3 43 6967
"12369" 0 0 3 1 3 43 6968
"12370" 0 0 2 1 2 43 6968
"12371" 0 0 2 1 3 43 6969
"12372" 0 2 2 1 2 43 6970
"12373" 0 0 2 1 3 43 6970
"12374" 0 0 2 1 2 43 6970
"12375" 0 3 4 5 3 43 6971
"12376" 0 0 4 5 2 43 6972
"12377" 0 0 2 4 3 43 6972
"12378" NA 0 4 5 4 43 6972
"12379" 1 5 4 4 2 43 6973
"12380" 0 0 4 1 2 43 6974
"12381" NA 0 2 1 3 43 6974
"12382" NA 0 4 1 3 43 6974
"12383" 0 0.0224719101123595 3 1 2 43 6975
"12384" 0 0.0224719101123595 3 1 3 43 6975
"12385" 0 0 1.10958904109589 1 2 43 6976
"12386" 0 0.0224719101123595 2.10958904109589 1 3 43 6977
"12387" 1 3 2 1 4 43 6978
"12388" 1 1 3 4 2 43 6979
"12389" 0 1.02247191011236 1.10958904109589 4 3 43 6980
"12390" 0 0 2 1 2 43 6981
"12391" 0 0 2 1 4 43 6981
"12392" 0 0 3 1 5 43 6982
"12393" 0 1.02247191011236 2 1 4 43 6983
"12394" 1 0 2 1 4 43 6984
"12395" 1 1 2 1 2 43 6985
"12396" 0 1 2 1 3 43 6985
"12397" 0 1 2 1 2 43 6986
"12398" 0 2 2 1 3 43 6986
"12399" 1 2 2 4 3 43 6987
"12400" NA 2 3 4 4 43 6987
"12401" 0 1 4 3 2 43 6988
"12402" NA 0.430742080847952 1.10958904109589 1 2 43 6989
"12403" NA 0.408270170735593 3.10958904109589 1 3 43 6990
"12404" NA 0.408270170735593 5.10958904109589 3 2 43 6990
"12405" NA 0.430742080847952 3.10958904109589 4 2 43 6991
"12406" 1 0 4 1 3 43 6992
"12407" 0 0 4 4 4 43 6992
"12408" 0 0 5 1 4 43 6992
"12409" 0 0 3 1 2 43 6992
"12410" 0 0 4 1 3 43 6993
"12411" 0 0 2 1 2 43 6993
"12412" 0 0 3 1 3 43 6993
"12413" NA 0.408270170735593 1.10958904109589 1 2 43 6994
"12414" 0 0 2 1 3 43 6995
"12415" 0 0 3 1 3 43 6995
"12416" 0 0 4 1 4 43 6995
"12417" 0 0.0224719101123595 1.10958904109589 1 2 43 6996
"12418" 0 0 1 1 2 43 6997
"12419" 0 0 3 1 3 43 6997
"12420" NA 1.40827017073559 1.10958904109589 1 2 43 6998
"12421" 0 0.0224719101123595 1.10958904109589 1 2 43 6999
"12422" 0 0.0224719101123595 1.10958904109589 1 2 43 7000
"12423" 0 1.02247191011236 3.10958904109589 5 3 43 7001
"12424" 0 0 2 1 3 43 7002
"12425" NA 1.43074208084795 3.10958904109589 1 2 43 7003
"12426" 1 0 6 3 2 43 7004
"12427" NA 0 5 4 2 43 7004
"12428" 1 9 5 3 2 43 7005
"12429" 1 5 6 3 3 43 7005
"12430" 0 4 5 4 3 43 7005
"12431" 1 7 6 4 4 43 7005
"12432" 0 0.0256410256410256 3 3 2 43 7006
"12433" 0 0.0224719101123595 5 1 2 43 7007
"12434" 0 0 2 3 2 43 7008
"12435" 0 1 3 4 3 43 7008
"12436" 0 0 2 3 3 43 7008
"12437" 0 0.0224719101123595 4 3 2 43 7009
"12438" 1 0.0224719101123595 3 4 3 43 7010
"12439" 1 1.02247191011236 2 4 3 43 7010
"12440" 0 0.0224719101123595 1.10958904109589 4 2 43 7011
"12441" 1 1 3 3 2 43 7012
"12442" 0 0 3.10958904109589 1 2 43 7013
"12443" 0 0 2.10958904109589 1 3 43 7013
"12444" 0 0 2.10958904109589 1 2 43 7013
"12445" 0 0.0224719101123595 2.10958904109589 1 3 43 7014
"12446" 0 0 2 3 3 43 7015
"12447" 0 0.0224719101123595 5 3 2 43 7016
"12448" 0 0 4 4 2 43 7017
"12449" 0 1.02247191011236 2 1 3 43 7018
"12450" 0 0 3 1 2 43 7019
"12451" 0 0 1 1 3 43 7019
"12452" NA 0 2 4 4 43 7019
"12453" 1 4.12408759124088 5 4 3 43 7020
"12454" 0 3 5 4 3 43 7021
"12455" 1 0 3 4 4 43 7022
"12456" 1 0 6 4 5 43 7022
"12457" 0 0.0256410256410256 3 4 2 43 7023
"12458" 0 1 4 4 3 43 7024
"12459" 1 1 2 3 2 43 7024
"12460" NA 0.430742080847952 3.10958904109589 1 3 43 7025
"12461" 0 2 5 1 3 43 7026
"12462" 0 0 3 1 4 43 7026
"12463" 0 4 4 1 4 43 7026
"12464" 1 0 4 1 3 43 7027
"12465" 1 1 2 3 3 43 7027
"12466" 0 1 2 2 2 43 7027
"12467" 1 1 4 1 2 43 7027
"12468" 0 1.12408759124088 2.10958904109589 1 3 43 7028
"12469" 0 0.0224719101123595 6 3 3 43 7029
"12470" 0 1 5 1 4 43 7030
"12471" 1 3 4 4 4 43 7030
"12472" 1 1 2 1 2 43 7031
"12473" NA 3.02247191011236 2 5 2 43 7032
"12474" 0 3.02247191011236 3 5 3 43 7032
"12475" 1 3 3 1 3 43 7033
"12476" 0 0 4 1 4 43 7033
"12477" 1 3 4 4 4 43 7033
"12478" 0 0 2.10958904109589 1 2 43 7034
"12479" 1 0 3.10958904109589 1 2 43 7035
"12480" 0 0 2 1 2 43 7036
"12481" 0 0 2 4 3 43 7036
"12482" 0 0 3 4 4 43 7036
"12483" 0 0 2 4 2 43 7037
"12484" NA 0.408270170735593 3.10958904109589 1 3 43 7038
"12485" 1 2 4 4 3 43 7039
"12486" 1 3 3 1 4 43 7039
"12487" NA 0.408270170735593 4.10958904109589 2 4 43 7040
"12488" 0 1 2 1 3 43 7041
"12489" NA 0.333333333333333 3 1 3 43 7041
"12490" 0 0 3 1 4 43 7041
"12491" 0 0 3 1 4 43 7041
"12492" 1 3 3 4 4 43 7042
"12493" 0 0 1.10958904109589 1 2 43 7043
"12494" 1 1.02247191011236 6 4 3 43 7044
"12495" 0 1 4 1 2 43 7045
"12496" 1 1 3 1 2 43 7045
"12497" 0 0 5 1 3 43 7045
"12498" 0 0 3 1 3 43 7045
"12499" 0 1.02564102564103 1.10958904109589 1 2 43 7046
"12500" 0 0.0224719101123595 3 1 3 43 7047
"12501" 0 0.0224719101123595 3 1 2 43 7047
"12502" 0 1 2 1 3 43 7048
"12503" 1 3 5 3 2 43 7049
"12504" 0 0.0224719101123595 2.10958904109589 4 2 43 7050
"12505" 1 0 3 3 3 43 7051
"12506" 0 0 3 3 3 43 7051
"12507" NA 0.408270170735593 4.17965273536341 4 4 43 7052
"12508" 0 0 5 4 4 43 7053
"12509" 0 0 3 4 3 43 7053
"12510" 0 0 1.5 1 3 43 7053
"12511" 0 0 3 3 5 43 7054
"12512" 0 0 6 1 5 43 7054
"12513" 0 0 4 1 5 43 7054
"12514" 1 1 6 1 6 43 7054
"12515" 0 0 3 1 2 43 7055
"12516" 0 0 4 1 3 43 7056
"12517" 0 0 3 1 2 43 7056
"12518" 0 0 3 1 3 43 7056
"12519" 0 2 2 1 2 44 7057
"12520" 1 2 1.05263157894737 1 2 44 7058
"12521" 0 0 1.05263157894737 1 2 44 7058
"12522" NA 0.605047143609731 1.05263157894737 1 2 44 7059
"12523" 0 0 1.05263157894737 1 2 44 7060
"12524" 0 0 1.05263157894737 1 2 44 7060
"12525" 1 0 1.05263157894737 1 2 44 7061
"12526" 0 0.0292887029288703 3.05263157894737 1 2 44 7062
"12527" 0 1 3.05263157894737 1 2 44 7063
"12528" NA 0.605047143609731 2.05263157894737 1 2 44 7064
"12529" 0 0 3.05263157894737 1 8 44 7065
"12530" 0 0 1.05263157894737 1 8 44 7065
"12531" 0 0 1.05263157894737 1 8 44 7066
"12532" 0 0 1.05263157894737 1 8 44 7067
"12533" NA 0.605047143609731 1.05263157894737 1 2 44 7068
"12534" NA 0.575758440680861 1.05263157894737 1 2 44 7069
"12535" 0 4.02928870292887 1.05263157894737 1 2 44 7070
"12536" 0 4 2 4 8 44 7071
"12537" 0 0 1.05263157894737 1 8 44 7072
"12538" 0 0 1.05263157894737 1 8 44 7072
"12539" 0 0 2.05263157894737 1 8 44 7072
"12540" NA 0.575758440680861 1.05263157894737 1 2 44 7073
"12541" 0 0 2.05263157894737 5 3 44 7074
"12542" 0 0 2.05263157894737 2 2 44 7075
"12543" 0 0 1.05263157894737 5 2 44 7075
"12544" 0 0 1.05263157894737 1 2 44 7075
"12545" 0 0 2.05263157894737 1 2 44 7075
"12546" 0 0 1.05263157894737 1 2 44 7076
"12547" 0 0.0292887029288703 3.05263157894737 5 2 44 7077
"12548" 0 0 1.05263157894737 1 2 44 7078
"12549" 0 0 1.05263157894737 1 2 44 7078
"12550" 0 0.0292887029288703 1.05263157894737 5 2 44 7079
"12551" 0 0 3 4 3 44 7080
"12552" 0 0 3 4 3 44 7080
"12553" 0 0 2 1 2 44 7081
"12554" 0 3 2 1 4 44 7082
"12555" 0 0 1.05263157894737 1 2 44 7083
"12556" 0 1 4.05263157894737 1 2 44 7084
"12557" 0 0 1.05263157894737 1 3 44 7085
"12558" 0 1 2.05263157894737 3 2 44 7085
"12559" NA 0.605047143609731 2.05263157894737 1 2 44 7086
"12560" NA 0.575758440680861 1.05263157894737 1 2 44 7087
"12561" NA 0 1 3 2 44 7088
"12562" 0 0 2 1 3 44 7088
"12563" 0 0 1.05263157894737 1 2 44 7089
"12564" 0 0 3 1 3 44 7090
"12565" 0 0 2 1 3 44 7091
"12566" 0 0 1 1 2 44 7092
"12567" 0 1 2 1 2 44 7092
"12568" 0 0 1 5 2 44 7092
"12569" 0 0 1 5 2 44 7093
"12570" 0 2 5 1 1 44 7093
"12571" 0 1 1.05263157894737 5 2 44 7094
"12572" 0 0 1.05263157894737 5 3 44 7094
"12573" NA 2 3 1 5 44 7095
"12574" NA 2 3 1 5 44 7095
"12575" 0 2 3 1 5 44 7095
"12576" NA 2 3 1 6 44 7095
"12577" 0 1 1 5 3 44 7096
"12578" 0 1 1 1 3 44 7096
"12579" 0 0 1 1 3 44 7096
"12580" 0 0 4 1 2 44 7096
"12581" 0 1.02928870292887 1.05263157894737 1 2 44 7097
"12582" 0 2 1.05263157894737 1 2 44 7098
"12583" 0 0 1.05263157894737 1 2 44 7099
"12584" 0 0.0292887029288703 2 1 1 44 7100
"12585" 0 3 2 5 2 44 7101
"12586" 0 0 2 1 1 44 7101
"12587" 0 0 1 4 2 44 7101
"12588" 0 0 4 4 3 44 7102
"12589" 0 0 2.05263157894737 1 4 44 7103
"12590" 0 0 1.05263157894737 1 4 44 7103
"12591" 0 0 1.05263157894737 5 2 44 7104
"12592" 0 0 1 1 2 44 7105
"12593" 0 0 2 1 4 44 7105
"12594" 0 2 1.05263157894737 1 5 44 7106
"12595" 0 0 2.05263157894737 4 7 44 7106
"12596" 0 0 1.05263157894737 1 6 44 7107
"12597" 0 0.0292887029288703 5 1 6 44 7108
"12598" NA 0 1.05263157894737 1 3 44 7109
"12599" 0 0 1.05263157894737 4 3 44 7109
"12600" 0 1 3 1 4 44 7110
"12601" 0 3 1 5 4 44 7110
"12602" 0 0 1 1 3 44 7111
"12603" 0 0 2 5 4 44 7111
"12604" 0 0 2.05263157894737 1 2 44 7112
"12605" 0 0 3 5 8 44 7113
"12606" NA 0 1 1 8 44 7113
"12607" NA 0 1 4 8 44 7113
"12608" 0 0 1 1 7 44 7113
"12609" 0 3 1.05263157894737 1 7 44 7114
"12610" 0 0 2.05263157894737 5 7 44 7114
"12611" 0 0 2.05263157894737 5 7 44 7114
"12612" 0 0 1.05263157894737 1 7 44 7114
"12613" 0 0.0292887029288703 1.05263157894737 1 7 44 7115
"12614" 0 1.02928870292887 1.05263157894737 1 7 44 7115
"12615" 0 0 4 1 5 44 7116
"12616" 1 0 2 1 5 44 7116
"12617" 0 0 2 5 5 44 7116
"12618" NA 0 3.33333333333333 1 5 44 7116
"12619" 0 0 2 1 7 44 7117
"12620" 0 2 2 5 2 44 7117
"12621" 0 0 5 3 6 44 7118
"12622" 1 1 1 1 6 44 7118
"12623" 0 0 3 1 6 44 7118
"12624" 0 0 1 1 6 44 7118
"12625" 0 0 3 1 7 44 7119
"12626" 0 1 3 4 7 44 7119
"12627" 0 2.26143156007173 1.05263157894737 4 7 44 7120
"12628" 0 0 1.05263157894737 4 7 44 7121
"12629" 0 0 3 1 7 44 7122
"12630" 0 1 1 1 7 44 7122
"12631" 0 0 1 1 7 44 7122
"12632" NA 0.333333333333333 2 5 7 44 7122
"12633" 0 0 1.05263157894737 1 4 44 7123
"12634" 0 0 1.05263157894737 1 4 44 7123
"12635" 1 1.02928870292887 1.05263157894737 1 4 44 7124
"12636" 0 0 1.05263157894737 1 4 44 7125
"12637" 0 1 3 1 3 44 7126
"12638" 0 0 3 2 2 44 7126
"12639" 0 0 3 1 3 44 7127
"12640" 0 0 3 4 4 44 7127
"12641" NA 0 2.05263157894737 5 3 44 7128
"12642" 1 0 1.05263157894737 1 3 44 7128
"12643" 0 0 2.05263157894737 1 3 44 7128
"12644" 0 1 4 1 4 44 7129
"12645" 0 0 6 1 4 44 7130
"12646" 1 1 2 5 4 44 7130
"12647" 0 0 2 5 2 44 7130
"12648" 0 0 3 5 2 44 7130
"12649" 0 1.02928870292887 5 1 6 44 7131
"12650" 0 3 1 3 6 44 7132
"12651" 0 4 4 1 6 44 7132
"12652" NA 0.605047143609731 1.05263157894737 1 6 44 7133
"12653" NA 0.575758440680861 2.05263157894737 1 7 44 7134
"12654" 0 0 1.05263157894737 1 7 44 7135
"12655" 0 0 1.05263157894737 1 7 44 7135
"12656" 0 0 3.05263157894737 1 7 44 7135
"12657" 0 3 1.05263157894737 1 7 44 7136
"12658" 0 0 4 5 7 44 7137
"12659" 0 3 3 1 7 44 7138
"12660" 0 1 4 5 4 44 7139
"12661" 0 1 4 1 5 44 7140
"12662" 0 1 5 1 5 44 7141
"12663" 0 1 4 1 5 44 7141
"12664" 0 0 2 1 3 44 7141
"12665" 0 4 5 1 3 44 7141
"12666" 0 0 2.05263157894737 1 3 44 7142
"12667" 0 0 3 1 3 44 7143
"12668" 0 0 3 3 3 44 7143
"12669" 0 1 3 3 3 44 7143
"12670" 0 0 3 1 3 44 7143
"12671" 0 0 2 1 3 44 7144
"12672" 0 0 3 1 3 44 7144
"12673" 0 0 1 1 3 44 7144
"12674" NA 0.605047143609731 1.05263157894737 1 5 44 7145
"12675" 0 0 1.5 5 5 44 7146
"12676" 0 1 4 1 5 44 7146
"12677" 0 0 4 1 5 44 7146
"12678" 0 0 3 1 6 44 7147
"12679" 0 0 3 1 6 44 7147
"12680" NA 0.333333333333333 3 1 7 44 7147
"12681" 0 1 3 1 7 44 7147
"12682" 0 0 1 1 2 44 7148
"12683" NA 0 1 1 2 44 7148
"12684" 1 0 1 5 2 44 7148
"12685" 0 0 3 5 2 44 7148
"12686" NA 0.575758440680861 2.05263157894737 5 6 44 7149
"12687" 0 0 4 1 6 44 7150
"12688" 0 0 6 1 6 44 7151
"12689" 0 0 5 1 6 44 7152
"12690" 0 0 3 1 2 44 7153
"12691" 0 0 3 4 2 44 7153
"12692" 1 1 3 1 2 44 7153
"12693" 0 0 3 1 2 44 7154
"12694" 1 0 3 5 2 44 7155
"12695" 0 0 2 1 3 44 7155
"12696" 0 3 5 4 2 44 7156
"12697" 0 1 3 1 2 44 7156
"12698" 0 0 3 1 5 44 7157
"12699" 0 0 4 1 6 44 7157
"12700" 0 0 3 1 6 44 7158
"12701" 0 0 3 2 6 44 7158
"12702" 0 0.0292887029288703 3.05263157894737 1 4 44 7159
"12703" 0 1 3 1 4 44 7160
"12704" 0 1.02928870292887 3 1 4 44 7161
"12705" 0 0.0292887029288703 3 1 5 44 7161
"12706" 0 0 3 1 7 44 7162
"12707" NA 0 3 1 7 44 7162
"12708" NA 0 3 5 7 44 7162
"12709" NA 0 3 1 7 44 7162
"12710" 0 0.0292887029288703 3 1 2 44 7163
"12711" NA 1.69595536959554 3 1 3 44 7163
"12712" 0 3.02928870292887 3 1 3 44 7163
"12713" 0 2.02928870292887 3 4 3 44 7163
"12714" 0 1 3 1 4 44 7164
"12715" 0 1 3 3 4 44 7164
"12716" 0 3 3 1 4 44 7164
"12717" 0 0 3 1 4 44 7164
"12718" 0 0 3 1 3 44 7165
"12719" 0 0.0292887029288703 2.05263157894737 1 3 44 7166
"12720" 1 1 4 7 3 44 7167
"12721" 1 4 4 1 3 44 7167
"12722" 0 0.0292887029288703 3 1 4 44 7168
"12723" 0 0.0292887029288703 3 1 4 44 7168
"12724" 0 2 5 1 4 44 7169
"12725" 0 3 3 1 4 44 7169
"12726" 0 2 3 1 7 44 7170
"12727" 0 0 3 7 7 44 7170
"12728" 0 0 3 2 7 44 7171
"12729" 0 0 3 1 7 44 7172
"12730" 1 2 4 1 7 44 7173
"12731" 0 0 3 1 7 44 7174
"12732" 0 2 4 1 7 44 7174
"12733" 0 3 4 1 7 44 7174
"12734" 0 0 3 1 6 44 7174
"12735" 0 1 3 1 6 44 7175
"12736" NA 1 1 1 6 44 7175
"12737" 0 0 4 1 6 44 7176
"12738" NA 0 4 4 6 44 7177
"12739" 0 0 4 1 6 44 7177
"12740" 0 0 1 1 6 44 7177
"12741" NA 0.575758440680861 4.05263157894737 1 7 44 7178
"12742" 0 0 1.05263157894737 5 2 44 7179
"12743" 0 2 4 4 2 44 7180
"12744" 0 0.333333333333333 3 1 2 44 7180
"12745" 1 1 3 5 3 44 7180
"12746" 0 1 3 1 3 44 7180
"12747" NA 0 1 1 2 44 7181
"12748" 0 0 3 1 2 44 7181
"12749" NA 0 1 1 2 44 7181
"12750" NA 0.575758440680861 3 3 4 44 7182
"12751" NA 1.57575844068086 3.05263157894737 1 4 44 7183
"12752" 1 1 6 1 4 44 7184
"12753" 0 0 4 1 4 44 7184
"12754" 0 0 1.5 3 2 44 7184
"12755" 0 3 4.5 1 2 44 7184
"12756" 0 3 3 4 2 44 7185
"12757" 0 0 5 3 3 44 7185
"12758" NA 0 3 4 7 44 7186
"12759" NA 0 3 1 7 44 7186
"12760" 0 0 3 4 7 44 7186
"12761" 0 0 5 1 2 44 7186
"12762" NA 0.575758440680861 3.05263157894737 1 5 44 7187
"12763" NA 0.575758440680861 5.05263157894737 5 3 44 7187
"12764" 1 2 3 1 3 44 7188
"12765" 0 0 2 1 7 44 7189
"12766" 0 1 2 1 7 44 7190
"12767" 0 0 2 1 7 44 7191
"12768" NA 1.57575844068086 2.05263157894737 1 7 44 7192
"12769" 0 0 4 5 9 44 7193
"12770" 0 0 2 5 9 44 7193
"12771" 1 0 2 7 9 44 7193
"12772" 0 0 2 1 9 44 7193
"12773" 1 0 3 4 4 44 7194
"12774" 1 1 3 1 5 44 7195
"12775" 0 0 4 1 5 44 7195
"12776" 0 0 3 1 5 44 7195
"12777" 0 3 3 1 2 44 7195
"12778" NA 0.575758440680861 2.05263157894737 5 2 44 7196
"12779" NA 0.575758440680861 2.05263157894737 1 3 44 7197
"12780" 0 0.0292887029288703 2 1 2 44 7198
"12781" 0 0 3 1 7 44 7199
"12782" 0 0 5 1 7 44 7199
"12783" 0 2 5 1 7 44 7199
"12784" 1 0 4 1 7 44 7199
"12785" 0 2.02928870292887 5 1 4 44 7200
"12786" 0 1 3 1 5 44 7201
"12787" NA 1 3 1 5 44 7201
"12788" 0 0.0292887029288703 6 1 5 44 7202
"12789" 0 0 1.07368421052632 1 2 45 7203
"12790" NA 0 1.07368421052632 1 2 45 7203
"12791" NA 1.42422518142943 1.07368421052632 1 2 45 7204
"12792" NA 0.424225181429427 1.07368421052632 1 2 45 7205
"12793" 0 1 1.07368421052632 1 2 45 7206
"12794" 0 0 1.07368421052632 1 2 45 7206
"12795" NA 0.333333333333333 1.07368421052632 1 2 45 7206
"12796" 0 0 1.07368421052632 1 2 45 7206
"12797" 0 0 1.07368421052632 1 2 45 7207
"12798" 0 0 1.07368421052632 1 2 45 7207
"12799" 0 0 1.07368421052632 1 2 45 7207
"12800" 0 0 3.07368421052632 1 2 45 7207
"12801" 0 0 1.07368421052632 1 2 45 7208
"12802" 0 0 1.07368421052632 1 2 45 7208
"12803" 0 0 2 1 2 45 7209
"12804" 0 0 1.07368421052632 5 2 45 7210
"12805" NA 0.424225181429427 1.07368421052632 1 2 45 7211
"12806" 0 0 1.07368421052632 1 2 45 7212
"12807" 0 0 1.07368421052632 1 2 45 7212
"12808" 0 0 1.07368421052632 1 2 45 7212
"12809" 0 0 3.07368421052632 1 2 45 7213
"12810" NA 0 3.07368421052632 1 2 45 7213
"12811" 1 0 1.07368421052632 5 2 45 7213
"12812" 0 0 3.07368421052632 1 2 45 7214
"12813" 0 0 1.07368421052632 1 2 45 7214
"12814" 0 0 1.07368421052632 1 2 45 7214
"12815" 0 0 1.07368421052632 1 2 45 7214
"12816" 0 0 1.07368421052632 1 2 45 7215
"12817" 0 0 1.07368421052632 5 2 45 7215
"12818" 0 0 1.07368421052632 1 2 45 7215
"12819" NA 0 1.07368421052632 1 2 45 7215
"12820" 0 0 1.07368421052632 5 2 45 7216
"12821" 0 0 2 5 3 45 7217
"12822" 0 0 1.07368421052632 1 1 45 7218
"12823" 0 0 2 1 2 45 7219
"12824" 0 1 1.07368421052632 1 2 45 7220
"12825" 0 0 3.07368421052632 1 2 45 7221
"12826" 0 0 1.07368421052632 1 2 45 7221
"12827" 0 0 1.07368421052632 1 2 45 7222
"12828" NA 0.446849615818567 1.07368421052632 5 2 45 7223
"12829" 0 0 1.07368421052632 5 2 45 7224
"12830" 0 0 1.07368421052632 5 2 45 7224
"12831" NA 0.424225181429427 1.07368421052632 4 5 45 7225
"12832" NA 0.424225181429427 1.07368421052632 1 5 45 7225
"12833" NA 0.424225181429427 1.07368421052632 1 5 45 7225
"12834" 0 0 1.07368421052632 1 2 45 7226
"12835" 0 0 1.07368421052632 1 3 45 7226
"12836" 0 0 1.07368421052632 1 2 45 7227
"12837" NA 0.424225181429427 2.07368421052632 1 3 45 7228
"12838" 0 0 1 5 3 45 7229
"12839" 1 0 1 1 3 45 7229
"12840" 1 3 2 1 3 45 7229
"12841" 0 0 1 1 3 45 7229
"12842" 0 0 1.07368421052632 1 3 45 7230
"12843" 0 0 1.07368421052632 1 3 45 7231
"12844" 1 2 1.07368421052632 1 3 45 7231
"12845" 0 0 1.07368421052632 4 3 45 7232
"12846" 0 1 1.07368421052632 1 2 45 7233
"12847" NA 0.5 3.07368421052632 1 2 45 7233
"12848" NA 0.5 1.07368421052632 1 2 45 7233
"12849" 0 0 1.07368421052632 1 2 45 7233
"12850" 0 0 1.07368421052632 5 2 45 7234
"12851" 0 1 2.07368421052632 1 2 45 7235
"12852" 0 1 1 3 2 45 7236
"12853" 0 4 2 1 2 45 7236
"12854" 0 0 3.07368421052632 1 2 45 7237
"12855" 0 0 2.07368421052632 1 3 45 7237
"12856" 0 2 1.07368421052632 1 2 45 7237
"12857" 0 0 1.07368421052632 5 3 45 7237
"12858" 0 0 2.07368421052632 1 7 45 7238
"12859" 0 2 1.07368421052632 1 2 45 7238
"12860" 0 0 2.07368421052632 1 2 45 7238
"12861" 0 0 1.07368421052632 3 2 45 7239
"12862" 0 0 1.07368421052632 1 2 45 7240
