"switch","arsenic","dist","dist100","assoc","educ","educ4"
1,2.18,15.9409999847412,0.159409999847412,0,10,2.5
1,1.07,20.2029991149902,0.202029991149902,0,10,2.5
1,1.07,8.58399963378906,0.0858399963378906,1,0,0
0,1.44,26.5359992980957,0.265359992980957,1,8,2
1,1.37,41,0.41,1,0,0
1,0.98,46.4389991760254,0.464389991760254,1,8,2
1,0.62,3.03200006484985,0.0303200006484985,0,3,0.75
1,0.63,36.7729988098145,0.367729988098145,0,5,1.25
1,2.17,41.7099990844727,0.417099990844727,0,5,1.25
1,0.9,34.6539993286133,0.346539993286133,1,0,0
1,1.85,43.4259986877441,0.434259986877441,1,0,0
1,1.44,28.4769992828369,0.284769992828369,1,10,2.5
1,1.03,9.64000034332275,0.0964000034332275,0,10,2.5
1,0.63,11.9739999771118,0.119739999771118,1,0,0
1,1.46,7.27699995040894,0.0727699995040894,0,10,2.5
0,2.21,19.3209991455078,0.193209991455078,0,5,1.25
1,1.01,6.50699996948242,0.0650699996948242,0,0,0
1,0.77,25.9519996643066,0.259519996643066,0,0,0
1,0.64,16.8579998016357,0.168579998016357,0,9,2.25
1,0.66,19.2649993896484,0.192649993896484,0,7,1.75
0,0.6,72.8330001831055,0.728330001831055,0,0,0
1,0.86,63.3250007629395,0.633250007629395,0,9,2.25
0,1,22.181999206543,0.22181999206543,1,5,1.25
1,1.75,24.1830005645752,0.241830005645752,1,10,2.5
0,1.76,24.6909999847412,0.246909999847412,1,2,0.5
0,1.02,26.7950000762939,0.267950000762939,0,5,1.25
1,1.8,5.28499984741211,0.0528499984741211,0,10,2.5
0,2.99,31.4389991760254,0.314389991760254,0,6,1.5
1,0.87,66.9580001831055,0.669580001831055,1,0,0
1,1.19,13.2299995422363,0.132299995422363,0,10,2.5
1,3.26,23.0300006866455,0.230300006866455,1,3,0.75
1,6.53,36.4140014648438,0.364140014648437,1,12,3
1,4.22,30.6189994812012,0.306189994812012,0,12,3
0,3.67,12.4799995422363,0.124799995422363,1,6,1.5
1,3.58,5.38800001144409,0.0538800001144409,0,10,2.5
1,3.21,7.75899982452393,0.0775899982452393,0,3,0.75
1,3.52,42.0870018005371,0.420870018005371,0,12,3
1,3.32,6.3899998664856,0.063899998664856,0,12,3
1,2,14.6239995956421,0.146239995956421,0,0,0
1,2.89,11.2829999923706,0.112829999923706,0,8,2
1,3.12,11.5670003890991,0.115670003890991,0,8,2
1,2.13,86.0179977416992,0.860179977416992,0,6,1.5
1,1.68,9.56099987030029,0.0956099987030029,0,5,1.25
0,0.88,28.6539993286133,0.286539993286133,1,7,1.75
1,2.69,41.0750007629395,0.410750007629395,0,5,1.25
1,3.36,41.8540000915527,0.418540000915527,0,0,0
1,2.18,27.5849990844727,0.275849990844727,0,8,2
0,1.36,10.4709997177124,0.104709997177124,0,0,0
1,3.46,34.2690010070801,0.342690010070801,0,9,2.25
1,2.88,24.0979995727539,0.240979995727539,0,0,0
1,2.1,10.9650001525879,0.109650001525879,0,0,0
1,2.45,5.01399993896484,0.0501399993896484,0,0,0
1,2.98,32.1100006103516,0.321100006103516,0,5,1.25
1,2.27,27.5389995574951,0.275389995574951,0,0,0
1,2.37,32.4620018005371,0.324620018005371,0,5,1.25
1,1.67,14.0430002212524,0.140430002212524,1,9,2.25
1,2.08,11.0950002670288,0.110950002670288,0,0,0
1,2.17,8.18200016021729,0.0818200016021729,1,5,1.25
1,2.18,3.67499995231628,0.0367499995231628,1,8,2
1,1.92,16.3530006408691,0.163530006408691,1,0,0
1,2.61,22.6860008239746,0.226860008239746,0,0,0
1,2.03,32.1199989318848,0.321199989318848,0,5,1.25
1,5.06,15.0799999237061,0.150799999237061,0,0,0
1,2.38,5.25600004196167,0.0525600004196167,0,5,1.25
1,2.96,19.8419990539551,0.198419990539551,1,9,2.25
1,3.12,22.2900009155273,0.222900009155273,0,10,2.5
0,1.67,46.0349998474121,0.460349998474121,0,7,1.75
1,2.39,23.8379993438721,0.238379993438721,0,0,0
1,2.66,28.5790004730225,0.285790004730225,0,0,0
1,3.31,20.132999420166,0.20132999420166,0,6,1.5
1,5.41,11.6929998397827,0.116929998397827,0,6,1.5
0,2.41,25.0289993286133,0.250289993286133,1,3,0.75
0,0.62,20.1679992675781,0.201679992675781,0,0,0
1,1.28,15.5640001296997,0.155640001296997,0,2,0.5
1,2.04,19.0699996948242,0.190699996948242,1,4,1
1,2.31,31.5270004272461,0.315270004272461,0,0,0
1,2.46,17.6180000305176,0.176180000305176,1,0,0
0,1.92,33.6310005187988,0.336310005187988,0,0,0
1,3.26,37.9790000915527,0.379790000915527,1,7,1.75
1,1.85,28.7910003662109,0.287910003662109,1,0,0
1,2.05,19.2810001373291,0.192810001373291,1,0,0
1,1.65,30.7679996490479,0.307679996490479,1,0,0
1,0.61,63.6549987792969,0.636549987792969,1,0,0
1,1.99,57.2859992980957,0.572859992980957,0,0,0
1,3.56,55.4090003967285,0.554090003967285,0,0,0
1,1.98,45.2519989013672,0.452519989013672,0,0,0
1,2.06,32.8790016174316,0.328790016174316,1,0,0
1,1.7,27.0580005645752,0.270580005645752,1,5,1.25
1,2.02,23.8209991455078,0.238209991455078,0,0,0
1,2.13,48.773998260498,0.48773998260498,1,3,0.75
0,0.67,5.22900009155273,0.0522900009155273,0,8,2
1,3.34,23.8490009307861,0.238490009307861,0,6,1.5
1,2.32,13.451000213623,0.13451000213623,0,4,1
1,1.88,31.2360000610352,0.312360000610352,0,5,1.25
0,2.82,62.3400001525879,0.623400001525879,0,0,0
0,2.47,32.2649993896484,0.322649993896484,0,5,1.25
0,2.86,41.3019981384277,0.413019981384277,0,0,0
1,3.26,42.298999786377,0.42298999786377,0,5,1.25
0,0.92,54.2309989929199,0.542309989929199,1,0,0
0,1.46,45.2220001220703,0.452220001220703,0,5,1.25
0,2.86,60.2550010681152,0.602550010681152,1,5,1.25
0,3.27,66.3239974975586,0.663239974975586,0,5,1.25
0,3.45,64.7939987182617,0.647939987182617,1,5,1.25
0,4.46,37.8730010986328,0.378730010986328,0,8,2
0,3.32,28.8899993896484,0.288899993896484,1,5,1.25
0,4.78,46.6119995117188,0.466119995117187,0,5,1.25
0,3.86,52.7290000915527,0.527290000915527,0,0,0
0,2.97,58.0110015869141,0.580110015869141,0,10,2.5
0,2.72,48.076000213623,0.48076000213623,0,5,1.25
1,3.01,40.0929985046387,0.400929985046387,0,0,0
0,1.29,71.3870010375977,0.713870010375977,1,12,3
0,1.95,74.2730026245117,0.742730026245117,0,0,0
1,5.28,50.1150016784668,0.501150016784668,0,5,1.25
1,6,70.6179962158203,0.706179962158203,0,0,0
1,3.36,75.3219985961914,0.753219985961914,1,5,1.25
1,2.61,59.5800018310547,0.595800018310547,0,5,1.25
1,2.39,80.6650009155273,0.806650009155273,0,0,0
1,1.09,44.3769989013672,0.443769989013672,0,12,3
1,3.75,33.9939994812012,0.339939994812012,0,6,1.5
1,1.24,46.5460014343262,0.465460014343262,0,0,0
0,4.74,47.7309989929199,0.477309989929199,0,5,1.25
0,4.25,37.4459991455078,0.374459991455078,0,0,0
1,1.36,20.3939990997314,0.203939990997314,0,5,1.25
1,3.41,30.1599998474121,0.301599998474121,1,5,1.25
1,2.72,18.0100002288818,0.180100002288818,0,8,2
1,2.6,35.4249992370605,0.354249992370605,1,7,1.75
0,2.64,57.6720008850098,0.576720008850098,0,0,0
0,3.34,82.6340026855469,0.826340026855469,0,6,1.5
1,3.28,68.5989990234375,0.685989990234375,0,10,2.5
0,3.62,113.283996582031,1.13283996582031,1,8,2
0,3.12,72.6760025024414,0.726760025024414,0,7,1.75
1,1.83,74.7490005493164,0.747490005493164,1,7,1.75
0,2.98,70.4219970703125,0.704219970703125,1,5,1.25
0,2.79,60.2799987792969,0.602799987792969,1,5,1.25
0,2.24,22.0979995727539,0.220979995727539,0,0,0
1,1.56,54.984001159668,0.54984001159668,1,9,2.25
1,1.35,28.625,0.28625,0,10,2.5
1,1.95,2.84899997711182,0.0284899997711182,0,10,2.5
1,1.7,3.38000011444092,0.0338000011444092,0,8,2
1,1.15,29.7810001373291,0.297810001373291,0,5,1.25
0,1.98,17.8020000457764,0.178020000457764,1,5,1.25
1,0.96,20.201000213623,0.20201000213623,0,6,1.5
1,1.48,22.3990001678467,0.223990001678467,0,0,0
0,0.87,12.5249996185303,0.125249996185303,0,0,0
1,0.63,140.11799621582,1.4011799621582,0,0,0
0,1.21,158.485000610352,1.58485000610352,0,0,0
1,2.05,150.768997192383,1.50768997192383,0,0,0
0,2.96,172.522003173828,1.72522003173828,0,0,0
1,1.4,152.029006958008,1.52029006958008,0,0,0
1,2.64,151.039001464844,1.51039001464844,0,0,0
1,1.95,165.416000366211,1.65416000366211,0,0,0
0,5.54,167.083999633789,1.67083999633789,0,0,0
1,1.12,25.5779991149902,0.255779991149902,0,0,0
1,2.18,33.2999992370605,0.332999992370605,0,6,1.5
1,3.02,32.2050018310547,0.322050018310547,0,5,1.25
0,1.77,18.0480003356934,0.180480003356934,1,0,0
1,1.46,25.3059997558594,0.253059997558594,0,5,1.25
1,1.38,10.3039999008179,0.103039999008179,1,0,0
1,1.63,18.1849994659424,0.181849994659424,1,0,0
1,1.33,10.1040000915527,0.101040000915527,1,0,0
0,3.48,37.5219993591309,0.375219993591309,1,5,1.25
1,1.95,15.4169998168945,0.154169998168945,0,5,1.25
1,0.84,4.34100008010864,0.0434100008010864,0,7,1.75
1,2.65,20.5669994354248,0.205669994354248,0,5,1.25
1,1.56,33.6790008544922,0.336790008544922,0,6,1.5
1,0.69,5.73400020599365,0.0573400020599365,0,7,1.75
1,2.31,27.5189990997314,0.275189990997314,1,0,0
1,1.14,35.1580009460449,0.351580009460449,1,0,0
1,1.98,13.5670003890991,0.135670003890991,0,5,1.25
1,1.82,6.30900001525879,0.0630900001525879,0,10,2.5
0,1.09,43.5289993286133,0.435289993286133,0,6,1.5
1,0.56,62.4000015258789,0.624000015258789,0,7,1.75
0,2.18,20.9370002746582,0.209370002746582,0,0,0
0,1.31,20.4829998016357,0.204829998016357,1,0,0
0,1.06,29.8759994506836,0.298759994506836,1,0,0
0,1.25,23.1030006408691,0.231030006408691,1,0,0
0,0.87,39.8230018615723,0.398230018615723,0,0,0
1,1.32,52.3569984436035,0.523569984436035,1,0,0
1,1.84,48.5299987792969,0.485299987792969,1,0,0
1,0.95,23.9869995117188,0.239869995117188,1,0,0
1,1.12,44.640998840332,0.44640998840332,1,5,1.25
1,1.32,25.4200000762939,0.254200000762939,1,5,1.25
1,0.81,63.9949989318848,0.639949989318848,1,0,0
0,0.57,86.2910003662109,0.862910003662109,1,0,0
1,2,88.7519989013672,0.887519989013672,0,4,1
1,1.22,65.6360015869141,0.656360015869141,0,0,0
0,1.91,95.302001953125,0.95302001953125,0,6,1.5
1,1.41,67.4919967651367,0.674919967651367,0,6,1.5
0,1.57,58.6339988708496,0.586339988708496,0,6,1.5
0,1.11,58.2109985351562,0.582109985351563,0,6,1.5
0,1.3,77.8820037841797,0.778820037841797,0,0,0
0,1.05,106.016998291016,1.06016998291016,0,6,1.5
0,0.95,118.44100189209,1.1844100189209,0,7,1.75
1,1.68,119.599998474121,1.19599998474121,1,0,0
1,1.26,118.359001159668,1.18359001159668,0,0,0
0,1.34,81.0120010375977,0.810120010375977,0,5,1.25
1,0.83,19.6350002288818,0.196350002288818,0,5,1.25
1,1.07,64.3570022583008,0.643570022583008,1,10,2.5
1,1,46.8660011291504,0.468660011291504,0,5,1.25
1,0.81,33.7799987792969,0.337799987792969,0,4,1
0,1.02,39.6469993591309,0.396469993591309,0,5,1.25
0,0.79,23.1450004577637,0.231450004577637,1,5,1.25
0,0.8,11.3669996261597,0.113669996261597,1,8,2
1,0.91,16.6860008239746,0.166860008239746,0,7,1.75
0,0.83,16.4389991760254,0.164389991760254,0,7,1.75
0,0.98,8.02999973297119,0.0802999973297119,0,0,0
1,1.24,35.9189987182617,0.359189987182617,0,8,2
0,1.13,46.0690002441406,0.460690002441406,0,0,0
0,0.68,222.705993652344,2.22705993652344,0,5,1.25
0,1.56,184.078994750977,1.84078994750977,0,10,2.5
0,1.57,131.104995727539,1.31104995727539,0,5,1.25
1,4.42,36.201000213623,0.36201000213623,1,6,1.5
1,1.48,42.9179992675781,0.429179992675781,1,0,0
0,1.49,185.389999389648,1.85389999389648,0,8,2
0,1.37,41.7029991149902,0.417029991149902,1,0,0
0,1.13,63.9010009765625,0.639010009765625,1,0,0
0,1.21,33.2669982910156,0.332669982910156,1,0,0
0,1.13,21.7689990997314,0.217689990997314,1,0,0
0,0.86,16.3209991455078,0.163209991455078,1,0,0
0,1.06,19.9869995117188,0.199869995117188,1,10,2.5
0,0.89,53.4790000915527,0.534790000915527,1,0,0
0,0.95,58.5130004882812,0.585130004882813,0,0,0
1,1.46,10.2419996261597,0.102419996261597,1,0,0
1,1.27,47.4710006713867,0.474710006713867,0,0,0
1,1.36,73.4250030517578,0.734250030517578,0,5,1.25
1,1.14,61.3520011901855,0.613520011901855,1,0,0
0,1.37,46.5309982299805,0.465309982299805,1,0,0
1,1.27,64.0210037231445,0.640210037231445,1,5,1.25
1,0.8,33.5839996337891,0.335839996337891,1,5,1.25
1,0.94,39.1469993591309,0.391469993591309,0,10,2.5
0,0.82,42.8390007019043,0.428390007019043,1,0,0
1,2.42,26.7689990997314,0.267689990997314,0,16,4
1,2.81,18.7000007629395,0.187000007629395,0,16,4
1,3.48,22.2590007781982,0.222590007781982,0,16,4
1,2.32,24.3010005950928,0.243010005950928,0,16,4
1,1.85,29.3729991912842,0.293729991912842,0,16,4
0,3.83,18.7600002288818,0.187600002288818,1,5,1.25
0,1.17,22.193000793457,0.22193000793457,1,5,1.25
1,1.41,17.003999710083,0.17003999710083,0,0,0
0,0.57,7.80399990081787,0.0780399990081787,0,0,0
1,1.93,15.0100002288818,0.150100002288818,0,0,0
1,1.19,79.9440002441406,0.799440002441406,0,4,1
0,0.74,43.5690002441406,0.435690002441406,0,8,2
1,0.71,24.2119998931885,0.242119998931885,0,0,0
1,0.94,11.5190000534058,0.115190000534058,0,3,0.75
1,1.52,40.6310005187988,0.406310005187988,1,7,1.75
1,2.67,40.6360015869141,0.406360015869141,0,12,3
1,1.56,29.0359992980957,0.290359992980957,0,9,2.25
1,2.35,19.2649993896484,0.192649993896484,1,8,2
1,2.61,32.7869987487793,0.327869987487793,1,0,0
0,1.23,33.0519981384277,0.330519981384277,1,0,0
1,1.82,44.2150001525879,0.442150001525879,0,5,1.25
0,1.42,67.2480010986328,0.672480010986328,0,0,0
1,0.66,17.3509998321533,0.173509998321533,1,0,0
1,1.97,48.3689994812012,0.483689994812012,0,12,3
1,0.92,147.863998413086,1.47863998413086,0,0,0
0,2,130.873992919922,1.30873992919922,1,0,0
0,0.94,9.78699970245361,0.0978699970245361,0,0,0
0,1.9,177.330993652344,1.77330993652344,1,10,2.5
1,2.26,218.542007446289,2.18542007446289,0,10,2.5
0,1.79,307.790985107422,3.07790985107422,1,0,0
1,3.11,272.380004882812,2.72380004882812,0,10,2.5
1,4.48,29.0069999694824,0.290069999694824,0,0,0
0,0.68,26.2150001525879,0.262150001525879,0,7,1.75
0,2.21,35.2239990234375,0.352239990234375,0,10,2.5
1,2.41,37.4609985351562,0.374609985351562,0,4,1
1,2.25,9.57400035858154,0.0957400035858154,1,7,1.75
0,1.32,50.2459983825684,0.502459983825684,0,0,0
0,0.53,15.2889995574951,0.152889995574951,0,0,0
0,0.61,19.1609992980957,0.191609992980957,0,0,0
0,0.64,31.1219997406006,0.311219997406006,0,5,1.25
0,2.5,32.9630012512207,0.329630012512207,0,5,1.25
0,0.99,30.4220008850098,0.304220008850098,0,0,0
1,3.23,40.2210006713867,0.402210006713867,0,0,0
1,0.78,47.1319999694824,0.471319999694824,1,12,3
1,0.72,59.2760009765625,0.592760009765625,1,12,3
1,0.89,31.261999130249,0.31261999130249,0,12,3
1,2.94,28.1900005340576,0.281900005340576,0,5,1.25
0,1.64,20.5440006256104,0.205440006256104,1,0,0
1,1.18,20.5820007324219,0.205820007324219,1,0,0
0,0.68,38.2610015869141,0.382610015869141,1,0,0
0,1.42,48.273998260498,0.48273998260498,0,8,2
0,0.69,56.5579986572266,0.565579986572266,1,5,1.25
0,1.97,34.7109985351562,0.347109985351563,1,12,3
1,2.92,44.4329986572266,0.444329986572266,1,5,1.25
0,0.97,90.8109970092773,0.908109970092773,0,0,0
0,2.42,83.0550003051758,0.830550003051758,1,0,0
1,7.48,127.387001037598,1.27387001037598,1,0,0
0,7.28,114.690002441406,1.14690002441406,1,0,0
0,2.04,97.5329971313477,0.975329971313477,1,0,0
1,1.34,79.5879974365234,0.795879974365234,1,7,1.75
0,1.84,94.7559967041016,0.947559967041016,0,8,2
0,1.94,73.3629989624023,0.733629989624023,0,5,1.25
0,1.72,95.3030014038086,0.953030014038086,1,5,1.25
0,3.49,149.992004394531,1.49992004394531,0,10,2.5
0,2.25,148.714996337891,1.48714996337891,0,10,2.5
1,3.89,163.041000366211,1.63041000366211,1,7,1.75
1,1.65,79.556999206543,0.79556999206543,1,8,2
1,3.21,69.8079986572266,0.698079986572266,1,6,1.5
1,2.81,102.332000732422,1.02332000732422,1,12,3
0,2.12,79.4800033569336,0.794800033569336,1,8,2
1,1.06,91.4410018920898,0.914410018920898,1,12,3
0,1.3,92.4899978637695,0.924899978637695,0,3,0.75
1,2.23,81.9759979248047,0.819759979248047,0,8,2
0,2.2,74.5110015869141,0.745110015869141,1,9,2.25
1,0.73,14.7119998931885,0.147119998931885,1,0,0
1,1.78,29.1989994049072,0.291989994049072,0,5,1.25
0,7.79,16.9300003051758,0.169300003051758,0,0,0
1,4.84,14.6440000534058,0.146440000534058,1,0,0
0,3.9,30.2140007019043,0.302140007019043,1,0,0
0,3.21,34.8199996948242,0.348199996948242,1,0,0
0,2.33,42.9720001220703,0.429720001220703,1,0,0
0,0.89,34.7569999694824,0.347569999694824,1,0,0
1,2.37,17.3819999694824,0.173819999694824,0,0,0
1,2.54,21.8880004882812,0.218880004882813,0,15,3.75
1,3.37,72.8450012207031,0.728450012207031,0,15,3.75
1,2.56,48.9090003967285,0.489090003967285,1,7,1.75
1,4.92,45.7610015869141,0.457610015869141,0,0,0
1,4.96,53.765998840332,0.53765998840332,0,0,0
0,6.89,54.3919982910156,0.543919982910156,1,0,0
1,2.38,41.9000015258789,0.419000015258789,0,0,0
1,6.32,55.2529983520508,0.552529983520508,1,0,0
1,2.9,19.4080009460449,0.194080009460449,0,9,2.25
1,5.2,23.2950000762939,0.232950000762939,0,0,0
1,1.05,16.4650001525879,0.164650001525879,1,0,0
1,1.09,17.5709991455078,0.175709991455078,1,10,2.5
1,1.61,9.6569995880127,0.0965699958801269,0,6,1.5
1,2.03,9.23499965667725,0.0923499965667725,0,12,3
1,0.82,17.2859992980957,0.172859992980957,0,0,0
1,0.67,5.32800006866455,0.0532800006866455,0,13,3.25
0,1.91,4.55299997329712,0.0455299997329712,1,3,0.75
1,1.49,35.601001739502,0.35601001739502,0,14,3.5
0,2.08,13.4079999923706,0.134079999923706,1,0,0
0,1.99,22.2840003967285,0.222840003967285,0,10,2.5
0,2.38,38.8370018005371,0.388370018005371,0,4,1
1,1.87,50.632999420166,0.50632999420166,0,0,0
1,0.98,23.4729995727539,0.234729995727539,0,0,0
0,2.32,25.181999206543,0.25181999206543,0,0,0
1,2.74,34.8300018310547,0.348300018310547,1,0,0
1,3.21,30.375,0.30375,0,9,2.25
1,1.4,32.0060005187988,0.320060005187988,1,9,2.25
0,0.79,13.9289999008179,0.139289999008179,0,0,0
1,1.09,20.0330009460449,0.200330009460449,1,0,0
1,1.1,24.0419998168945,0.240419998168945,1,7,1.75
1,0.64,12.8730001449585,0.128730001449585,0,0,0
1,1.36,6.99300003051758,0.0699300003051758,0,0,0
1,1.84,16.2609996795654,0.162609996795654,0,0,0
0,2.32,16.3430004119873,0.163430004119873,0,9,2.25
1,3.35,13.6569995880127,0.136569995880127,0,12,3
0,1.72,20.0259990692139,0.200259990692139,0,5,1.25
0,1.72,15.0410003662109,0.150410003662109,0,10,2.5
1,1.97,27.6480007171631,0.276480007171631,0,8,2
0,0.72,55.1259994506836,0.551259994506836,0,5,1.25
1,1.15,40.8470001220703,0.408470001220703,1,10,2.5
0,1.76,19.5849990844727,0.195849990844727,1,4,1
1,2.64,56.2280006408691,0.562280006408691,1,0,0
0,1.71,43.2799987792969,0.432799987792969,1,0,0
1,2.98,42.0099983215332,0.420099983215332,0,5,1.25
1,0.55,21.4160003662109,0.214160003662109,1,0,0
1,2.13,21.5949993133545,0.215949993133545,0,0,0
1,3.96,12.3529996871948,0.123529996871948,1,0,0
1,2.3,12.4209995269775,0.124209995269775,1,5,1.25
1,4.79,8.1569995880127,0.0815699958801269,0,0,0
1,1.17,11.5769996643066,0.115769996643066,0,6,1.5
0,5.07,30.8500003814697,0.308500003814697,0,0,0
1,3.01,64.2919998168945,0.642919998168945,0,9,2.25
1,1.73,28.7520008087158,0.287520008087158,1,3,0.75
0,2.51,24.2759990692139,0.242759990692139,1,9,2.25
0,0.63,15.2659997940063,0.152659997940063,0,11,2.75
0,1.18,9.19299983978271,0.0919299983978271,1,8,2
1,0.8,23.8299999237061,0.238299999237061,1,0,0
1,6.59,26.5349998474121,0.265349998474121,1,5,1.25
1,2.81,14.9569997787476,0.149569997787476,1,5,1.25
1,1.9,11.793999671936,0.11793999671936,0,9,2.25
1,3.9,29.8929996490479,0.298929996490479,1,0,0
1,5.58,20.3589992523193,0.203589992523193,0,5,1.25
1,3.49,43.5670013427734,0.435670013427734,0,3,0.75
1,3.09,30.4309997558594,0.304309997558594,0,5,1.25
0,3.92,41.6080017089844,0.416080017089844,0,5,1.25
0,1.02,47.9560012817383,0.479560012817383,1,0,0
1,1.35,26.7830009460449,0.267830009460449,0,0,0
1,0.98,42.3250007629395,0.423250007629395,1,0,0
1,1.12,78.9489974975586,0.789489974975586,1,5,1.25
1,0.82,80.5690002441406,0.805690002441406,1,5,1.25
1,0.99,80.3239974975586,0.803239974975586,1,7,1.75
1,1.38,54.9269981384277,0.549269981384277,0,5,1.25
1,0.91,54.3899993896484,0.543899993896484,0,4,1
1,1.27,41.5950012207031,0.415950012207031,0,5,1.25
0,1.1,57.1139984130859,0.571139984130859,0,5,1.25
0,0.64,26.4449996948242,0.264449996948242,0,5,1.25
1,0.89,21.6149997711182,0.216149997711182,1,0,0
0,0.78,11.1429996490479,0.111429996490479,0,8,2
1,0.64,17.0100002288818,0.170100002288818,1,8,2
0,0.73,8.41300010681152,0.0841300010681152,1,2,0.5
1,0.68,4.2189998626709,0.042189998626709,1,0,0
1,2.33,20.7059993743896,0.207059993743896,1,3,0.75
1,2.44,24.5359992980957,0.245359992980957,1,2,0.5
1,2.1,5.95100021362305,0.0595100021362305,1,2,0.5
1,1.9,7.15799999237061,0.0715799999237061,1,0,0
1,0.52,23.8099994659424,0.238099994659424,1,0,0
1,4.05,87.2399978637695,0.872399978637695,0,5,1.25
1,4.94,12.4930000305176,0.124930000305176,1,8,2
1,5.73,3.0699999332428,0.030699999332428,1,12,3
1,3.5,77.2289962768555,0.772289962768555,1,7,1.75
1,2.07,46.2890014648438,0.462890014648437,1,4,1
1,2.52,47.9659996032715,0.479659996032715,1,7,1.75
0,2.71,41.6640014648438,0.416640014648437,1,5,1.25
1,2.47,61.1809997558594,0.611809997558594,1,2,0.5
1,0.78,67.2259979248047,0.672259979248047,0,5,1.25
1,3.28,44.4249992370605,0.444249992370605,1,5,1.25
1,2.29,14.7550001144409,0.147550001144409,1,7,1.75
1,1.11,8.76900005340576,0.0876900005340576,1,5,1.25
1,2.39,29.7700004577637,0.297700004577637,0,3,0.75
1,3.17,17.0440006256104,0.170440006256104,1,0,0
1,2.04,22.6959991455078,0.226959991455078,1,10,2.5
1,1.26,26.4300003051758,0.264300003051758,1,3,0.75
1,2.64,50.3720016479492,0.503720016479492,1,12,3
1,2.67,49.5859985351562,0.495859985351563,1,0,0
1,1.64,75.3059997558594,0.753059997558594,0,9,2.25
1,1.91,41.851001739502,0.41851001739502,0,10,2.5
1,2.15,19.5860004425049,0.195860004425049,1,4,1
1,1.9,46.1889991760254,0.461889991760254,1,5,1.25
1,1.66,35.8880004882812,0.358880004882813,0,0,0
1,2.06,26.2140007019043,0.262140007019043,1,0,0
1,1.1,16.9750003814697,0.169750003814697,0,5,1.25
0,1.28,45.4720001220703,0.454720001220703,0,0,0
1,2.34,46.3040008544922,0.463040008544922,1,8,2
1,2.51,56.9049987792969,0.569049987792969,1,0,0
1,3.4,50.6920013427734,0.506920013427734,1,3,0.75
1,3.08,34.2869987487793,0.342869987487793,0,0,0
1,2.1,9.07999992370605,0.0907999992370605,1,5,1.25
0,0.77,18.2730007171631,0.182730007171631,1,5,1.25
1,5.04,100.138000488281,1.00138000488281,0,3,0.75
1,4.07,73.0439987182617,0.730439987182617,0,12,3
1,7.37,59.5449981689453,0.595449981689453,1,4,1
1,8.79,32.9259986877441,0.329259986877441,0,6,1.5
0,3.52,47.0629997253418,0.470629997253418,0,3,0.75
1,3.59,15.3030004501343,0.153030004501343,0,4,1
1,3.87,18.7730007171631,0.187730007171631,0,10,2.5
1,2.68,29.9500007629395,0.299500007629395,0,2,0.5
1,5.48,41.4259986877441,0.414259986877441,0,6,1.5
1,3.72,0.649999976158142,0.00649999976158142,0,4,1
1,5.54,8.67599964141846,0.0867599964141846,0,5,1.25
1,5.8,17.3729991912842,0.173729991912842,0,3,0.75
1,6.08,32.3330001831055,0.323330001831055,0,12,3
1,3.8,17.3509998321533,0.173509998321533,0,0,0
1,2.15,24.8859996795654,0.248859996795654,1,0,0
1,2.74,40.3190002441406,0.403190002441406,0,0,0
1,2.5,42.1360015869141,0.421360015869141,1,0,0
1,2.98,17.6100006103516,0.176100006103516,1,8,2
1,2.26,17.0049991607666,0.170049991607666,1,0,0
1,0.67,15.5959997177124,0.155959997177124,1,4,1
1,2.4,38.6459999084473,0.386459999084473,1,0,0
1,1.02,83.8089981079102,0.838089981079102,1,0,0
1,1.1,76.4420013427734,0.764420013427734,1,0,0
1,2.75,61.2159996032715,0.612159996032715,1,0,0
1,1.83,55.3619995117188,0.553619995117188,1,5,1.25
1,0.82,39.9809989929199,0.399809989929199,1,0,0
0,0.75,46.5509986877441,0.465509986877441,1,5,1.25
1,1.25,37.0009994506836,0.370009994506836,1,7,1.75
1,1.05,32.5820007324219,0.325820007324219,1,0,0
1,0.83,22.7590007781982,0.227590007781982,1,5,1.25
1,1.13,4.96299982070923,0.0496299982070923,0,5,1.25
1,1.12,53.1259994506836,0.531259994506836,0,0,0
0,1.35,22.7849998474121,0.227849998474121,1,5,1.25
1,1.25,27.5890007019043,0.275890007019043,1,3,0.75
1,2.25,53.4010009765625,0.534010009765625,0,0,0
1,1.97,69.4489974975586,0.694489974975586,0,2,0.5
1,1.68,39.5610008239746,0.395610008239746,0,5,1.25
0,0.54,23.4650001525879,0.234650001525879,1,2,0.5
1,0.64,16.3010005950928,0.163010005950928,1,5,1.25
1,0.8,42.0229988098145,0.420229988098145,0,2,0.5
1,1.1,13.75,0.1375,0,0,0
1,2.14,19.253999710083,0.19253999710083,1,4,1
1,3.96,16.9659996032715,0.169659996032715,0,10,2.5
1,0.76,23.5060005187988,0.235060005187988,0,8,2
1,5.28,52.3009986877441,0.523009986877441,0,4,1
1,1.89,56.0260009765625,0.560260009765625,0,3,0.75
1,1.71,0.591000020503998,0.00591000020503998,1,0,0
1,1.46,24.5359992980957,0.245359992980957,0,5,1.25
1,3.45,37.7729988098145,0.377729988098145,0,10,2.5
0,2.92,65.5950012207031,0.655950012207031,0,5,1.25
0,4.4,35.7939987182617,0.357939987182617,0,5,1.25
1,4.99,4.96999979019165,0.0496999979019165,0,5,1.25
