MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2008,49,4501160,2216356,2284804,1808627,1826118,263060,297696,22522,23376,92289,105463,3817,3685,26041,28466,1962972,2031666,1579127,1597972,253454,286789,15592,16893,90125,103216,3106,3027,21568,23769,253384,253138,229500,228146,9606,10907,6930,6483,2164,2247,711,658,4473,4697
7,2008,50,4471128,2197224,2273904,1797786,1826372,256049,288506,22259,22758,91921,105388,3659,3381,25550,27499,1958281,2033328,1581854,1609766,246880,278022,15497,16700,89985,103279,2937,2754,21128,22807,238943,240576,215932,216606,9169,10484,6762,6058,1936,2109,722,627,4422,4692
7,2008,51,4464006,2189639,2274367,1796054,1828522,255838,290100,21250,22378,88321,103336,3433,3530,24743,26501,1957856,2039265,1585982,1616140,246702,279989,15078,16636,86455,101397,2846,2859,20793,22244,231783,235102,210072,212382,9136,10111,6172,5742,1866,1939,587,671,3950,4257
7,2008,52,4264599,2084700,2179899,1712615,1751380,239689,275036,19945,21187,85938,103203,3222,3557,23291,25536,1869143,1957892,1517250,1550911,231247,265505,14112,15789,84221,101298,2659,2882,19654,21507,215557,222007,195365,200469,8442,9531,5833,5398,1717,1905,563,675,3637,4029
7,2008,53,4306809,2113819,2192990,1737393,1765057,241997,276056,20198,20629,88228,103248,3278,3267,22725,24733,1898932,1975380,1542893,1568596,233312,266508,14468,15482,86512,101256,2635,2708,19112,20830,214887,217610,194500,196461,8685,9548,5730,5147,1716,1992,643,559,3613,3903
7,2008,54,4132932,2013539,2119393,1664375,1716185,224383,259880,18775,20164,81854,96822,2960,3240,21192,23102,1819180,1916256,1488634,1532779,216525,251232,13577,15163,80252,95010,2473,2720,17719,19352,194359,203137,175741,183406,7858,8648,5198,5001,1602,1812,487,520,3473,3750
7,2008,55,3949524,1913592,2035932,1591098,1659067,205116,240108,17118,18375,77487,93783,2717,2895,20056,21704,1736968,1845262,1430494,1485705,198316,232552,12539,14007,76068,92181,2269,2397,17282,18420,176624,190670,160604,173362,6800,7556,4579,4368,1419,1602,448,498,2774,3284
7,2008,56,3850704,1870156,1980548,1561614,1616047,196654,234465,16292,17182,74527,89582,2640,2650,18429,20622,1702544,1802303,1408980,1453976,190156,227258,12183,13128,73252,88094,2154,2246,15819,17601,167612,178245,152634,162071,6498,7207,4109,4054,1275,1488,486,404,2610,3021
7,2008,57,3733201,1807079,1926122,1507193,1571297,193806,229796,15523,16478,70566,86514,2556,2618,17435,19419,1646341,1755061,1360580,1415760,187736,222815,11669,12732,69249,85088,2159,2205,14948,16461,160738,171061,146613,155537,6070,6981,3854,3746,1317,1426,397,413,2487,2958
7,2008,58,3722427,1804202,1918225,1499565,1559316,194798,229318,15521,16155,74661,91713,2524,2605,17133,19118,1645995,1747188,1355106,1403748,188781,221998,11763,12593,73377,90302,2153,2174,14815,16373,158207,171037,144459,155568,6017,7320,3758,3562,1284,1411,371,431,2318,2745
7,2008,59,3558712,1717301,1841411,1444222,1514141,173110,209253,13923,15049,67774,82943,2195,2338,16077,17687,1576740,1687581,1315930,1373825,167641,203072,10698,11741,66763,81734,1883,2004,13825,15205,140561,153830,128292,140316,5469,6181,3225,3308,1011,1209,312,334,2252,2482
7,2008,60,3476545,1674280,1802265,1421654,1498939,158377,192272,13366,14072,63440,77757,2118,2141,15325,17084,1544643,1657048,1303252,1366235,153567,186511,10378,11169,62494,76603,1768,1789,13184,14741,129637,145217,118402,132704,4810,5761,2988,2903,946,1154,350,352,2141,2343
7,2008,61,3694987,1783203,1911784,1537661,1618629,154095,186729,13784,14084,60422,72964,1972,2094,15269,17284,1656758,1770078,1421976,1489081,149506,181109,10747,11143,59461,71847,1704,1768,13364,15130,126445,141706,115685,129548,4589,5620,3037,2941,961,1117,268,326,1905,2154
7,2008,62,2757325,1321417,1435908,1121300,1192951,123995,153847,10387,10861,52000,62871,1828,1888,11907,13490,1210969,1310628,1020077,1078293,119894,148769,7955,8505,51240,61961,1541,1604,10262,11496,110448,125280,101223,114658,4101,5078,2432,2356,760,910,287,284,1645,1994
7,2008,63,2744863,1313243,1431620,1116605,1191504,123202,153746,10013,11015,50183,60840,1744,1782,11496,12733,1207734,1312367,1019476,1081776,119545,149346,7796,8719,49444,59937,1497,1534,9976,11055,105509,119253,97129,109728,3657,4400,2217,2296,739,903,247,248,1520,1678
7,2008,64,2668775,1270827,1397948,1089443,1176605,113382,142115,9305,10047,46724,55356,1550,1619,10423,12206,1177314,1286593,1003398,1073983,109925,138066,7328,7995,46131,54529,1358,1401,9174,10619,93513,111355,86045,102622,3457,4049,1977,2052,593,827,192,218,1249,1587
7,2008,65,2751913,1303557,1448356,1127552,1229727,110980,142837,9128,9783,43856,52348,1425,1476,10616,12185,1214643,1341196,1045837,1131435,107648,138574,7330,7815,43228,51521,1232,1273,9368,10578,88914,107160,81715,98292,3332,4263,1798,1968,628,827,193,203,1248,1607
7,2008,66,2416007,1138633,1277374,979722,1077801,98733,129122,7900,8816,41820,50054,1306,1280,9152,10301,1058168,1181010,905368,988971,95943,125495,6336,7094,41285,49350,1135,1120,8101,8980,80465,96364,74354,88830,2790,3627,1564,1722,535,704,171,160,1051,1321
7,2008,67,2235669,1048799,1186870,899000,997568,92917,123000,7526,8071,39942,47154,1174,1299,8240,9778,972472,1094812,828553,912778,90168,119403,6012,6518,39406,46586,1032,1064,7301,8463,76327,92058,70447,84790,2749,3597,1514,1553,536,568,142,235,939,1315
7,2008,68,2160024,1009620,1150404,859834,962217,93762,123186,7243,7756,39578,46333,1117,1334,8086,9578,935231,1059300,791261,877969,90976,119862,5832,6263,39025,45703,957,1136,7180,8367,74389,91104,68573,84248,2786,3324,1411,1493,553,630,160,198,906,1211
7,2008,69,2030734,945830,1084904,813551,917421,81577,109339,6377,7201,35931,41407,1001,1099,7393,8437,878052,1000675,750898,839631,79217,106098,5108,5805,35433,40802,886,936,6510,7403,67778,84229,62653,77790,2360,3241,1269,1396,498,605,115,163,883,1034
7,2008,70,1953328,901774,1051554,777543,889411,76994,105664,5950,6833,33383,40206,944,1113,6960,8327,838247,971195,718798,815425,74759,102559,4789,5394,32952,39648,804,935,6145,7234,63527,80359,58745,73986,2235,3105,1161,1439,431,558,140,178,815,1093
7,2008,71,1841560,845857,995703,728803,842643,73354,100268,5313,6282,31396,37947,834,983,6157,7580,786638,919043,674015,771847,71205,97383,4264,4964,31020,37406,709,868,5425,6575,59219,76660,54788,70796,2149,2885,1049,1318,376,541,125,115,732,1005
7,2008,72,1776463,807647,968816,697988,820798,68849,97884,5025,5874,29063,36302,736,886,5986,7072,751914,895644,646344,753039,66877,95131,4028,4786,28731,35832,627,732,5307,6124,55733,73172,51644,67759,1972,2753,997,1088,332,470,109,154,679,948
7,2008,73,1758650,792997,965653,686951,818960,67370,97502,4620,5832,27761,35420,749,919,5546,7020,738079,893425,635864,751928,65452,94929,3767,4665,27411,34968,680,764,4905,6171,54918,72228,51087,67032,1918,2573,853,1167,350,452,69,155,641,849
7,2008,74,1581331,706721,874610,613601,743364,58701,86986,4046,5036,24624,32054,724,805,5025,6365,658358,810805,568707,684336,57040,84665,3229,3972,24325,31634,632,660,4425,5538,48363,63805,44894,59028,1661,2321,817,1064,299,420,92,145,600,827
7,2008,75,1541027,679687,861340,594244,735582,53972,83191,3746,4771,22489,31015,576,660,4660,6121,636289,801160,553848,679837,52527,80915,3013,3831,22216,30602,487,574,4198,5401,43398,60180,40396,55745,1445,2276,733,940,273,413,89,86,462,720
7,2008,76,1518327,664284,854043,584657,735458,50525,78827,3401,4517,20876,28783,575,701,4250,5757,621650,795219,544796,680767,49189,76787,2754,3611,20644,28371,480,606,3787,5077,42634,58824,39861,54691,1336,2040,647,906,232,412,95,95,463,680
7,2008,77,1472006,635582,836424,563927,726138,45092,72728,3074,3982,19161,27601,497,597,3831,5378,595630,780683,526551,674225,43850,70767,2434,3165,18965,27246,429,504,3401,4776,39952,55741,37376,51913,1242,1961,640,817,196,355,68,93,430,602
7,2008,78,1464084,621852,842232,550388,729208,45027,75416,3041,4001,19168,27473,482,607,3746,5527,582451,786229,513559,677069,43804,73483,2410,3130,18916,27140,416,533,3346,4874,39401,56003,36829,52139,1223,1933,631,871,252,333,66,74,400,653
7,2008,79,1350299,565841,784458,504650,684022,38236,66936,2475,3641,16605,24478,405,533,3470,4848,531390,734038,472411,637109,37186,65240,1925,2821,16437,24154,353,450,3078,4264,34451,50420,32239,46913,1050,1696,550,820,168,324,52,83,392,584
7,2008,80,1294601,531699,762902,476470,669406,34497,62368,2267,3229,14980,22820,386,499,3099,4580,500357,716916,447070,626553,33601,60736,1793,2592,14801,22552,335,430,2757,4053,31342,45986,29400,42853,896,1632,474,637,179,268,51,69,342,527
7,2008,81,1232307,496116,736191,445331,647762,32035,59932,2055,2913,13601,20669,295,528,2799,4387,468210,694516,419162,608892,31177,58525,1638,2340,13451,20420,261,455,2521,3884,27906,41675,26169,38870,858,1407,417,573,150,249,34,73,278,503
7,2008,82,1136851,444700,692151,399585,610606,28739,55377,1726,2741,11920,18965,249,398,2481,4064,420015,653321,376361,574399,28005,54077,1377,2172,11814,18729,207,333,2251,3611,24685,38830,23224,36207,734,1300,349,569,106,236,42,65,230,453
7,2008,83,1086404,415006,671398,372964,594569,26278,52516,1655,2612,11549,17563,242,323,2318,3815,392800,635245,352096,560903,25680,51217,1336,2100,11420,17332,212,277,2056,3416,22206,36153,20868,33666,598,1299,319,512,129,231,30,46,262,399
7,2008,84,980196,364892,615304,329251,548865,22155,45356,1434,2204,10003,15210,191,328,1858,3341,345441,584157,311013,519790,21601,44305,1106,1736,9882,15031,163,278,1676,3017,19451,31147,18238,29075,554,1051,328,468,121,179,28,50,182,324
7,2008,85,5195840,1662814,3533026,1502575,3165519,99092,259719,5692,11217,45687,76827,877,1698,8891,18046,1580795,3376936,1425962,3020072,96573,254124,4440,9148,45212,75929,710,1452,7898,16211,82019,156090,76613,145447,2519,5595,1252,2069,475,898,167,246,993,1835
7,2009,999,306771529,150807454,155964075,119242290,121792109,19033988,20868282,1835413,1801353,7071165,7762568,334459,323524,3290139,3416239,125743410,131700630,96967512,100307037,17938016,19718576,1110569,1141839,6835430,7526044,245873,241715,2646010,2765419,25064044,24263445,22274778,21485072,1095972,1149706,724844,659514,235735,236524,88586,81809,644129,650820
7,2009,0,4003587,2044418,1959169,1483496,1415456,309826,302600,32642,32023,95626,89738,5972,5690,116856,113662,1519586,1451975,1034546,981898,280449,274273,17716,17373,89574,83961,3954,3716,93347,90754,524832,507194,448950,433558,29377,28327,14926,14650,6052,5777,2018,1974,23509,22908
7,2009,1,4078797,2080878,1997919,1514516,1448288,315982,307951,32591,31866,97491,93655,5957,5886,114341,110273,1549912,1487160,1057623,1009654,286911,279407,17894,17580,91656,88228,4041,4018,91787,88273,530966,510759,456893,438634,29071,28544,14697,14286,5835,5427,1916,1868,22554,22000
7,2009,2,4103002,2097732,2005270,1534818,1460538,316886,307182,32994,31284,95967,92791,5954,5750,111113,107725,1565738,1497388,1076947,1023151,287759,279471,18018,17622,90162,87175,3884,3709,88968,86260,531994,507882,457871,437387,29127,27711,14976,13662,5805,5616,2070,2041,22145,21465
7,2009,3,4025675,2056282,1969393,1514175,1443393,303707,295443,32021,30637,95248,92328,5877,5681,105254,101911,1544854,1477577,1073623,1019374,275617,268197,17715,17256,89442,87089,3874,3739,84583,81922,511428,491816,440552,424019,28090,27246,14306,13381,5806,5239,2003,1942,20671,19989
7,2009,4,4033457,2062779,1970678,1523643,1447463,301345,291845,32261,31377,97698,95849,5924,5843,101908,98301,1559718,1489792,1087461,1030772,276028,267601,17748,17564,92215,90579,3914,3825,82352,79451,503061,480886,436182,416691,25317,24244,14513,13813,5483,5270,2010,2018,19556,18850
7,2009,5,4070265,2078709,1991556,1547705,1472981,297474,289174,31655,30589,97292,97427,5750,5439,98833,95946,1587337,1520082,1115360,1059039,277142,269164,17934,17080,92317,92783,4013,3844,80571,78172,491372,471474,432345,413942,20332,20010,13721,13509,4975,4644,1737,1595,18262,17774
7,2009,6,4018200,2051558,1966642,1528914,1456200,295604,286608,30642,30702,96696,96692,5563,5111,94139,91329,1572022,1504948,1108008,1051670,274425,266233,17418,16933,91920,92196,3966,3622,76285,74294,479536,461694,420906,404530,21179,20375,13224,13769,4776,4496,1597,1489,17854,17035
7,2009,7,4017024,2048522,1968502,1526230,1456091,302627,295264,31027,29656,92920,93989,5346,5158,90372,88344,1574531,1511279,1111220,1055685,280069,273436,17665,17208,88209,89510,3781,3606,73587,71834,473991,457223,415010,400406,22558,21828,13362,12448,4711,4479,1565,1552,16785,16510
7,2009,8,4089946,2087842,2002104,1553107,1479999,313287,304115,31663,30253,94552,94433,5605,5364,89628,87940,1614928,1548338,1141799,1085740,288756,280409,17956,17171,89707,89746,3856,3654,72854,71618,472914,453766,411308,394259,24531,23706,13707,13082,4845,4687,1749,1710,16774,16322
7,2009,9,3987064,2041124,1945940,1524183,1443086,307385,297070,30851,29467,88705,88214,5176,5149,84824,82954,1589959,1516161,1130836,1069364,284662,275202,17748,16851,83902,83668,3542,3432,69269,67644,451165,429779,393347,373722,22723,21868,13103,12616,4803,4546,1634,1717,15555,15310
7,2009,10,4133090,2113518,2019572,1576446,1497637,323182,311458,32234,31543,89870,90332,5724,5266,86062,83336,1657430,1579945,1177923,1114416,300709,289513,19068,18368,85319,85872,4087,3735,70324,68041,456088,439627,398523,383221,22473,21945,13166,13175,4551,4460,1637,1531,15738,15295
7,2009,11,4066605,2080465,1986140,1555709,1476908,317036,306163,30983,30401,89718,88200,5378,4918,81641,79550,1628794,1553177,1159973,1098514,295133,285136,18286,17564,85170,83831,3811,3499,66421,64633,451671,432963,395736,378394,21903,21027,12697,12837,4548,4369,1567,1419,15220,14917
7,2009,12,4110576,2100432,2010144,1573163,1497040,318926,309311,31428,30686,92109,90501,5420,5107,79386,77499,1650078,1578647,1177947,1119194,297382,288195,18300,18036,87617,86095,3851,3634,64981,63493,450354,431497,395216,377846,21544,21116,13128,12650,4492,4406,1569,1473,14405,14006
7,2009,13,4164413,2131163,2033250,1600361,1516272,322267,313014,31718,30673,93273,91598,5466,5102,78078,76591,1680798,1602337,1205364,1138594,300638,292451,18628,18020,88805,87368,3879,3660,63484,62244,450365,430913,394997,377678,21629,20563,13090,12653,4468,4230,1587,1442,14594,14347
7,2009,14,4185880,2146254,2039626,1608107,1520249,333172,321232,31817,30282,92262,89166,5581,5294,75315,73403,1697682,1612465,1214010,1145783,311602,300464,18800,17861,87971,84697,3936,3689,61363,59971,448572,427161,394097,374466,21570,20768,13017,12421,4291,4469,1645,1605,13952,13432
7,2009,15,4259907,2185191,2074716,1629847,1538710,348688,337030,33124,31730,94447,89017,5603,5594,73482,72635,1735352,1646278,1234472,1163417,327014,315761,19933,18988,89940,84824,4100,4059,59893,59229,449839,428438,395375,375293,21674,21269,13191,12742,4507,4193,1503,1535,13589,13406
7,2009,16,4365338,2243808,2121530,1671056,1571494,366260,350229,33938,32484,95656,90981,5604,5448,71294,70894,1786177,1691786,1268449,1194352,344040,329306,20576,19731,91157,86666,3995,3907,57960,57824,457631,429744,402607,377142,22220,20923,13362,12753,4499,4315,1609,1541,13334,13070
7,2009,17,4421341,2273583,2147758,1696934,1594361,368366,353519,35383,33384,97720,91719,6001,5531,69179,69244,1812580,1719617,1290746,1218998,346253,332482,21583,20570,93357,87268,4338,3987,56303,56312,461003,428141,406188,375363,22113,21037,13800,12814,4363,4451,1663,1544,12876,12932
7,2009,18,4534634,2326121,2208513,1735047,1636667,376780,365057,36466,33434,103791,98525,6344,6125,67693,68705,1856915,1778509,1323374,1261701,353453,342497,21763,20441,99246,93849,4421,4361,54658,55660,469206,430004,411673,374966,23327,22560,14703,12993,4545,4676,1923,1764,13035,13045
7,2009,19,4611590,2359536,2252054,1762239,1668528,376978,371394,36148,32708,112510,106607,6658,6057,65003,66760,1891035,1827545,1351495,1298380,353710,348548,21402,20327,107594,101944,4790,4460,52044,53886,468501,424509,410744,370148,23268,22846,14746,12381,4916,4663,1868,1597,12959,12874
7,2009,20,4383628,2242042,2141586,1684393,1591951,344727,343141,34214,30747,113806,108878,6821,6135,58081,60734,1791387,1744561,1289134,1245523,322628,322002,19581,19246,108976,104352,4853,4443,46215,48995,450655,397025,395259,346428,22099,21139,14633,11501,4830,4526,1968,1692,11866,11739
7,2009,21,4307414,2201022,2106392,1666297,1572977,326602,329820,33719,29970,112882,110410,6666,6095,54856,57120,1752817,1712742,1271661,1229369,305348,308528,19349,18283,108336,105893,4792,4561,43331,46108,448205,393650,394636,343608,21254,21292,14370,11687,4546,4517,1874,1534,11525,11012
7,2009,22,4217667,2156791,2060876,1647372,1550861,307526,312446,32510,28980,110498,107600,6589,5883,52296,55106,1709768,1673428,1252732,1212401,287064,291770,18120,17401,106260,103319,4633,4348,40959,44189,447023,387448,394640,338460,20462,20676,14390,11579,4238,4281,1956,1535,11337,10917
7,2009,23,4230115,2161622,2068493,1658765,1560093,300387,309131,32396,28351,113664,111769,6887,6029,49523,53120,1710857,1680052,1259650,1219640,280199,288820,18105,17279,109434,107674,4888,4445,38581,42194,450765,388441,399115,340453,20188,20311,14291,11072,4230,4095,1999,1584,10942,10926
7,2009,24,4245298,2163232,2082066,1665561,1574543,294447,304092,31970,28833,116182,117044,6884,6017,48188,51537,1707004,1687997,1261620,1228417,274330,283933,17188,17240,111708,112885,4792,4529,37366,40993,456228,394069,403941,346126,20117,20159,14782,11593,4474,4159,2092,1488,10822,10544
7,2009,25,4204602,2136055,2068547,1643532,1557669,287105,300976,31186,28198,120583,125213,6829,6122,46820,50369,1679752,1673078,1239468,1210106,266794,280745,16787,16865,116243,121147,4748,4512,35712,39703,456303,395469,404064,347563,20311,20231,14399,11333,4340,4066,2081,1610,11108,10666
7,2009,26,4197922,2123441,2074481,1638892,1564196,279911,297458,31484,28010,121118,129643,6343,5883,45693,49291,1670722,1675979,1237565,1213390,260225,277313,16836,16603,116622,125687,4398,4320,35076,38666,452719,398502,401327,350806,19686,20145,14648,11407,4496,3956,1945,1563,10617,10625
7,2009,27,4250014,2131764,2118250,1645808,1589533,279184,306943,30268,27490,124416,137616,6787,6310,45301,50358,1673242,1709232,1238692,1230201,258979,285587,15952,15955,120180,133418,4814,4723,34625,39348,458522,409018,407116,359332,20205,21356,14316,11535,4236,4198,1973,1587,10676,11010
7,2009,28,4250613,2126324,2124289,1645357,1596305,276482,305767,29983,27862,123803,140386,6525,6015,44174,47954,1678424,1718175,1248415,1239726,256826,284602,15767,16087,119329,136000,4607,4406,33480,37354,447900,406114,396942,356579,19656,21165,14216,11775,4474,4386,1918,1609,10694,10600
7,2009,29,4175077,2093773,2081304,1619837,1560035,277285,305064,29574,27574,118278,136101,6527,5658,42272,46872,1639823,1675197,1216062,1202388,258029,284423,15632,15829,113827,132079,4584,4163,31689,36315,453950,406107,403775,357647,19256,20641,13942,11745,4451,4022,1943,1495,10583,10557
7,2009,30,4104133,2071064,2033069,1599885,1518334,271703,298854,29347,26976,121993,138453,6399,5824,41737,44628,1623537,1635383,1202417,1169021,252586,278135,15471,15148,117675,134416,4431,4296,30957,34367,447527,397686,397468,349313,19117,20719,13876,11828,4318,4037,1968,1528,10780,10261
7,2009,31,3890200,1950109,1940091,1513527,1457135,251298,279263,27132,25601,114394,130700,5509,5255,38249,42137,1532733,1557374,1141285,1119480,233747,260279,14492,14585,110554,126885,3903,3762,28752,32383,417376,382717,372242,337655,17551,18984,12640,11016,3840,3815,1606,1493,9497,9754
7,2009,32,3921281,1961054,1960227,1520817,1472463,251542,282145,27651,25951,117788,132980,5798,5225,37458,41463,1541446,1567739,1145891,1125099,234956,263367,14734,14847,113828,129063,4137,3782,27900,31581,419608,392488,374926,347364,16586,18778,12917,11104,3960,3917,1661,1443,9558,9882
7,2009,33,3813001,1905203,1907798,1475325,1431765,242229,272426,26436,24931,119758,134337,5416,5096,36039,39243,1492759,1522636,1106464,1089932,225685,253987,14097,14320,115900,130544,3811,3679,26802,30174,412444,385162,368861,341833,16544,18439,12339,10611,3858,3793,1605,1417,9237,9069
7,2009,34,3916499,1957125,1959374,1517930,1474192,247048,278197,25964,24819,125407,138840,5251,4847,35525,38479,1546807,1574791,1149660,1132206,231102,259926,13941,14144,121607,135069,3781,3605,26716,29841,410318,384583,368270,341986,15946,18271,12023,10675,3800,3771,1470,1242,8809,8638
7,2009,35,3829432,1913685,1915747,1482501,1441001,242138,271744,25974,25127,125072,136903,5126,4693,32874,36279,1513915,1539265,1122349,1104784,227285,255012,13958,14464,121441,133368,3791,3468,25091,28169,399770,376482,360152,336217,14853,16732,12016,10663,3631,3535,1335,1225,7783,8110
7,2009,36,3905615,1943059,1962556,1503435,1475099,250163,281817,26108,24722,125502,140314,4920,4720,32931,35884,1549684,1587883,1148849,1139978,235518,264967,14239,14487,122019,136719,3552,3533,25507,28199,393375,374673,354586,335121,14645,16850,11869,10235,3483,3595,1368,1187,7424,7685
7,2009,37,4071181,2024753,2046428,1579882,1549013,256962,291140,25596,25146,124697,140321,4722,4800,32894,36008,1640852,1677285,1232976,1218689,242916,274921,14361,14900,121438,136731,3503,3540,25658,28504,383901,369143,346906,330324,14046,16219,11235,10246,3259,3590,1219,1260,7236,7504
7,2009,38,4304006,2136185,2167821,1681106,1658858,267422,304214,26639,25529,122716,137678,4966,4660,33336,36882,1752841,1798505,1335601,1328175,253126,287886,15192,15575,119142,134182,3661,3467,26119,29220,383344,369316,345505,330683,14296,16328,11447,9954,3574,3496,1305,1193,7217,7662
7,2009,39,4397562,2197945,2199617,1736250,1689089,272978,304320,26392,25495,124287,139521,4885,4761,33153,36431,1810999,1835026,1386949,1362502,258600,288328,15044,15376,120791,136092,3625,3611,25990,29117,386946,364591,349301,326587,14378,15992,11348,10119,3496,3429,1260,1150,7163,7314
7,2009,40,4145183,2063870,2081313,1635482,1607240,251636,280120,25688,24534,115811,131398,4638,4479,30615,33542,1705015,1739063,1311970,1300402,238489,265738,14706,14810,112657,128047,3420,3427,23773,26639,358855,342250,323512,306838,13147,14382,10982,9724,3154,3351,1218,1052,6842,6903
7,2009,41,4085265,2032646,2052619,1609584,1582668,253364,284579,24360,23712,111984,126193,4363,4433,28991,31034,1681661,1719805,1292208,1284005,240287,270038,14387,14978,108913,123069,3244,3309,22622,24406,350985,332814,317376,298663,13077,14541,9973,8734,3071,3124,1119,1124,6369,6628
7,2009,42,4085849,2029246,2056603,1617010,1598336,252961,283401,24400,24078,102674,115680,4327,4248,27874,30860,1693463,1734572,1314022,1309264,240263,269402,14304,15269,99823,112832,3232,3217,21819,24588,335783,322031,302988,289072,12698,13999,10096,8809,2851,2848,1095,1031,6055,6272
7,2009,43,4209233,2091675,2117558,1661869,1641817,267342,298880,24886,24400,104619,116947,4592,4321,28367,31193,1754208,1797178,1356872,1354433,254564,284668,15202,15873,101697,114091,3426,3254,22447,24859,337467,320380,304997,287384,12778,14212,9684,8527,2922,2856,1166,1067,5920,6334
7,2009,44,4454485,2213137,2241348,1767134,1748308,279768,312304,25681,25333,107557,119714,4398,4461,28599,31228,1876796,1920822,1462847,1460026,267210,298481,15734,16945,104753,116666,3374,3476,22878,25228,336341,320526,304287,288282,12558,13823,9947,8388,2804,3048,1024,985,5721,6000
7,2009,45,4509265,2227071,2282194,1788427,1792488,273258,307948,25882,25954,105847,119659,4607,4443,29050,31702,1905915,1969838,1498515,1512281,260871,294180,16521,17484,103185,116855,3634,3472,23189,25566,321156,312356,289912,280207,12387,13768,9361,8470,2662,2804,973,971,5861,6136
7,2009,46,4523596,2232877,2290719,1796907,1805072,271735,304593,24837,24645,106910,120587,4105,4336,28383,31486,1929643,1992501,1523160,1537669,259985,291205,16158,16696,104291,117854,3187,3477,22862,25600,303234,298218,273747,267403,11750,13388,8679,7949,2619,2733,918,859,5521,5886
7,2009,47,4557336,2251625,2305711,1824227,1829937,270185,303599,24821,24976,100087,112478,4214,4157,28091,30564,1955690,2016539,1556224,1569835,259282,291415,16298,17208,97631,109893,3249,3221,23006,24967,295935,289172,268003,260102,10903,12184,8523,7768,2456,2585,965,936,5085,5597
7,2009,48,4582655,2254796,2327859,1835421,1856135,269006,303483,23959,25013,94333,108766,4069,4138,28008,30324,1975995,2050569,1583615,1606925,258390,291534,15953,17755,91910,106215,3270,3312,22857,24828,278801,277290,251806,249210,10616,11949,8006,7258,2423,2551,799,826,5151,5496
7,2009,49,4689393,2319302,2370091,1878771,1879511,282270,316001,24682,25262,101048,114491,4235,4283,28296,30543,2034614,2090772,1621012,1628498,271379,303768,16720,17857,98690,111916,3457,3460,23356,25273,284688,279319,257759,251013,10891,12233,7962,7405,2358,2575,778,823,4940,5270
7,2009,50,4462192,2190333,2271859,1785561,1814397,260163,294766,22666,23670,92006,106669,3857,3590,26080,28767,1938630,2018360,1558620,1586858,250454,283706,15370,16815,89815,104400,3066,2915,21305,23666,251703,253499,226941,227539,9709,11060,7296,6855,2191,2269,791,675,4775,5101
7,2009,51,4514833,2220328,2294505,1813542,1839565,261519,293041,22405,23198,93266,107555,3657,3633,25939,27513,1977320,2050056,1594081,1619638,251956,282433,15496,16860,91265,105343,2965,2944,21557,22838,243008,244449,219461,219927,9563,10608,6909,6338,2001,2212,692,689,4382,4675
7,2009,52,4429228,2166314,2262914,1775590,1817425,252113,287674,21333,22335,88730,104829,3437,3647,25111,27004,1937853,2027795,1569274,1605634,243098,277472,14800,16290,86797,102895,2843,2941,21041,22563,228461,235119,206316,211791,9015,10202,6533,6045,1933,1934,594,706,4070,4441
7,2009,53,4281465,2092799,2188666,1716366,1755956,241468,277531,20378,21445,88024,104477,3364,3321,23199,25936,1874782,1964455,1519449,1554108,232780,267897,14182,15747,86224,102362,2712,2720,19435,21621,218017,224211,196917,201848,8688,9634,6196,5698,1800,2115,652,601,3764,4315
7,2009,54,4317125,2113789,2203336,1735279,1772437,242290,276538,20456,21322,89207,104694,3225,3480,23332,24865,1897857,1981783,1540332,1572977,233633,266805,14343,15701,87447,102671,2638,2890,19464,20739,215932,221553,194947,199460,8657,9733,6113,5621,1760,2023,587,590,3868,4126
7,2009,55,4074019,1974783,2099236,1634244,1701453,217726,254034,18316,19645,80818,98014,2897,3095,20782,22995,1785243,1896743,1462434,1518030,210315,245908,13218,14708,79181,96254,2428,2558,17667,19285,189540,202493,171810,183423,7411,8126,5098,4937,1637,1760,469,537,3115,3710
7,2009,56,3975863,1927719,2048144,1601733,1666695,206664,243446,17311,18209,78830,94718,2724,2866,20457,22210,1748993,1856254,1439609,1492667,199668,235595,12517,13732,77446,93075,2233,2368,17520,18817,178726,191890,162124,174028,6996,7851,4794,4477,1384,1643,491,498,2937,3393
7,2009,57,3819855,1851260,1968595,1545938,1607108,194242,231375,16088,17274,74310,89872,2678,2729,18004,20237,1685319,1791255,1395264,1446126,187772,224161,11800,13101,72936,88320,2248,2335,15299,17212,165941,177340,150674,160982,6470,7214,4288,4173,1374,1552,430,394,2705,3025
