"earnings","retirement","interest","assistance","other","male","over65","white","immig","educ_r","workmos","workhrs_top","any_ssi","any_welfare","any_charity"
0,0,0,NA,0,0,0,1,1,3,0,0,0,0,0
NA,NA,0,0,0,0,0,0,1,3,6,35,0,0,0
0,0,0,0,0,1,0,0,1,4,0,0,0,0,0
0,7.2,0,13.92,0,0,0,0,1,4,0,0,1,0,0
74,0,0,0,NA,0,0,0,0,3,11,40,0,0,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
NA,0,NA,0,NA,0,0,1,0,4,12,40,0,0,0
17.5,0,0,1.76,0,0,0,1,0,1,12,30,0,1,0
35,0,NA,0,NA,0,0,0,0,3,12,40,0,0,0
NA,0,0,NA,0,0,0,0,0,2,10,30,0,0,0
68.5,0,0.25,0,0,1,0,0,1,3,12,40,0,0,0
35,0,0,6.816,0,0,0,0,1,4,12,12,1,0,0
19.5,0,0.5,0,0,1,0,0,1,2,10,40,0,0,0
NA,0,0,0,0,0,0,0,1,3,11,40,0,0,0
9.6,3,0,0,0.3,0,0,0,1,1,12,40,0,0,0
133,0,0,0,0,0,0,0,0,3,12,40,0,0,0
22,0,0,0,0,0,0,0,1,2,12,40,0,0,0
17.5,0,0,0,0.2,1,0,0,1,2,9,40,0,0,0
10,0,0.1,2,0,1,0,0,1,1,7,40,0,0,0
230,0,2,0,0,0,0,1,0,4,12,40,0,0,0
295,0,0.5,0,0,1,0,1,0,4,12,40,0,0,0
NA,0,NA,0,NA,1,0,1,0,4,12,40,0,0,0
31.5,0,0,0,0,0,0,0,1,3,12,40,0,0,0
40,0,0,0,0,0,0,0,1,2.5,12,40,0,0,0
25,0,0,0,0,1,0,0,1,2,8,40,0,0,0
17.92,0,0,0,0,0,0,0,1,1,12,40,0,0,0
23.5,0,0,0,0,0,0,0,1,4,9,40,0,0,0
17.5,0,0.26,0,NA,0,0,0,1,3,12,40,0,0,0
0,0,0,3.24,0,0,0,0,1,1,0,0,0,1,0
32.5,0,0,0,7.776,0,0,0,1,3,12,40,0,0,0
48,0,NA,0.8,0.1,0,0,0,0,1,12,40,0,0,0
244.8,0,0.1,0,0,0,0,0,0,2,12,35,0,0,0
NA,0,0,4.2,0,0,0,0,0,3,12,40,0,1,0
71.4,0,0,NA,0,0,0,0,1,2,7,40,0,0,0
NA,0,0,0,0,0,0,0,0,2,12,40,0,0,0
NA,0,0,0,NA,0,0,1,0,2,10,20,0,0,0
72,0,0,0,0.075,1,0,0,0,3,12,40,0,0,0
50,0,0,0,NA,1,0,0,1,4,12,40,0,0,0
41,0,NA,0,0,0,0,0,0,2,12,35,0,0,0
65,0,0,0,0,1,0,1,0,3,12,40,0,0,0
70,0,0,0,0,0,0,1,0,2,12,40,0,0,0
115,0,240,0,0,1,0,1,1,4,12,40,0,0,0
10.08,0,0,2.4,0.3,0,0,0,1,2,12,38,0,1,0
225,0,2,0,1,0,0,1,0,4,12,40,0,0,0
79,0,NA,0,0,0,0,1,0,3,12,40,0,0,0
140,0,1,NA,0.2,0,0,0,1,4,12,40,0,0,0
15,0,0,0,0,0,0,1,0,3,12,40,0,0,0
2.687,0,0,10.8,0.05,0,0,0,1,2,4,26,0,1,0
17,0,0,2,0.3,0,0,1,1,3,9,40,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
125,0,0.8,0,0,1,0,1,0,4,12,40,0,0,0
0,0,0,13.6,0,1,0,0,0,1,0,0,1,1,1
15,0,0,0,0,1,0,0,1,1,12,40,0,0,0
175,0,0,0,0,0,0,0,0,4,12,40,0,0,0
35,0,NA,0,0.1,1,0,0,1,3,12,35,0,0,0
110,0,NA,0,0.2,0,0,1,0,4,12,40,0,0,0
7,0,0,0,0,1,0,0,1,2,7,35,0,0,0
NA,0,20,0,0,0,0,1,0,4,12,40,0,0,0
0,NA,NA,NA,0,0,0,0,1,1,0,0,1,0,0
10,0,0,0,1,0,0,0,0,2,12,30,0,0,0
NA,0,NA,0,0,0,0,0,1,3,8,40,0,0,0
25,0,0,0,0,0,0,0,0,3,12,35,0,0,0
0,0,0,0,0,1,0,1,0,4,0,0,0,0,0
0,0,0,NA,0,0,0,0,0,2,0,0,1,0,0
0,5,0,7.416,0.7,0,0,0,0,2,0,0,1,1,0
60,NA,NA,NA,0.5,0,0,1,1,4,12,40,0,0,0
14.6,0,NA,NA,0,1,0,0,1,2,12,40,0,0,0
NA,0,NA,0,0,0,0,1,0,4,10,35,0,0,0
100,0,0,0,0,1,0,1,0,4,12,40,0,0,0
25,0,0,0,0.025,1,0,0,0,1,12,40,0,0,0
92,2,0,0,0,0,0,0,1,4,12,35,0,0,0
127,0,0.2,0,0,1,0,1,0,4,12,35,0,0,0
70,0,1.3,0,0,0,0,0,0,3,12,40,0,0,0
NA,0,0,0,0,0,0,0,0,2,12,40,0,0,0
68,3,0.6,0,0,0,0,0,1,4,12,40,0,0,0
47,0,0,0,0,0,0,0,0,2,12,40,0,0,0
18,0,0,9,0,1,0,0,1,3,8,40,0,0,0
11.04,0,0,0,0,0,0,0,1,1,12,40,0,0,0
19.5,0,0,0,0.2,0,0,0,0,2,12,40,0,0,0
105,0,0,0,0,1,0,1,0,4,12,35,0,0,0
28,0,0.1,0,2.97,0,0,0,0,3,12,40,0,0,0
53,0,0,0,0,1,0,0,1,3,12,40,0,0,0
7.5,0,0.1,0,0,1,0,0,1,1,10,40,0,0,0
105,0,2,0,0,1,0,0,1,4,12,40,0,0,0
NA,0,0.1,0,0,1,0,0,0,3,12,40,0,0,0
90,0,NA,NA,0.2,1,0,1,0,4,12,40,0,0,0
7.5,0,0,0,0.3,0,0,0,1,1,6,12,0,0,0
4.8,0,0,1.6,0,0,0,0,1,2,6,25,0,1,0
0,0,0,NA,0,0,1,0,0,2,0,0,0,0,0
150,0,0,0,0,1,0,1,0,3,6,20,0,0,0
40,0,8,3.474,0,0,0,1,0,2,12,40,1,0,0
0,0,0,0.5,0.3,0,0,0,1,1,0,0,1,0,0
26,0.8,0,0,0.1,0,0,0,0,3,12,40,0,0,0
35.9,0,0,0,0.7,0,0,0,0,3,12,40,0,0,0
55,0,0,0,0,1,0,0,0,4,12,35,0,0,0
NA,0,0,0,0.2,0,0,1,0,4,12,40,0,0,0
13,0,NA,7,0,0,0,0,1,1,8,40,0,0,0
25,NA,0,NA,0,0,0,0,1,3,12,28,0,0,0
100,0,0,0,NA,0,0,1,1,4,12,40,0,0,0
NA,NA,0,NA,0,0,0,1,0,4,12,40,0,0,0
31.3,0,0,0,0,0,0,0,1,1,12,40,0,0,0
22.5,0,NA,0,0,0,0,0,0,3,12,35,0,0,0
2.7,0,0,2.616,0.65,0,0,0,0,2,3,25,0,1,0
3,NA,0,0,0,0,0,0,1,1,4,40,0,0,0
50,0,0,0,0,0,0,0,1,4,11,40,0,0,0
200,0,0,0,0,1,0,1,0,1,12,40,0,0,0
24,0,0,0,0.2,0,0,0,0,4,12,40,0,0,0
18,0,0,0,0,1,0,0,0,2,12,40,0,0,0
68,0,0,0,NA,0,0,0,0,3,12,40,0,0,0
31.5,0,0.4,0,0,0,0,1,0,3,12,40,0,0,0
12.5,0,0,0,0.5,1,0,0,1,1,11,40,0,0,0
37.5,0,0,0,0,0,0,0,1,2,12,40,0,0,0
42.6,0,0.1,0,0,0,0,0,1,2,12,40,0,0,0
22,0,0,0,0,0,0,0,1,1,7,40,0,0,0
105,0,1.5,0,1,1,0,0,1,3,12,35,0,0,0
30,0,NA,2,0.08,0,0,0,0,3,12,40,0,0,0
64,0,0,0,0,0,0,0,0,3,12,40,0,0,0
0.5,0,0,0.244,0,0,0,0,0,2,3,40,0,1,0
46,0,NA,0,NA,0,0,0,0,3,12,40,0,0,0
4.32,0,0,3,0.3,0,0,0,1,2,6,40,0,0,0
105,0,0,0,11.3,0,0,0,0,3,12,40,0,0,0
99,0,0,0,0,1,0,0,1,3,12,40,0,0,0
75,0,NA,0,NA,0,0,0,0,3,12,40,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NA,0,0,0,0,0,0,0,1,4,12,40,0,0,0
12,0,0,NA,0,0,0,0,1,3,11,37,0,0,0
78,0,NA,0,0,0,0,0,1,3,12,35,0,0,0
NA,0,0,NA,0,0,0,0,1,2,11,40,0,0,0
30,0,0,0,0,0,0,0,1,4,8,35,0,0,0
NA,0,1,0,0.5,1,0,1,0,4,12,40,0,0,0
91,0,1,0,0.5,1,0,0,1,3,12,40,0,0,0
70,0,NA,0,0,0,0,0,0,2,12,40,0,0,0
35,0,0,0,0,1,0,0,0,3,12,40,0,0,0
105,0,22,0,15,1,0,1,0,4,12,40,0,0,0
0,0,0,1.74,0,0,0,0,1,1,0,0,0,1,0
28,0,0.309,0,0,0,0,1,1,3,12,35,0,0,0
16.9,0,0,0,0.06,0,0,0,1,2,12,40,0,0,0
0,10.8,0,0,0,0,0,0,0,2,0,0,0,0,0
105,0,0,0,3,0,0,0,0,4,12,40,0,0,0
NA,0,0,0.93,0.1,0,0,0,0,2,6,40,0,1,0
111,0,NA,0,0,0,0,0,0,3,12,35,0,0,0
56,0,NA,0,NA,0,0,0,0,3,12,40,0,0,0
7,0,0,0,0,1,0,0,1,3,12,40,0,0,0
18.5,0,0,0,0,1,0,0,1,1,9,40,0,0,0
26,0,2,0,1.5,0,0,0,0,2,12,40,0,0,0
14.448,0,0,NA,0.1,1,0,0,0,3,12,40,0,0,0
30,0,0,0,0.24,0,0,0,1,3,12,40,0,0,0
19.2,0,0,0,0,0,0,0,1,1,12,40,0,0,0
0,0,0,0.3,0,0,0,0,1,1,0,0,0,1,0
70,0,NA,0,0.2,1,0,0,0,2,12,40,0,0,0
17.5,0,0,0,0,0,0,1,0,2,12,40,0,0,0
42,0,0,0,0,0,0,1,0,2,12,40,0,0,0
23.2,0,0,0,0,0,0,0,1,2,9,40,0,0,0
100,0,0,NA,0,1,0,1,1,3,12,35,0,0,0
40,0,0,0,4,0,0,0,1,4,12,35,0,0,0
12.5,0,0,0,0,1,0,0,1,1,8,40,0,0,0
12.5,0,0,NA,NA,0,0,0,0,3,6,20,0,0,0
36,0,0.35,0,0,1,0,0,1,2,8,40,0,0,0
100,0,10,0,0,1,0,0,0,4,12,40,0,0,0
0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
64,0,0,0,0,0,0,0,1,3,12,40,0,0,0
43,0,0,0,0,0,0,0,1,3,12,35,0,0,0
110,0,0,0,0,0,0,0,0,3,12,40,0,0,0
100,0,0,0,0,1,0,1,0,4,12,40,0,0,0
0,21.765,0,19.2,0.5,1,0,0,0,3,0,0,0,0,0
NA,0,NA,0,0,0,0,0,0,4,12,30,0,0,0
0,265,650,0,0,1,1,1,0,3,0,0,0,0,0
74.5,0,2,0,0,1,0,1,0,4,12,40,0,0,0
124,0,1,0,1.5,1,0,1,0,4,12,40,0,0,0
45,0,0.1,0,NA,0,0,0,0,4,12,40,0,0,0
13.5,0,0,0,1.5,0,0,1,0,2,12,20,0,0,0
70,0,0.25,0.3,2,0,0,1,0,3,10,40,0,0,0
0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
NA,0,0,0,0,0,0,1,1,1,12,35,0,0,0
91,0,20,0,1.5,0,0,0,0,4,12,40,0,0,0
80,0,NA,0,NA,1,0,0,0,3,12,40,0,0,0
NA,0,0,0.6,0,0,0,0,1,3,12,20,0,1,0
10,0,1,NA,1,0,0,1,0,2,10,20,0,0,0
NA,0.8,NA,0,0,1,0,1,0,3,12,40,0,0,0
21.6,0,0,0,0,1,0,0,0,2,12,40,0,0,0
NA,0,0,0,0,0,0,1,1,1,12,40,0,0,0
510,0,NA,0,0,0,0,1,1,4,12,40,0,0,0
26.4,0,0,0,0,0,0,0,1,1,12,40,0,0,0
82,12,1,0,0,0,0,0,0,4,12,40,0,0,0
